"Pressure","Points:0","Points:1","Points:2"
2.0649e+05,0.444,0,0
2.015e+05,0.45,0,0
1.9723e+05,0.456,0,0
1.9297e+05,0.462,0,0
1.887e+05,0.468,0,0
1.8443e+05,0.474,0,0
1.8025e+05,0.48,0,0
1.7653e+05,0.486,0,0
1.7281e+05,0.492,0,0
1.6909e+05,0.498,0,0
1.6537e+05,0.504,0,0
1.6173e+05,0.51,0,0
1.585e+05,0.516,0,0
1.5526e+05,0.522,0,0
1.5203e+05,0.528,0,0
1.488e+05,0.534,0,0
1.4564e+05,0.54,0,0
1.4283e+05,0.546,0,0
1.4001e+05,0.552,0,0
1.3719e+05,0.558,0,0
1.3437e+05,0.564,0,0
1.3162e+05,0.57,0,0
1.2916e+05,0.576,0,0
1.2669e+05,0.582,0,0
1.2423e+05,0.588,0,0
1.2176e+05,0.594,0,0
1.1936e+05,0.6,0,0
1.1718e+05,0.606,0,0
1.15e+05,0.612,0,0
1.1282e+05,0.618,0,0
1.1065e+05,0.624,0,0
1.0852e+05,0.63,0,0
1.0658e+05,0.636,0,0
1.0465e+05,0.642,0,0
1.0271e+05,0.648,0,0
1.0078e+05,0.654,0,0
98886,0.66,0,0
97149,0.666,0,0
95413,0.672,0,0
93676,0.678,0,0
91940,0.684,0,0
90246,0.69,0,0
88694,0.696,0,0
87141,0.702,0,0
85589,0.708,0,0
84037,0.714,0,0
82526,0.72,0,0
81144,0.726,0,0
79761,0.732,0,0
78379,0.738,0,0
76996,0.744,0,0
75652,0.75,0,0
74423,0.756,0,0
73194,0.762,0,0
71965,0.768,0,0
70736,0.774,0,0
69543,0.78,0,0
68452,0.786,0,0
67361,0.792,0,0
66270,0.798,0,0
65179,0.804,0,0
64122,0.81,0,0
63154,0.816,0,0
62186,0.822,0,0
61219,0.828,0,0
60251,0.834,0,0
59314,0.84,0,0
58455,0.846,0,0
57597,0.852,0,0
56738,0.858,0,0
55879,0.864,0,0
55048,0.87,0,0
54282,0.876,0,0
53517,0.882,0,0
52751,0.888,0,0
51985,0.894,0,0
51244,0.9,0,0
50561,0.906,0,0
49877,0.912,0,0
49194,0.918,0,0
48510,0.924,0,0
47849,0.93,0,0
47237,0.936,0,0
46626,0.942,0,0
46014,0.948,0,0
45403,0.954,0,0
44812,0.96,0,0
44263,0.966,0,0
43715,0.972,0,0
43167,0.978,0,0
42619,0.984,0,0
42089,0.99,0,0
41596,0.996,0,0
41102,1.002,0,0
40609,1.008,0,0
40116,1.014,0,0
39639,1.02,0,0
39193,1.026,0,0
38748,1.032,0,0
38302,1.038,0,0
37856,1.044,0,0
37424,1.05,0,0
37019,1.056,0,0
36614,1.062,0,0
36209,1.068,0,0
35804,1.074,0,0
35411,1.08,0,0
35041,1.086,0,0
34670,1.092,0,0
34300,1.098,0,0
33929,1.104,0,0
33570,1.11,0,0
33229,1.116,0,0
32888,1.122,0,0
32547,1.128,0,0
32206,1.134,0,0
31875,1.14,0,0
31559,1.146,0,0
31243,1.152,0,0
30928,1.158,0,0
30612,1.164,0,0
30304,1.17,0,0
30010,1.176,0,0
29716,1.182,0,0
29421,1.188,0,0
29127,1.194,0,0
28840,1.2,0,0
28565,1.206,0,0
28290,1.212,0,0
28015,1.218,0,0
27740,1.224,0,0
27472,1.23,0,0
27213,1.236,0,0
26955,1.242,0,0
26697,1.248,0,0
26438,1.254,0,0
26186,1.26,0,0
25941,1.266,0,0
25697,1.272,0,0
25452,1.278,0,0
25208,1.284,0,0
24970,1.29,0,0
24740,1.296,0,0
24510,1.302,0,0
24280,1.308,0,0
24050,1.314,0,0
23826,1.32,0,0
23610,1.326,0,0
23394,1.332,0,0
23177,1.338,0,0
22961,1.344,0,0
22747,1.35,0,0
22537,1.356,0,0
22326,1.362,0,0
22116,1.368,0,0
21906,1.374,0,0
21698,1.38,0,0
21493,1.386,0,0
21288,1.392,0,0
21083,1.398,0,0
20878,1.404,0,0
20677,1.41,0,0
20479,1.416,0,0
20282,1.422,0,0
20084,1.428,0,0
19887,1.434,0,0
19694,1.44,0,0
19505,1.446,0,0
19317,1.452,0,0
19128,1.458,0,0
18940,1.464,0,0
18755,1.47,0,0
18576,1.476,0,0
18396,1.482,0,0
18216,1.488,0,0
18036,1.494,0,0
17861,1.5,0,0
17690,1.506,0,0
17519,1.512,0,0
17348,1.518,0,0
17177,1.524,0,0
17011,1.53,0,0
16848,1.536,0,0
16686,1.542,0,0
16524,1.548,0,0
16361,1.554,0,0
16203,1.56,0,0
16048,1.566,0,0
15894,1.572,0,0
15739,1.578,0,0
15584,1.584,0,0
15434,1.59,0,0
15289,1.596,0,0
15143,1.602,0,0
14998,1.608,0,0
14852,1.614,0,0
14709,1.62,0,0
14568,1.626,0,0
14427,1.632,0,0
14286,1.638,0,0
14144,1.644,0,0
14011,1.65,0,0
13885,1.656,0,0
13758,1.662,0,0
13632,1.668,0,0
13505,1.674,0,0
13373,1.68,0,0
13237,1.686,0,0
13100,1.692,0,0
12964,1.698,0,0
12827,1.704,0,0
12707,1.71,0,0
12599,1.716,0,0
12491,1.722,0,0
12383,1.728,0,0
12275,1.734,0,0
12281,1.74,0,0
12370,1.746,0,0
12459,1.752,0,0
12548,1.758,0,0
12638,1.764,0,0
11323,1.77,0,0
9027.8,1.776,0,0
6732.8,1.782,0,0
4437.6,1.788,0,0
2142.5,1.794,0,0
22219,1.8,0,0
57285,1.806,0,0
92351,1.812,0,0
1.2742e+05,1.818,0,0
1.6248e+05,1.824,0,0
1.7134e+05,1.83,0,0
1.6336e+05,1.836,0,0
1.5538e+05,1.842,0,0
1.474e+05,1.848,0,0
1.3942e+05,1.854,0,0
1.3766e+05,1.86,0,0
1.3972e+05,1.866,0,0
1.4179e+05,1.872,0,0
1.4385e+05,1.878,0,0
1.4592e+05,1.884,0,0
1.474e+05,1.89,0,0
1.4854e+05,1.896,0,0
1.4968e+05,1.902,0,0
1.5081e+05,1.908,0,0
1.5195e+05,1.914,0,0
1.5279e+05,1.92,0,0
1.5346e+05,1.926,0,0
1.5413e+05,1.932,0,0
1.548e+05,1.938,0,0
1.5547e+05,1.944,0,0
1.5594e+05,1.95,0,0
1.563e+05,1.956,0,0
1.5667e+05,1.962,0,0
1.5703e+05,1.968,0,0
1.5739e+05,1.974,0,0
1.5771e+05,1.98,0,0
1.5801e+05,1.986,0,0
1.5831e+05,1.992,0,0
1.5861e+05,1.998,0,0
1.5891e+05,2.004,0,0
1.5916e+05,2.01,0,0
1.5939e+05,2.016,0,0
1.5963e+05,2.022,0,0
1.5986e+05,2.028,0,0
1.6009e+05,2.034,0,0
1.6031e+05,2.04,0,0
1.6053e+05,2.046,0,0
1.6075e+05,2.052,0,0
1.6097e+05,2.058,0,0
1.6118e+05,2.064,0,0
1.6139e+05,2.07,0,0
1.6158e+05,2.076,0,0
1.6178e+05,2.082,0,0
1.6198e+05,2.088,0,0
1.6217e+05,2.094,0,0
1.6235e+05,2.1,0,0
1.6253e+05,2.106,0,0
1.627e+05,2.112,0,0
1.6287e+05,2.118,0,0
1.6305e+05,2.124,0,0
1.632e+05,2.13,0,0
1.6335e+05,2.136,0,0
1.635e+05,2.142,0,0
1.6365e+05,2.148,0,0
1.6379e+05,2.154,0,0
1.6393e+05,2.16,0,0
1.6406e+05,2.166,0,0
1.6419e+05,2.172,0,0
1.6432e+05,2.178,0,0
1.6445e+05,2.184,0,0
1.6456e+05,2.19,0,0
1.6467e+05,2.196,0,0
1.6477e+05,2.202,0,0
1.6487e+05,2.208,0,0
1.6498e+05,2.214,0,0
1.6506e+05,2.22,0,0
1.6513e+05,2.226,0,0
1.652e+05,2.232,0,0
1.6528e+05,2.238,0,0
1.6535e+05,2.244,0,0
1.6542e+05,2.25,0,0
1.6548e+05,2.256,0,0
1.6554e+05,2.262,0,0
1.6561e+05,2.268,0,0
1.6567e+05,2.274,0,0
1.6571e+05,2.28,0,0
1.6576e+05,2.286,0,0
1.658e+05,2.292,0,0
1.6584e+05,2.298,0,0
1.6588e+05,2.304,0,0
1.6591e+05,2.31,0,0
1.6593e+05,2.316,0,0
1.6596e+05,2.322,0,0
1.6598e+05,2.328,0,0
1.6601e+05,2.334,0,0
1.6602e+05,2.34,0,0
1.6603e+05,2.346,0,0
1.6604e+05,2.352,0,0
1.6604e+05,2.358,0,0
1.6605e+05,2.364,0,0
1.6606e+05,2.37,0,0
1.6607e+05,2.376,0,0
1.6607e+05,2.382,0,0
1.6608e+05,2.388,0,0
1.6608e+05,2.394,0,0
1.6608e+05,2.4,0,0
1.6607e+05,2.406,0,0
1.6606e+05,2.412,0,0
1.6606e+05,2.418,0,0
1.6605e+05,2.424,0,0
1.6604e+05,2.43,0,0
1.6603e+05,2.436,0,0
1.6602e+05,2.442,0,0
1.6601e+05,2.448,0,0
1.66e+05,2.454,0,0
1.6598e+05,2.46,0,0
1.6596e+05,2.466,0,0
1.6594e+05,2.472,0,0
1.6592e+05,2.478,0,0
1.659e+05,2.484,0,0
1.6587e+05,2.49,0,0
1.6583e+05,2.496,0,0
1.6579e+05,2.502,0,0
1.6575e+05,2.508,0,0
1.6572e+05,2.514,0,0
1.6566e+05,2.52,0,0
1.6561e+05,2.526,0,0
1.6555e+05,2.532,0,0
1.655e+05,2.538,0,0
1.6544e+05,2.544,0,0
1.6538e+05,2.55,0,0
1.6531e+05,2.556,0,0
1.6524e+05,2.562,0,0
1.6517e+05,2.568,0,0
1.651e+05,2.574,0,0
1.6502e+05,2.58,0,0
1.6492e+05,2.586,0,0
1.6483e+05,2.592,0,0
1.6474e+05,2.598,0,0
1.6465e+05,2.604,0,0
1.6454e+05,2.61,0,0
1.6442e+05,2.616,0,0
1.6431e+05,2.622,0,0
1.642e+05,2.628,0,0
1.6409e+05,2.634,0,0
1.6393e+05,2.64,0,0
1.6376e+05,2.646,0,0
1.636e+05,2.652,0,0
1.6343e+05,2.658,0,0
1.6327e+05,2.664,0,0
1.6307e+05,2.67,0,0
1.6287e+05,2.676,0,0
1.6267e+05,2.682,0,0
1.6247e+05,2.688,0,0
1.6226e+05,2.694,0,0
1.6202e+05,2.7,0,0
1.6176e+05,2.706,0,0
1.6151e+05,2.712,0,0
1.6126e+05,2.718,0,0
1.61e+05,2.724,0,0
1.6069e+05,2.73,0,0
1.6038e+05,2.736,0,0
1.6006e+05,2.742,0,0
1.5974e+05,2.748,0,0
1.5942e+05,2.754,0,0
1.5904e+05,2.76,0,0
1.5866e+05,2.766,0,0
1.5827e+05,2.772,0,0
1.5789e+05,2.778,0,0
1.575e+05,2.784,0,0
1.5704e+05,2.79,0,0
1.5658e+05,2.796,0,0
1.5611e+05,2.802,0,0
1.5565e+05,2.808,0,0
1.5518e+05,2.814,0,0
1.5463e+05,2.82,0,0
1.5408e+05,2.826,0,0
1.5353e+05,2.832,0,0
1.5298e+05,2.838,0,0
1.5243e+05,2.844,0,0
1.518e+05,2.85,0,0
1.5117e+05,2.856,0,0
1.5054e+05,2.862,0,0
1.4991e+05,2.868,0,0
1.4928e+05,2.874,0,0
1.4856e+05,2.88,0,0
1.4784e+05,2.886,0,0
1.4712e+05,2.892,0,0
1.464e+05,2.898,0,0
1.4568e+05,2.904,0,0
1.4487e+05,2.91,0,0
1.4406e+05,2.916,0,0
1.4324e+05,2.922,0,0
1.4243e+05,2.928,0,0
1.4162e+05,2.934,0,0
1.4073e+05,2.94,0,0
1.3984e+05,2.946,0,0
1.3894e+05,2.952,0,0
1.3805e+05,2.958,0,0
1.3716e+05,2.964,0,0
1.362e+05,2.97,0,0
1.3525e+05,2.976,0,0
1.343e+05,2.982,0,0
1.3335e+05,2.988,0,0
1.324e+05,2.994,0,0
1.3139e+05,3,0,0
1.3039e+05,3.006,0,0
1.2938e+05,3.012,0,0
1.2838e+05,3.018,0,0
1.2737e+05,3.024,0,0
1.2631e+05,3.03,0,0
1.2525e+05,3.036,0,0
1.2419e+05,3.042,0,0
1.2313e+05,3.048,0,0
1.2207e+05,3.054,0,0
1.21e+05,3.06,0,0
1.1992e+05,3.066,0,0
1.1885e+05,3.072,0,0
1.1778e+05,3.078,0,0
1.1671e+05,3.084,0,0
1.1562e+05,3.09,0,0
1.1454e+05,3.096,0,0
1.1345e+05,3.102,0,0
1.1236e+05,3.108,0,0
1.1128e+05,3.114,0,0
1.102e+05,3.12,0,0
1.0912e+05,3.126,0,0
1.0805e+05,3.132,0,0
1.0697e+05,3.138,0,0
1.0589e+05,3.144,0,0
1.0483e+05,3.15,0,0
1.0377e+05,3.156,0,0
1.027e+05,3.162,0,0
1.0164e+05,3.168,0,0
1.0058e+05,3.174,0,0
99545,3.18,0,0
98509,3.186,0,0
97474,3.192,0,0
96438,3.198,0,0
95405,3.204,0,0
94404,3.21,0,0
93404,3.216,0,0
92403,3.222,0,0
91402,3.228,0,0
90404,3.234,0,0
89440,3.24,0,0
88476,3.246,0,0
87512,3.252,0,0
86549,3.258,0,0
85586,3.264,0,0
84639,3.27,0,0
83691,3.276,0,0
82743,3.282,0,0
81796,3.288,0,0
80853,3.294,0,0
79949,3.3,0,0
79045,3.306,0,0
78142,3.312,0,0
77238,3.318,0,0
76340,3.324,0,0
75483,3.33,0,0
74626,3.336,0,0
73769,3.342,0,0
72912,3.348,0,0
72062,3.354,0,0
71261,3.36,0,0
70460,3.366,0,0
69659,3.372,0,0
68858,3.378,0,0
68063,3.384,0,0
67311,3.39,0,0
66559,3.396,0,0
65807,3.402,0,0
65055,3.408,0,0
64302,3.414,0,0
63546,3.42,0,0
62790,3.426,0,0
62035,3.432,0,0
61279,3.438,0,0
60524,3.444,0,0
59774,3.45,0,0
59024,3.456,0,0
58275,3.462,0,0
57525,3.468,0,0
56785,3.474,0,0
56095,3.48,0,0
55406,3.486,0,0
54717,3.492,0,0
54028,3.498,0,0
53350,3.504,0,0
52731,3.51,0,0
52112,3.516,0,0
51493,3.522,0,0
50873,3.528,0,0
50267,3.534,0,0
49720,3.54,0,0
49173,3.546,0,0
48625,3.552,0,0
48078,3.558,0,0
47535,3.564,0,0
47007,3.57,0,0
46480,3.576,0,0
45952,3.582,0,0
45425,3.588,0,0
44921,3.594,0,0
44511,3.6,0,0
44100,3.606,0,0
43690,3.612,0,0
43280,3.618,0,0
42803,3.624,0,0
42070,3.63,0,0
41337,3.636,0,0
40604,3.642,0,0
39871,3.648,0,0
44269,3.654,0,0
67118,3.66,0,0
89966,3.666,0,0
1.1282e+05,3.672,0,0
1.3566e+05,3.678,0,0
1.5284e+05,3.684,0,0
1.5076e+05,3.69,0,0
1.4868e+05,3.696,0,0
1.466e+05,3.702,0,0
1.4452e+05,3.708,0,0
1.4211e+05,3.714,0,0
1.3866e+05,3.72,0,0
1.352e+05,3.726,0,0
1.3174e+05,3.732,0,0
1.2828e+05,3.738,0,0
1.2513e+05,3.744,0,0
1.2292e+05,3.75,0,0
1.207e+05,3.756,0,0
1.1849e+05,3.762,0,0
1.1628e+05,3.768,0,0
1.145e+05,3.774,0,0
1.14e+05,3.78,0,0
1.1349e+05,3.786,0,0
1.1299e+05,3.792,0,0
1.1249e+05,3.798,0,0
1.1203e+05,3.804,0,0
1.1173e+05,3.81,0,0
1.1142e+05,3.816,0,0
1.1111e+05,3.822,0,0
1.108e+05,3.828,0,0
1.1053e+05,3.834,0,0
1.1035e+05,3.84,0,0
1.1018e+05,3.846,0,0
1.1e+05,3.852,0,0
1.0983e+05,3.858,0,0
1.0967e+05,3.864,0,0
1.0954e+05,3.87,0,0
1.0941e+05,3.876,0,0
1.0928e+05,3.882,0,0
1.0915e+05,3.888,0,0
1.0905e+05,3.894,0,0
1.0905e+05,3.9,0,0
1.0905e+05,3.906,0,0
1.0905e+05,3.912,0,0
1.0905e+05,3.918,0,0
1.0906e+05,3.924,0,0
1.091e+05,3.93,0,0
1.0914e+05,3.936,0,0
1.0918e+05,3.942,0,0
1.0923e+05,3.948,0,0
1.0927e+05,3.954,0,0
1.0933e+05,3.96,0,0
1.0938e+05,3.966,0,0
1.0944e+05,3.972,0,0
1.095e+05,3.978,0,0
1.0956e+05,3.984,0,0
1.0961e+05,3.99,0,0
1.0967e+05,3.996,0,0
1.0973e+05,4.002,0,0
1.0979e+05,4.008,0,0
1.0985e+05,4.014,0,0
1.0991e+05,4.02,0,0
1.0997e+05,4.026,0,0
1.1004e+05,4.032,0,0
1.101e+05,4.038,0,0
1.1016e+05,4.044,0,0
1.1024e+05,4.05,0,0
1.1032e+05,4.056,0,0
1.1039e+05,4.062,0,0
1.1047e+05,4.068,0,0
1.1055e+05,4.074,0,0
1.1064e+05,4.08,0,0
1.1072e+05,4.086,0,0
1.1081e+05,4.092,0,0
1.109e+05,4.098,0,0
1.1099e+05,4.104,0,0
1.1108e+05,4.11,0,0
1.1117e+05,4.116,0,0
1.1126e+05,4.122,0,0
1.1135e+05,4.128,0,0
1.1144e+05,4.134,0,0
1.1153e+05,4.14,0,0
1.1161e+05,4.146,0,0
1.117e+05,4.152,0,0
1.1179e+05,4.158,0,0
1.1187e+05,4.164,0,0
1.1196e+05,4.17,0,0
1.1205e+05,4.176,0,0
1.1213e+05,4.182,0,0
1.1222e+05,4.188,0,0
1.1231e+05,4.194,0,0
1.124e+05,4.2,0,0
1.125e+05,4.206,0,0
1.1259e+05,4.212,0,0
1.1268e+05,4.218,0,0
1.1278e+05,4.224,0,0
1.1288e+05,4.23,0,0
1.1297e+05,4.236,0,0
1.1307e+05,4.242,0,0
1.1317e+05,4.248,0,0
1.1327e+05,4.254,0,0
1.1337e+05,4.26,0,0
1.1347e+05,4.266,0,0
1.1358e+05,4.272,0,0
1.1368e+05,4.278,0,0
1.1378e+05,4.284,0,0
1.1389e+05,4.29,0,0
1.14e+05,4.296,0,0
1.141e+05,4.302,0,0
1.1421e+05,4.308,0,0
1.1431e+05,4.314,0,0
1.1442e+05,4.32,0,0
1.1453e+05,4.326,0,0
1.1464e+05,4.332,0,0
1.1474e+05,4.338,0,0
1.1485e+05,4.344,0,0
1.1496e+05,4.35,0,0
1.1507e+05,4.356,0,0
1.1517e+05,4.362,0,0
1.1528e+05,4.368,0,0
1.1539e+05,4.374,0,0
1.155e+05,4.38,0,0
1.156e+05,4.386,0,0
1.1571e+05,4.392,0,0
1.1581e+05,4.398,0,0
1.1592e+05,4.404,0,0
1.1602e+05,4.41,0,0
1.1612e+05,4.416,0,0
1.1622e+05,4.422,0,0
1.1632e+05,4.428,0,0
1.1641e+05,4.434,0,0
1.165e+05,4.44,0,0
1.1659e+05,4.446,0,0
1.1668e+05,4.452,0,0
1.1676e+05,4.458,0,0
1.1684e+05,4.464,0,0
1.1692e+05,4.47,0,0
1.1699e+05,4.476,0,0
1.1706e+05,4.482,0,0
1.1713e+05,4.488,0,0
1.1721e+05,4.494,0,0
1.1728e+05,4.5,0,0
1.1736e+05,4.506,0,0
1.1744e+05,4.512,0,0
1.1752e+05,4.518,0,0
1.176e+05,4.524,0,0
1.1769e+05,4.53,0,0
1.1778e+05,4.536,0,0
1.1787e+05,4.542,0,0
1.1795e+05,4.548,0,0
1.1805e+05,4.554,0,0
1.1815e+05,4.56,0,0
1.1824e+05,4.566,0,0
1.1834e+05,4.572,0,0
1.1844e+05,4.578,0,0
1.1854e+05,4.584,0,0
1.1863e+05,4.59,0,0
1.1873e+05,4.596,0,0
1.1882e+05,4.602,0,0
1.1892e+05,4.608,0,0
1.1901e+05,4.614,0,0
1.191e+05,4.62,0,0
1.1919e+05,4.626,0,0
1.1928e+05,4.632,0,0
1.1936e+05,4.638,0,0
1.1945e+05,4.644,0,0
1.1953e+05,4.65,0,0
1.1961e+05,4.656,0,0
1.1969e+05,4.662,0,0
1.1977e+05,4.668,0,0
1.1984e+05,4.674,0,0
1.1991e+05,4.68,0,0
1.1999e+05,4.686,0,0
1.2006e+05,4.692,0,0
1.2013e+05,4.698,0,0
1.202e+05,4.704,0,0
1.2027e+05,4.71,0,0
1.2033e+05,4.716,0,0
1.204e+05,4.722,0,0
1.2046e+05,4.728,0,0
1.2053e+05,4.734,0,0
1.2059e+05,4.74,0,0
1.2065e+05,4.746,0,0
1.2071e+05,4.752,0,0
1.2077e+05,4.758,0,0
1.2083e+05,4.764,0,0
1.2089e+05,4.77,0,0
1.2095e+05,4.776,0,0
1.2101e+05,4.782,0,0
1.2106e+05,4.788,0,0
1.2112e+05,4.794,0,0
1.2116e+05,4.8,0,0
1.2121e+05,4.806,0,0
1.2125e+05,4.812,0,0
1.213e+05,4.818,0,0
1.2133e+05,4.824,0,0
1.2136e+05,4.83,0,0
1.2138e+05,4.836,0,0
1.2141e+05,4.842,0,0
1.2143e+05,4.848,0,0
1.2144e+05,4.854,0,0
1.2143e+05,4.86,0,0
1.2143e+05,4.866,0,0
1.2142e+05,4.872,0,0
1.2142e+05,4.878,0,0
1.2139e+05,4.884,0,0
1.2136e+05,4.89,0,0
1.2133e+05,4.896,0,0
1.213e+05,4.902,0,0
1.2127e+05,4.908,0,0
1.2122e+05,4.914,0,0
1.2117e+05,4.92,0,0
1.2111e+05,4.926,0,0
1.2106e+05,4.932,0,0
1.21e+05,4.938,0,0
1.2094e+05,4.944,0,0
1.2087e+05,4.95,0,0
1.208e+05,4.956,0,0
1.2073e+05,4.962,0,0
1.2066e+05,4.968,0,0
1.206e+05,4.974,0,0
1.2055e+05,4.98,0,0
1.205e+05,4.986,0,0
1.2045e+05,4.992,0,0
1.204e+05,4.998,0,0
1.2039e+05,5.004,0,0
1.2039e+05,5.01,0,0
1.2039e+05,5.016,0,0
1.204e+05,5.022,0,0
1.204e+05,5.028,0,0
1.2042e+05,5.034,0,0
1.2044e+05,5.04,0,0
1.2046e+05,5.046,0,0
1.2048e+05,5.052,0,0
1.205e+05,5.058,0,0
1.2061e+05,5.064,0,0
1.2076e+05,5.07,0,0
1.2091e+05,5.076,0,0
1.2106e+05,5.082,0,0
1.2121e+05,5.088,0,0
1.2145e+05,5.094,0,0
1.2172e+05,5.1,0,0
1.22e+05,5.106,0,0
1.2227e+05,5.112,0,0
1.2254e+05,5.118,0,0
1.2239e+05,5.124,0,0
1.2206e+05,5.13,0,0
1.2173e+05,5.136,0,0
1.214e+05,5.142,0,0
1.2108e+05,5.148,0,0
1.1994e+05,5.154,0,0
1.1849e+05,5.16,0,0
1.1703e+05,5.166,0,0
1.1558e+05,5.172,0,0
1.1412e+05,5.178,0,0
1.1274e+05,5.184,0,0
1.1139e+05,5.19,0,0
1.1004e+05,5.196,0,0
1.0869e+05,5.202,0,0
1.0734e+05,5.208,0,0
1.0651e+05,5.214,0,0
1.0585e+05,5.22,0,0
1.0519e+05,5.226,0,0
1.0453e+05,5.232,0,0
1.0388e+05,5.238,0,0
1.0352e+05,5.244,0,0
1.0326e+05,5.25,0,0
1.03e+05,5.256,0,0
1.0275e+05,5.262,0,0
1.0249e+05,5.268,0,0
1.0233e+05,5.274,0,0
1.0221e+05,5.28,0,0
1.0209e+05,5.286,0,0
1.0196e+05,5.292,0,0
1.0184e+05,5.298,0,0
1.0174e+05,5.304,0,0
1.0165e+05,5.31,0,0
1.0156e+05,5.316,0,0
1.0147e+05,5.322,0,0
1.0138e+05,5.328,0,0
1.0127e+05,5.334,0,0
1.0115e+05,5.34,0,0
1.0103e+05,5.346,0,0
1.0091e+05,5.352,0,0
1.0079e+05,5.358,0,0
1.0064e+05,5.364,0,0
1.0048e+05,5.37,0,0
1.0031e+05,5.376,0,0
1.0015e+05,5.382,0,0
99988,5.388,0,0
99810,5.394,0,0
99628,5.4,0,0
99446,5.406,0,0
99263,5.412,0,0
99081,5.418,0,0
98862,5.424,0,0
98634,5.43,0,0
98406,5.436,0,0
98178,5.442,0,0
97950,5.448,0,0
97719,5.454,0,0
97488,5.46,0,0
97257,5.466,0,0
97026,5.472,0,0
96794,5.478,0,0
96591,5.484,0,0
96394,5.49,0,0
96197,5.496,0,0
95999,5.502,0,0
95802,5.508,0,0
95660,5.514,0,0
95528,5.52,0,0
95397,5.526,0,0
95265,5.532,0,0
95133,5.538,0,0
95066,5.544,0,0
95010,5.55,0,0
94954,5.556,0,0
94898,5.562,0,0
94842,5.568,0,0
94844,5.574,0,0
94856,5.58,0,0
94867,5.586,0,0
94879,5.592,0,0
94891,5.598,0,0
94968,5.604,0,0
95057,5.61,0,0
95145,5.616,0,0
95233,5.622,0,0
95321,5.628,0,0
95432,5.634,0,0
95546,5.64,0,0
95660,5.646,0,0
95774,5.652,0,0
95888,5.658,0,0
96015,5.664,0,0
96144,5.67,0,0
96272,5.676,0,0
96401,5.682,0,0
96529,5.688,0,0
96666,5.694,0,0
96803,5.7,0,0
96940,5.706,0,0
97077,5.712,0,0
97215,5.718,0,0
97352,5.724,0,0
97489,5.73,0,0
97626,5.736,0,0
97763,5.742,0,0
97900,5.748,0,0
98039,5.754,0,0
98178,5.76,0,0
98316,5.766,0,0
98455,5.772,0,0
98594,5.778,0,0
98729,5.784,0,0
98863,5.79,0,0
98997,5.796,0,0
99131,5.802,0,0
99265,5.808,0,0
99391,5.814,0,0
99516,5.82,0,0
99640,5.826,0,0
99765,5.832,0,0
99890,5.838,0,0
1.0001e+05,5.844,0,0
1.0012e+05,5.85,0,0
1.0024e+05,5.856,0,0
1.0035e+05,5.862,0,0
1.0047e+05,5.868,0,0
1.0058e+05,5.874,0,0
1.0069e+05,5.88,0,0
1.0081e+05,5.886,0,0
1.0092e+05,5.892,0,0
1.0103e+05,5.898,0,0
1.0114e+05,5.904,0,0
1.0125e+05,5.91,0,0
