"Mach","Pressure","Points:0","Points:1","Points:2"
0.38532,1.897e+05,2.88,0,0
0.39799,1.8918e+05,2.89,0,0
0.41065,1.8867e+05,2.9,0,0
0.42317,1.8808e+05,2.91,0,0
0.43569,1.875e+05,2.92,0,0
0.44809,1.8684e+05,2.93,0,0
0.4605,1.8619e+05,2.94,0,0
0.47284,1.8547e+05,2.95,0,0
0.48518,1.8475e+05,2.96,0,0
0.49752,1.8395e+05,2.97,0,0
0.50986,1.8315e+05,2.98,0,0
0.52225,1.8228e+05,2.99,0,0
0.53465,1.8141e+05,3,0,0
0.54716,1.8045e+05,3.01,0,0
0.55967,1.7949e+05,3.02,0,0
0.57236,1.7844e+05,3.03,0,0
0.58505,1.7739e+05,3.04,0,0
0.59798,1.7624e+05,3.05,0,0
0.6109,1.7509e+05,3.06,0,0
0.62409,1.7384e+05,3.07,0,0
0.63729,1.7259e+05,3.08,0,0
0.6508,1.7123e+05,3.09,0,0
0.66431,1.6988e+05,3.1,0,0
0.67815,1.6841e+05,3.11,0,0
0.69198,1.6695e+05,3.12,0,0
0.70615,1.6538e+05,3.13,0,0
0.72031,1.6381e+05,3.14,0,0
0.7348,1.6215e+05,3.15,0,0
0.74928,1.6048e+05,3.16,0,0
0.76407,1.5872e+05,3.17,0,0
0.77885,1.5696e+05,3.18,0,0
0.79397,1.5512e+05,3.19,0,0
0.80909,1.5327e+05,3.2,0,0
0.82447,1.5136e+05,3.21,0,0
0.83985,1.4945e+05,3.22,0,0
0.85521,1.4753e+05,3.23,0,0
0.87057,1.4561e+05,3.24,0,0
0.88609,1.4364e+05,3.25,0,0
0.9016,1.4168e+05,3.26,0,0
0.91729,1.3967e+05,3.27,0,0
0.93297,1.3767e+05,3.28,0,0
0.94876,1.3564e+05,3.29,0,0
0.96455,1.3361e+05,3.3,0,0
0.98039,1.3157e+05,3.31,0,0
0.99623,1.2953e+05,3.32,0,0
1.0121,1.2749e+05,3.33,0,0
1.0279,1.2545e+05,3.34,0,0
1.0437,1.2343e+05,3.35,0,0
1.0596,1.214e+05,3.36,0,0
1.0753,1.194e+05,3.37,0,0
1.0911,1.174e+05,3.38,0,0
1.1068,1.1543e+05,3.39,0,0
1.1225,1.1345e+05,3.4,0,0
1.1381,1.1152e+05,3.41,0,0
1.1538,1.0958e+05,3.42,0,0
1.1693,1.0768e+05,3.43,0,0
1.1848,1.0578e+05,3.44,0,0
1.2003,1.0392e+05,3.45,0,0
1.2158,1.0205e+05,3.46,0,0
1.2313,1.0023e+05,3.47,0,0
1.2468,98404,3.48,0,0
1.2619,96657,3.49,0,0
1.2771,94910,3.5,0,0
1.2919,93242,3.51,0,0
1.3066,91575,3.52,0,0
1.3211,89980,3.53,0,0
1.3356,88385,3.54,0,0
1.3498,86851,3.55,0,0
1.364,85318,3.56,0,0
1.378,83841,3.57,0,0
1.392,82364,3.58,0,0
1.4059,80942,3.59,0,0
1.4197,79519,3.6,0,0
1.4333,78151,3.61,0,0
1.4469,76783,3.62,0,0
1.4603,75469,3.63,0,0
1.4737,74156,3.64,0,0
1.4869,72898,3.65,0,0
1.5,71640,3.66,0,0
1.5129,70438,3.67,0,0
1.5258,69236,3.68,0,0
1.5384,68089,3.69,0,0
1.5511,66942,3.7,0,0
1.5634,65849,3.71,0,0
1.5758,64757,3.72,0,0
1.5878,63716,3.73,0,0
1.5999,62676,3.74,0,0
1.6117,61686,3.75,0,0
1.6235,60697,3.76,0,0
1.635,59755,3.77,0,0
1.6465,58813,3.78,0,0
1.6577,57916,3.79,0,0
1.669,57020,3.8,0,0
1.68,56167,3.81,0,0
1.691,55314,3.82,0,0
1.7017,54502,3.83,0,0
1.7124,53690,3.84,0,0
1.7229,52917,3.85,0,0
1.7334,52144,3.86,0,0
1.7436,51407,3.87,0,0
1.7539,50671,3.88,0,0
1.7639,49971,3.89,0,0
1.7739,49270,3.9,0,0
1.7836,48605,3.91,0,0
1.7933,47939,3.92,0,0
1.8028,47309,3.93,0,0
1.8122,46679,3.94,0,0
1.8214,46082,3.95,0,0
1.8306,45486,3.96,0,0
1.8394,44921,3.97,0,0
1.8483,44357,3.98,0,0
1.8569,43824,3.99,0,0
1.8655,43291,4,0,0
1.8738,42789,4.01,0,0
1.8821,42286,4.02,0,0
1.8901,41813,4.03,0,0
1.8981,41339,4.04,0,0
1.9058,40894,4.05,0,0
1.9134,40449,4.06,0,0
1.9208,40033,4.07,0,0
1.9281,39617,4.08,0,0
1.9351,39229,4.09,0,0
1.9421,38841,4.1,0,0
1.9488,38482,4.11,0,0
1.9554,38122,4.12,0,0
1.9617,37790,4.13,0,0
1.9679,37458,4.14,0,0
1.9738,37153,4.15,0,0
1.9796,36849,4.16,0,0
1.985,36573,4.17,0,0
1.9905,36297,4.18,0,0
1.9954,36049,4.19,0,0
2.0004,35802,4.2,0,0
2.0049,35584,4.21,0,0
2.0094,35366,4.22,0,0
2.0133,35179,4.23,0,0
2.0173,34991,4.24,0,0
2.0207,34835,4.25,0,0
2.0241,34680,4.26,0,0
2.0269,34557,4.27,0,0
2.0297,34435,4.28,0,0
2.0318,34348,4.29,0,0
2.0339,34261,4.3,0,0
2.0353,34212,4.31,0,0
2.0367,34163,4.32,0,0
2.0374,34156,4.33,0,0
2.038,34149,4.34,0,0
2.0377,34187,4.35,0,0
2.0375,34225,4.36,0,0
2.0363,34314,4.37,0,0
2.0351,34403,4.38,0,0
2.0328,34549,4.39,0,0
2.0305,34694,4.4,0,0
2.0271,34905,4.41,0,0
2.0237,35115,4.42,0,0
2.0189,35399,4.43,0,0
2.0141,35683,4.44,0,0
2.0079,36053,4.45,0,0
2.0017,36423,4.46,0,0
1.9938,36893,4.47,0,0
1.986,37363,4.48,0,0
1.9763,37951,4.49,0,0
1.9666,38538,4.5,0,0
1.955,39264,4.51,0,0
1.9433,39989,4.52,0,0
1.9294,40880,4.53,0,0
1.9155,41771,4.54,0,0
1.8993,42854,4.55,0,0
1.883,43936,4.56,0,0
1.8643,45239,4.57,0,0
1.8457,46542,4.58,0,0
1.8245,48100,4.59,0,0
1.8034,49659,4.6,0,0
1.7799,51494,4.61,0,0
1.7565,53330,4.62,0,0
1.7311,55455,4.63,0,0
1.7057,57581,4.64,0,0
1.6788,59999,4.65,0,0
1.6519,62418,4.66,0,0
1.624,65122,4.67,0,0
1.5961,67825,4.68,0,0
1.5678,70787,4.69,0,0
1.5394,73750,4.7,0,0
1.5112,76924,4.71,0,0
1.483,80098,4.72,0,0
1.4556,83416,4.73,0,0
1.4282,86734,4.74,0,0
1.4021,90114,4.75,0,0
1.376,93495,4.76,0,0
1.3517,96853,4.77,0,0
1.3274,1.0021e+05,4.78,0,0
1.3051,1.0347e+05,4.79,0,0
1.2828,1.0673e+05,4.8,0,0
1.2627,1.0985e+05,4.81,0,0
1.2425,1.1296e+05,4.82,0,0
1.2244,1.1589e+05,4.83,0,0
1.2063,1.1881e+05,4.84,0,0
1.1908,1.2143e+05,4.85,0,0
1.1752,1.2406e+05,4.86,0,0
1.1619,1.264e+05,4.87,0,0
1.1486,1.2874e+05,4.88,0,0
1.1371,1.3084e+05,4.89,0,0
1.1256,1.3294e+05,4.9,0,0
1.1156,1.3484e+05,4.91,0,0
1.1056,1.3673e+05,4.92,0,0
1.0967,1.3846e+05,4.93,0,0
1.0878,1.4018e+05,4.94,0,0
1.0799,1.4177e+05,4.95,0,0
1.072,1.4335e+05,4.96,0,0
1.0649,1.4481e+05,4.97,0,0
1.0578,1.4627e+05,4.98,0,0
1.0515,1.4761e+05,4.99,0,0
1.0452,1.4895e+05,5,0,0
1.0396,1.5018e+05,5.01,0,0
1.034,1.514e+05,5.02,0,0
1.0291,1.5252e+05,5.03,0,0
1.0241,1.5364e+05,5.04,0,0
1.0198,1.5465e+05,5.05,0,0
1.0155,1.5566e+05,5.06,0,0
1.0118,1.5656e+05,5.07,0,0
1.0081,1.5747e+05,5.08,0,0
1.005,1.5828e+05,5.09,0,0
1.0019,1.5909e+05,5.1,0,0
0.99923,1.598e+05,5.11,0,0
0.99661,1.6052e+05,5.12,0,0
0.99446,1.6115e+05,5.13,0,0
0.99231,1.6177e+05,5.14,0,0
0.99058,1.6232e+05,5.15,0,0
0.98885,1.6287e+05,5.16,0,0
0.98752,1.6335e+05,5.17,0,0
0.98618,1.6383e+05,5.18,0,0
0.9852,1.6423e+05,5.19,0,0
0.98421,1.6464e+05,5.2,0,0
0.98356,1.6499e+05,5.21,0,0
0.98292,1.6533e+05,5.22,0,0
0.98259,1.6561e+05,5.23,0,0
0.98226,1.6589e+05,5.24,0,0
0.98224,1.6611e+05,5.25,0,0
0.98223,1.6633e+05,5.26,0,0
0.98252,1.6649e+05,5.27,0,0
0.98282,1.6665e+05,5.28,0,0
0.98343,1.6675e+05,5.29,0,0
0.98404,1.6684e+05,5.3,0,0
0.98497,1.6688e+05,5.31,0,0
0.98589,1.6691e+05,5.32,0,0
0.98714,1.6688e+05,5.33,0,0
0.98838,1.6685e+05,5.34,0,0
0.98994,1.6675e+05,5.35,0,0
0.99149,1.6666e+05,5.36,0,0
0.99336,1.665e+05,5.37,0,0
0.99522,1.6635e+05,5.38,0,0
0.99737,1.6613e+05,5.39,0,0
0.99952,1.6592e+05,5.4,0,0
1.0019,1.6564e+05,5.41,0,0
1.0044,1.6537e+05,5.42,0,0
1.007,1.6505e+05,5.43,0,0
1.0097,1.6472e+05,5.44,0,0
1.0126,1.6436e+05,5.45,0,0
1.0155,1.6399e+05,5.46,0,0
1.0186,1.6358e+05,5.47,0,0
1.0217,1.6317e+05,5.48,0,0
1.0249,1.6272e+05,5.49,0,0
1.0282,1.6228e+05,5.5,0,0
1.0315,1.6181e+05,5.51,0,0
1.0349,1.6133e+05,5.52,0,0
1.0384,1.6084e+05,5.53,0,0
1.0419,1.6035e+05,5.54,0,0
1.0454,1.5983e+05,5.55,0,0
1.049,1.5932e+05,5.56,0,0
1.0526,1.588e+05,5.57,0,0
1.0562,1.5827e+05,5.58,0,0
1.0599,1.5774e+05,5.59,0,0
1.0636,1.5721e+05,5.6,0,0
1.0673,1.5666e+05,5.61,0,0
1.071,1.5612e+05,5.62,0,0
1.0747,1.5556e+05,5.63,0,0
1.0785,1.5501e+05,5.64,0,0
1.0824,1.5443e+05,5.65,0,0
1.0863,1.5386e+05,5.66,0,0
1.0903,1.5325e+05,5.67,0,0
1.0943,1.5265e+05,5.68,0,0
1.0985,1.52e+05,5.69,0,0
1.1028,1.5136e+05,5.7,0,0
1.1073,1.5066e+05,5.71,0,0
1.1119,1.4997e+05,5.72,0,0
1.1168,1.492e+05,5.73,0,0
1.1217,1.4844e+05,5.74,0,0
1.127,1.476e+05,5.75,0,0
1.1323,1.4676e+05,5.76,0,0
1.1382,1.4583e+05,5.77,0,0
1.144,1.449e+05,5.78,0,0
1.1504,1.4387e+05,5.79,0,0
1.1568,1.4285e+05,5.8,0,0
1.1637,1.4173e+05,5.81,0,0
1.1706,1.4061e+05,5.82,0,0
1.1781,1.394e+05,5.83,0,0
1.1856,1.3819e+05,5.84,0,0
1.1936,1.3689e+05,5.85,0,0
1.2016,1.3559e+05,5.86,0,0
1.2102,1.3421e+05,5.87,0,0
1.2188,1.3283e+05,5.88,0,0
1.2279,1.3137e+05,5.89,0,0
1.237,1.2991e+05,5.9,0,0
1.2466,1.284e+05,5.91,0,0
1.2562,1.2689e+05,5.92,0,0
1.2661,1.2533e+05,5.93,0,0
1.276,1.2378e+05,5.94,0,0
1.2862,1.222e+05,5.95,0,0
1.2964,1.2063e+05,5.96,0,0
1.3068,1.1905e+05,5.97,0,0
1.3172,1.1746e+05,5.98,0,0
1.3278,1.1588e+05,5.99,0,0
1.3384,1.1429e+05,6,0,0
1.3491,1.1271e+05,6.01,0,0
1.3599,1.1113e+05,6.02,0,0
1.3708,1.0955e+05,6.03,0,0
1.3817,1.0798e+05,6.04,0,0
1.3927,1.0642e+05,6.05,0,0
1.4037,1.0487e+05,6.06,0,0
1.4148,1.0333e+05,6.07,0,0
1.4259,1.018e+05,6.08,0,0
1.437,1.0029e+05,6.09,0,0
1.4481,98779,6.1,0,0
1.4592,97302,6.11,0,0
1.4704,95824,6.12,0,0
1.4815,94381,6.13,0,0
1.4926,92938,6.14,0,0
1.5037,91532,6.15,0,0
1.5148,90127,6.16,0,0
1.5258,88762,6.17,0,0
1.5368,87396,6.18,0,0
1.5478,86074,6.19,0,0
1.5587,84751,6.2,0,0
1.5696,83473,6.21,0,0
1.5804,82195,6.22,0,0
1.5911,80964,6.23,0,0
1.6018,79732,6.24,0,0
1.6124,78548,6.25,0,0
1.623,77363,6.26,0,0
1.6333,76227,6.27,0,0
1.6437,75091,6.28,0,0
1.6539,74004,6.29,0,0
1.6641,72917,6.3,0,0
1.6741,71879,6.31,0,0
1.6841,70841,6.32,0,0
1.6939,69851,6.33,0,0
1.7036,68862,6.34,0,0
1.7131,67919,6.35,0,0
1.7227,66977,6.36,0,0
1.732,66081,6.37,0,0
1.7412,65186,6.38,0,0
1.7503,64334,6.39,0,0
1.7593,63482,6.4,0,0
1.7681,62672,6.41,0,0
1.7769,61863,6.42,0,0
1.7855,61095,6.43,0,0
1.794,60326,6.44,0,0
1.8023,59599,6.45,0,0
1.8106,58871,6.46,0,0
1.8186,58182,6.47,0,0
1.8267,57493,6.48,0,0
1.8344,56842,6.49,0,0
1.8422,56191,6.5,0,0
1.8497,55576,6.51,0,0
1.8572,54960,6.52,0,0
1.8644,54380,6.53,0,0
1.8716,53800,6.54,0,0
1.8785,53254,6.55,0,0
1.8854,52709,6.56,0,0
1.892,52197,6.57,0,0
1.8987,51685,6.58,0,0
1.905,51206,6.59,0,0
1.9113,50727,6.6,0,0
1.9173,50281,6.61,0,0
1.9233,49835,6.62,0,0
1.9289,49422,6.63,0,0
1.9346,49010,6.64,0,0
1.9399,48630,6.65,0,0
1.9452,48249,6.66,0,0
1.9501,47902,6.67,0,0
1.955,47554,6.68,0,0
1.9595,47239,6.69,0,0
1.9641,46924,6.7,0,0
1.9682,46643,6.71,0,0
1.9723,46361,6.72,0,0
1.976,46112,6.73,0,0
1.9797,45864,6.74,0,0
1.9829,45650,6.75,0,0
1.9862,45437,6.76,0,0
1.9889,45258,6.77,0,0
1.9917,45080,6.78,0,0
1.9939,44939,6.79,0,0
1.9961,44798,6.8,0,0
1.9978,44695,6.81,0,0
1.9995,44592,6.82,0,0
2.0006,44529,6.83,0,0
2.0017,44467,6.84,0,0
2.0021,44447,6.85,0,0
2.0026,44427,6.86,0,0
2.0024,44452,6.87,0,0
2.0022,44477,6.88,0,0
2.0013,44552,6.89,0,0
2.0004,44626,6.9,0,0
1.9988,44753,6.91,0,0
1.9971,44879,6.92,0,0
1.9946,45063,6.93,0,0
1.9921,45248,6.94,0,0
1.9888,45494,6.95,0,0
1.9854,45741,6.96,0,0
1.9811,46057,6.97,0,0
1.9768,46373,6.98,0,0
1.9715,46765,6.99,0,0
1.9662,47157,7,0,0
1.9598,47633,7.01,0,0
1.9535,48109,7.02,0,0
1.946,48679,7.03,0,0
1.9385,49250,7.04,0,0
1.9297,49926,7.05,0,0
1.921,50603,7.06,0,0
1.911,51397,7.07,0,0
1.901,52191,7.08,0,0
1.8897,53116,7.09,0,0
1.8783,54041,7.1,0,0
1.8657,55109,7.11,0,0
1.853,56177,7.12,0,0
1.839,57404,7.13,0,0
1.825,58630,7.14,0,0
1.8096,60030,7.15,0,0
1.7942,61429,7.16,0,0
1.7776,63010,7.17,0,0
1.761,64590,7.18,0,0
1.7433,66353,7.19,0,0
1.7256,68116,7.2,0,0
1.707,70061,7.21,0,0
1.6884,72007,7.22,0,0
1.6692,74126,7.23,0,0
1.65,76245,7.24,0,0
1.6304,78519,7.25,0,0
1.6108,80794,7.26,0,0
1.5912,83192,7.27,0,0
1.5716,85590,7.28,0,0
1.5524,88070,7.29,0,0
1.5331,90550,7.3,0,0
1.5146,93062,7.31,0,0
1.4961,95574,7.32,0,0
1.4785,98068,7.33,0,0
1.4609,1.0056e+05,7.34,0,0
1.4446,1.0299e+05,7.35,0,0
1.4282,1.0543e+05,7.36,0,0
1.4131,1.0776e+05,7.37,0,0
1.398,1.1009e+05,7.38,0,0
1.3842,1.123e+05,7.39,0,0
1.3704,1.1451e+05,7.4,0,0
1.358,1.1658e+05,7.41,0,0
1.3455,1.1865e+05,7.42,0,0
1.3344,1.2056e+05,7.43,0,0
1.3232,1.2247e+05,7.44,0,0
1.3133,1.2423e+05,7.45,0,0
1.3033,1.2598e+05,7.46,0,0
1.2945,1.2758e+05,7.47,0,0
1.2856,1.2918e+05,7.48,0,0
1.2777,1.3064e+05,7.49,0,0
1.2698,1.3211e+05,7.5,0,0
1.2627,1.3345e+05,7.51,0,0
1.2557,1.3479e+05,7.52,0,0
1.2492,1.3603e+05,7.53,0,0
1.2428,1.3727e+05,7.54,0,0
1.2369,1.3843e+05,7.55,0,0
1.2309,1.3959e+05,7.56,0,0
1.2254,1.4069e+05,7.57,0,0
1.2198,1.4178e+05,7.58,0,0
1.2147,1.4283e+05,7.59,0,0
1.2095,1.4387e+05,7.6,0,0
1.2047,1.4486e+05,7.61,0,0
