"Mach","Pressure","Points:0","Points:1","Points:2"
1.151,1.5202e+05,7.59,0,0
1.15,1.5229e+05,7.6,0,0
1.1494,1.525e+05,7.61,0,0
1.1487,1.5271e+05,7.62,0,0
1.1485,1.5284e+05,7.63,0,0
1.1482,1.5298e+05,7.64,0,0
1.1483,1.5304e+05,7.65,0,0
1.1485,1.531e+05,7.66,0,0
1.1489,1.5309e+05,7.67,0,0
1.1494,1.5308e+05,7.68,0,0
1.1503,1.5299e+05,7.69,0,0
1.1512,1.529e+05,7.7,0,0
1.1524,1.5275e+05,7.71,0,0
1.1536,1.526e+05,7.72,0,0
1.1551,1.5238e+05,7.73,0,0
1.1566,1.5217e+05,7.74,0,0
1.1583,1.5191e+05,7.75,0,0
1.16,1.5164e+05,7.76,0,0
1.162,1.5134e+05,7.77,0,0
1.1639,1.5104e+05,7.78,0,0
1.166,1.5071e+05,7.79,0,0
1.1681,1.5037e+05,7.8,0,0
1.1702,1.5002e+05,7.81,0,0
1.1724,1.4967e+05,7.82,0,0
1.1746,1.4931e+05,7.83,0,0
1.1769,1.4895e+05,7.84,0,0
1.1791,1.4858e+05,7.85,0,0
1.1814,1.4821e+05,7.86,0,0
1.1837,1.4784e+05,7.87,0,0
1.186,1.4747e+05,7.88,0,0
1.1883,1.4709e+05,7.89,0,0
1.1906,1.4671e+05,7.9,0,0
1.193,1.4632e+05,7.91,0,0
1.1954,1.4593e+05,7.92,0,0
1.1979,1.4552e+05,7.93,0,0
1.2004,1.4511e+05,7.94,0,0
1.2031,1.4466e+05,7.95,0,0
1.2058,1.4422e+05,7.96,0,0
1.2087,1.4372e+05,7.97,0,0
1.2117,1.4323e+05,7.98,0,0
1.215,1.4268e+05,7.99,0,0
1.2182,1.4213e+05,8,0,0
1.2219,1.4151e+05,8.01,0,0
1.2256,1.4089e+05,8.02,0,0
1.2297,1.4018e+05,8.03,0,0
1.2339,1.3948e+05,8.04,0,0
1.2385,1.3869e+05,8.05,0,0
1.2431,1.379e+05,8.06,0,0
1.2482,1.3703e+05,8.07,0,0
1.2534,1.3615e+05,8.08,0,0
1.259,1.3519e+05,8.09,0,0
1.2646,1.3423e+05,8.1,0,0
1.2707,1.332e+05,8.11,0,0
1.2768,1.3216e+05,8.12,0,0
1.2833,1.3106e+05,8.13,0,0
1.2899,1.2995e+05,8.14,0,0
1.2968,1.2879e+05,8.15,0,0
1.3037,1.2763e+05,8.16,0,0
1.311,1.2641e+05,8.17,0,0
1.3183,1.252e+05,8.18,0,0
1.326,1.2395e+05,8.19,0,0
1.3336,1.227e+05,8.2,0,0
1.3415,1.2141e+05,8.21,0,0
1.3494,1.2013e+05,8.22,0,0
1.3576,1.1882e+05,8.23,0,0
1.3657,1.1752e+05,8.24,0,0
1.3741,1.162e+05,8.25,0,0
1.3825,1.1488e+05,8.26,0,0
1.391,1.1355e+05,8.27,0,0
1.3995,1.1223e+05,8.28,0,0
1.4082,1.1091e+05,8.29,0,0
1.4168,1.0959e+05,8.3,0,0
1.4256,1.0828e+05,8.31,0,0
1.4343,1.0696e+05,8.32,0,0
1.4431,1.0567e+05,8.33,0,0
1.4519,1.0437e+05,8.34,0,0
1.4608,1.031e+05,8.35,0,0
1.4696,1.0182e+05,8.36,0,0
1.4784,1.0057e+05,8.37,0,0
1.4872,99319,8.38,0,0
1.496,98098,8.39,0,0
1.5047,96877,8.4,0,0
1.5135,95688,8.41,0,0
1.5222,94499,8.42,0,0
1.5308,93343,8.43,0,0
1.5395,92188,8.44,0,0
1.548,91067,8.45,0,0
1.5565,89947,8.46,0,0
1.565,88862,8.47,0,0
1.5734,87778,8.48,0,0
1.5818,86730,8.49,0,0
1.5901,85682,8.5,0,0
1.5983,84671,8.51,0,0
1.6065,83660,8.52,0,0
1.6145,82687,8.53,0,0
1.6226,81713,8.54,0,0
1.6305,80777,8.55,0,0
1.6384,79840,8.56,0,0
1.6461,78942,8.57,0,0
1.6539,78043,8.58,0,0
1.6614,77183,8.59,0,0
1.669,76323,8.6,0,0
1.6764,75501,8.61,0,0
1.6837,74679,8.62,0,0
1.6909,73896,8.63,0,0
1.698,73113,8.64,0,0
1.705,72369,8.65,0,0
1.7119,71625,8.66,0,0
1.7186,70920,8.67,0,0
1.7252,70215,8.68,0,0
1.7317,69550,8.69,0,0
1.7381,68884,8.7,0,0
1.7443,68258,8.71,0,0
1.7504,67631,8.72,0,0
1.7563,67043,8.73,0,0
1.7622,66455,8.74,0,0
1.7678,65905,8.75,0,0
1.7733,65355,8.76,0,0
1.7786,64843,8.77,0,0
1.7839,64331,8.78,0,0
1.7889,63857,8.79,0,0
1.7938,63383,8.8,0,0
1.7985,62948,8.81,0,0
1.8031,62512,8.82,0,0
1.8074,62114,8.83,0,0
1.8117,61717,8.84,0,0
1.8156,61357,8.85,0,0
1.8196,60996,8.86,0,0
1.8231,60674,8.87,0,0
1.8267,60352,8.88,0,0
1.8299,60067,8.89,0,0
1.8331,59782,8.9,0,0
1.8359,59535,8.91,0,0
1.8387,59288,8.92,0,0
1.8411,59080,8.93,0,0
1.8435,58871,8.94,0,0
1.8455,58702,8.95,0,0
1.8475,58532,8.96,0,0
1.849,58403,8.97,0,0
1.8505,58273,8.98,0,0
1.8516,58183,8.99,0,0
1.8527,58094,9,0,0
1.8534,58046,9.01,0,0
1.854,57998,9.02,0,0
1.8542,57993,9.03,0,0
1.8543,57987,9.04,0,0
1.854,58025,9.05,0,0
1.8536,58063,9.06,0,0
1.8528,58146,9.07,0,0
1.852,58229,9.08,0,0
1.8506,58358,9.09,0,0
1.8493,58487,9.1,0,0
1.8474,58664,9.11,0,0
1.8455,58841,9.12,0,0
1.8431,59068,9.13,0,0
1.8407,59294,9.14,0,0
1.8377,59573,9.15,0,0
1.8347,59851,9.16,0,0
1.8312,60183,9.17,0,0
1.8277,60516,9.18,0,0
1.8236,60905,9.19,0,0
1.8195,61294,9.2,0,0
1.8148,61742,9.21,0,0
1.8101,62191,9.22,0,0
1.8049,62702,9.23,0,0
1.7996,63214,9.24,0,0
1.7937,63792,9.25,0,0
1.7878,64370,9.26,0,0
1.7814,65018,9.27,0,0
1.7749,65665,9.28,0,0
1.7678,66386,9.29,0,0
1.7607,67106,9.3,0,0
1.7531,67901,9.31,0,0
1.7454,68696,9.32,0,0
1.7372,69569,9.33,0,0
1.7289,70441,9.34,0,0
1.7202,71392,9.35,0,0
1.7114,72342,9.36,0,0
1.7021,73372,9.37,0,0
1.6929,74401,9.38,0,0
1.6832,75506,9.39,0,0
1.6735,76612,9.4,0,0
1.6635,77785,9.41,0,0
1.6534,78958,9.42,0,0
1.6432,80188,9.43,0,0
1.633,81418,9.44,0,0
1.6227,82696,9.45,0,0
1.6124,83974,9.46,0,0
1.602,85293,9.47,0,0
1.5917,86613,9.48,0,0
1.5813,87972,9.49,0,0
1.5709,89332,9.5,0,0
1.5605,90732,9.51,0,0
1.5501,92132,9.52,0,0
1.5396,93573,9.53,0,0
1.5292,95014,9.54,0,0
1.5187,96491,9.55,0,0
1.5083,97967,9.56,0,0
1.498,99475,9.57,0,0
1.4877,1.0098e+05,9.58,0,0
1.4781,1.0242e+05,9.59,0,0
1.4685,1.0386e+05,9.6,0,0
1.4597,1.0519e+05,9.61,0,0
1.451,1.0653e+05,9.62,0,0
1.4425,1.0779e+05,9.63,0,0
1.4341,1.0905e+05,9.64,0,0
1.4277,1.1015e+05,9.65,0,0
1.4213,1.1126e+05,9.66,0,0
1.4106,1.1296e+05,9.67,0,0
1.3999,1.1467e+05,9.68,0,0
1.3924,1.1592e+05,9.69,0,0
1.3849,1.1717e+05,9.7,0,0
1.3785,1.1826e+05,9.71,0,0
1.3721,1.1936e+05,9.72,0,0
1.3644,1.2072e+05,9.73,0,0
1.3567,1.2209e+05,9.74,0,0
1.3487,1.2353e+05,9.75,0,0
1.3406,1.2496e+05,9.76,0,0
1.3329,1.2635e+05,9.77,0,0
1.3252,1.2774e+05,9.78,0,0
1.3195,1.2877e+05,9.79,0,0
1.3139,1.2981e+05,9.8,0,0
1.3089,1.3072e+05,9.81,0,0
1.3038,1.3164e+05,9.82,0,0
1.2997,1.3243e+05,9.83,0,0
1.2956,1.3322e+05,9.84,0,0
1.2917,1.3397e+05,9.85,0,0
1.2878,1.3472e+05,9.86,0,0
1.2837,1.3549e+05,9.87,0,0
1.2797,1.3626e+05,9.88,0,0
1.2755,1.3706e+05,9.89,0,0
1.2713,1.3786e+05,9.9,0,0
1.2687,1.384e+05,9.91,0,0
1.2661,1.3893e+05,9.92,0,0
1.2638,1.3939e+05,9.93,0,0
1.2616,1.3985e+05,9.94,0,0
1.2592,1.4033e+05,9.95,0,0
1.2569,1.408e+05,9.96,0,0
1.2556,1.4105e+05,9.97,0,0
1.2544,1.413e+05,9.98,0,0
1.254,1.4142e+05,9.99,0,0
1.2536,1.4154e+05,10,0,0
