"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","PT","Pressure","Pressure_Coefficient","Temperature","c","u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.716,4.8327e+05,1.4947,798.91,-2.2398,0,3.0489e+05,1.1892e+05,1.7251e+16,233.33,311.48,465.56,1,4.608,4.608,0,0
1.7213,4.8461e+05,1.4918,800.24,-2.4214,0,3.0546e+05,1.1943e+05,2.3472e+16,233.62,311.67,464.93,1,4.614,4.614,0,0
1.7267,4.8598e+05,1.4888,801.62,-2.5987,0,3.0605e+05,1.1996e+05,2.9892e+16,233.91,311.86,464.29,1,4.62,4.62,0,0
1.7321,4.8736e+05,1.4858,803.01,-2.7759,0,3.0663e+05,1.2049e+05,3.6312e+16,234.2,312.06,463.64,1,4.626,4.626,0,0
1.7375,4.8874e+05,1.4828,804.39,-2.9531,0,3.0722e+05,1.2101e+05,4.2732e+16,234.49,312.25,462.99,1,4.632,4.632,0,0
1.7429,4.9012e+05,1.4798,805.77,-3.1304,0,3.0781e+05,1.2154e+05,4.9152e+16,234.79,312.45,462.34,1,4.638,4.638,0,0
1.7483,4.915e+05,1.4768,807.15,-3.3076,0,3.0839e+05,1.2207e+05,5.5572e+16,235.08,312.64,461.69,1,4.644,4.644,0,0
1.7537,4.9288e+05,1.4738,808.53,-3.4849,0,3.0898e+05,1.226e+05,6.1992e+16,235.37,312.84,461.04,1,4.65,4.65,0,0
1.7598,4.9443e+05,1.4704,810.06,-3.63,0,3.0964e+05,1.2319e+05,6.923e+16,235.7,313.06,460.32,1,4.656,4.656,0,0
1.7677,4.9643e+05,1.4662,811.99,-3.6885,0,3.1047e+05,1.2397e+05,7.8677e+16,236.12,313.33,459.38,1,4.662,4.662,0,0
1.7756,4.9843e+05,1.4619,813.92,-3.7469,0,3.1131e+05,1.2475e+05,8.8123e+16,236.53,313.61,458.45,1,4.668,4.668,0,0
1.7835,5.0043e+05,1.4576,815.85,-3.8054,0,3.1215e+05,1.2553e+05,9.757e+16,236.95,313.88,457.51,1,4.674,4.674,0,0
1.7914,5.0243e+05,1.4534,817.78,-3.8638,0,3.1298e+05,1.263e+05,1.0702e+17,237.37,314.16,456.58,1,4.68,4.68,0,0
1.7992,5.0444e+05,1.4491,819.71,-3.9223,0,3.1382e+05,1.2708e+05,1.1646e+17,237.78,314.44,455.64,1,4.686,4.686,0,0
1.8071,5.0644e+05,1.4449,821.64,-3.9808,0,3.1465e+05,1.2786e+05,1.2591e+17,238.2,314.71,454.71,1,4.692,4.692,0,0
1.815,5.0844e+05,1.4406,823.58,-4.0392,0,3.1549e+05,1.2863e+05,1.3536e+17,238.62,314.99,453.77,1,4.698,4.698,0,0
1.8242,5.1076e+05,1.4357,825.72,-4.0992,0,3.1644e+05,1.2955e+05,1.4647e+17,239.1,315.3,452.68,1,4.704,4.704,0,0
1.8343,5.1329e+05,1.4304,828.01,-4.1602,0,3.1746e+05,1.3056e+05,1.5875e+17,239.62,315.65,451.48,1,4.71,4.71,0,0
1.8444,5.1583e+05,1.425,830.3,-4.2212,0,3.1848e+05,1.3157e+05,1.7103e+17,240.14,315.99,450.27,1,4.716,4.716,0,0
1.8545,5.1837e+05,1.4197,832.59,-4.2823,0,3.195e+05,1.3258e+05,1.833e+17,240.67,316.33,449.07,1,4.722,4.722,0,0
1.8646,5.2091e+05,1.4143,834.88,-4.3433,0,3.2053e+05,1.3359e+05,1.9558e+17,241.19,316.68,447.86,1,4.728,4.728,0,0
1.8746,5.2344e+05,1.409,837.17,-4.4043,0,3.2155e+05,1.346e+05,2.0786e+17,241.71,317.02,446.66,1,4.734,4.734,0,0
1.8847,5.2598e+05,1.4036,839.46,-4.4653,0,3.2257e+05,1.3561e+05,2.2013e+17,242.23,317.36,445.45,1,4.74,4.74,0,0
1.8948,5.2852e+05,1.3983,841.76,-4.5263,0,3.2359e+05,1.3662e+05,2.3241e+17,242.76,317.71,444.25,1,4.746,4.746,0,0
1.9078,5.3176e+05,1.3917,844.49,-4.545,0,3.2486e+05,1.3793e+05,2.4842e+17,243.4,318.13,442.72,1,4.752,4.752,0,0
1.9211,5.3507e+05,1.385,847.28,-4.5595,0,3.2615e+05,1.3928e+05,2.6481e+17,244.06,318.55,441.16,1,4.758,4.758,0,0
1.9344,5.3839e+05,1.3783,850.06,-4.574,0,3.2744e+05,1.4063e+05,2.812e+17,244.71,318.98,439.6,1,4.764,4.764,0,0
1.9477,5.417e+05,1.3715,852.85,-4.5884,0,3.2874e+05,1.4198e+05,2.9759e+17,245.37,319.41,438.04,1,4.77,4.77,0,0
1.961,5.4502e+05,1.3648,855.63,-4.6029,0,3.3003e+05,1.4332e+05,3.1398e+17,246.03,319.84,436.47,1,4.776,4.776,0,0
1.9743,5.4833e+05,1.3581,858.41,-4.6174,0,3.3132e+05,1.4467e+05,3.3037e+17,246.68,320.26,434.91,1,4.782,4.782,0,0
1.9876,5.5164e+05,1.3514,861.2,-4.6319,0,3.3261e+05,1.4602e+05,3.4675e+17,247.34,320.69,433.35,1,4.788,4.788,0,0
2.0013,5.5506e+05,1.3445,864,-4.6125,0,3.3393e+05,1.4742e+05,3.6373e+17,248.01,321.12,431.75,1,4.794,4.794,0,0
2.0164,5.588e+05,1.3373,866.86,-4.4791,0,3.3534e+05,1.4897e+05,3.8267e+17,248.71,321.58,430.01,1,4.8,4.8,0,0
2.0316,5.6254e+05,1.33,869.72,-4.3457,0,3.3674e+05,1.5053e+05,4.0162e+17,249.42,322.03,428.27,1,4.806,4.806,0,0
2.0467,5.6628e+05,1.3227,872.58,-4.2123,0,3.3815e+05,1.5209e+05,4.2056e+17,250.13,322.49,426.53,1,4.812,4.812,0,0
2.0618,5.7003e+05,1.3155,875.44,-4.0789,0,3.3955e+05,1.5365e+05,4.395e+17,250.83,322.95,424.78,1,4.818,4.818,0,0
2.077,5.7377e+05,1.3082,878.3,-3.9455,0,3.4096e+05,1.5521e+05,4.5844e+17,251.54,323.4,423.04,1,4.824,4.824,0,0
2.0921,5.7751e+05,1.301,881.17,-3.8121,0,3.4236e+05,1.5677e+05,4.7739e+17,252.25,323.86,421.3,1,4.83,4.83,0,0
2.1072,5.8125e+05,1.2937,884.03,-3.6787,0,3.4377e+05,1.5832e+05,4.9633e+17,252.96,324.31,419.56,1,4.836,4.836,0,0
2.1215,5.8478e+05,1.2871,886.6,-3.4658,0,3.4507e+05,1.598e+05,5.1432e+17,253.6,324.73,417.95,1,4.842,4.842,0,0
2.1351,5.8812e+05,1.281,888.93,-3.1873,0,3.463e+05,1.6122e+05,5.3151e+17,254.2,325.11,416.44,1,4.848,4.848,0,0
2.1486,5.9147e+05,1.2749,891.27,-2.9088,0,3.4752e+05,1.6263e+05,5.4871e+17,254.8,325.49,414.94,1,4.854,4.854,0,0
2.1622,5.9481e+05,1.2688,893.6,-2.6303,0,3.4874e+05,1.6405e+05,5.6591e+17,255.4,325.88,413.43,1,4.86,4.86,0,0
2.1757,5.9816e+05,1.2627,895.94,-2.3519,0,3.4997e+05,1.6546e+05,5.831e+17,256,326.26,411.93,1,4.866,4.866,0,0
2.1893,6.015e+05,1.2566,898.27,-2.0734,0,3.5119e+05,1.6687e+05,6.003e+17,256.6,326.64,410.42,1,4.872,4.872,0,0
2.2028,6.0484e+05,1.2505,900.61,-1.795,0,3.5241e+05,1.6829e+05,6.1749e+17,257.2,327.02,408.91,1,4.878,4.878,0,0
2.2164,6.0819e+05,1.2444,902.94,-1.5165,0,3.5363e+05,1.697e+05,6.3469e+17,257.8,327.41,407.41,1,4.884,4.884,0,0
2.2259,6.1057e+05,1.2404,904.58,-1.3537,0,3.5451e+05,1.707e+05,6.4684e+17,258.2,327.66,406.41,1,4.89,4.89,0,0
2.2349,6.128e+05,1.2367,906.12,-1.2086,0,3.5534e+05,1.7164e+05,6.5822e+17,258.57,327.89,405.48,1,4.896,4.896,0,0
2.2438,6.1503e+05,1.233,907.65,-1.0635,0,3.5617e+05,1.7257e+05,6.696e+17,258.94,328.12,404.56,1,4.902,4.902,0,0
2.2528,6.1726e+05,1.2293,909.19,-0.91839,0,3.5699e+05,1.7351e+05,6.8099e+17,259.31,328.36,403.64,1,4.908,4.908,0,0
2.2618,6.1949e+05,1.2256,910.72,-0.77327,0,3.5782e+05,1.7445e+05,6.9237e+17,259.67,328.59,402.71,1,4.914,4.914,0,0
2.2707,6.2172e+05,1.2219,912.26,-0.62815,0,3.5864e+05,1.7538e+05,7.0375e+17,260.04,328.82,401.79,1,4.92,4.92,0,0
2.2797,6.2395e+05,1.2182,913.8,-0.48304,0,3.5947e+05,1.7632e+05,7.1513e+17,260.41,329.06,400.87,1,4.926,4.926,0,0
2.2881,6.2604e+05,1.2148,915.22,-0.37216,0,3.6024e+05,1.772e+05,7.2582e+17,260.76,329.28,400,1,4.932,4.932,0,0
2.294,6.2751e+05,1.2123,916.14,-0.40977,0,3.6077e+05,1.7783e+05,7.3347e+17,261,329.43,399.38,1,4.938,4.938,0,0
2.2999,6.2898e+05,1.2099,917.06,-0.44738,0,3.6129e+05,1.7846e+05,7.4112e+17,261.24,329.58,398.75,1,4.944,4.944,0,0
2.3059,6.3045e+05,1.2074,917.99,-0.48499,0,3.6182e+05,1.7909e+05,7.4877e+17,261.49,329.74,398.13,1,4.95,4.95,0,0
2.3118,6.3192e+05,1.205,918.91,-0.5226,0,3.6235e+05,1.7972e+05,7.5642e+17,261.73,329.89,397.5,1,4.956,4.956,0,0
2.3178,6.3339e+05,1.2025,919.83,-0.56022,0,3.6287e+05,1.8034e+05,7.6407e+17,261.98,330.04,396.88,1,4.962,4.962,0,0
2.3237,6.3486e+05,1.2001,920.76,-0.59783,0,3.634e+05,1.8097e+05,7.7172e+17,262.22,330.2,396.26,1,4.968,4.968,0,0
2.3297,6.3633e+05,1.1976,921.68,-0.63544,0,3.6393e+05,1.816e+05,7.7937e+17,262.46,330.35,395.63,1,4.974,4.974,0,0
2.3354,6.3774e+05,1.1953,922.54,-0.66452,0,3.6443e+05,1.8221e+05,7.8672e+17,262.69,330.5,395.04,1,4.98,4.98,0,0
2.3409,6.3909e+05,1.1931,923.35,-0.6853,0,3.649e+05,1.8279e+05,7.9379e+17,262.91,330.63,394.46,1,4.986,4.986,0,0
2.3463,6.4043e+05,1.1908,924.16,-0.70608,0,3.6538e+05,1.8337e+05,8.0086e+17,263.13,330.77,393.89,1,4.992,4.992,0,0
2.3518,6.4178e+05,1.1886,924.97,-0.72686,0,3.6585e+05,1.8395e+05,8.0793e+17,263.35,330.91,393.32,1,4.998,4.998,0,0
2.3573,6.4313e+05,1.1864,925.78,-0.74765,0,3.6633e+05,1.8453e+05,8.15e+17,263.57,331.04,392.75,1,5.004,5.004,0,0
2.3628,6.4448e+05,1.1842,926.59,-0.76843,0,3.6681e+05,1.8512e+05,8.2207e+17,263.78,331.18,392.18,1,5.01,5.01,0,0
2.3683,6.4583e+05,1.182,927.4,-0.78921,0,3.6728e+05,1.857e+05,8.2914e+17,264,331.32,391.6,1,5.016,5.016,0,0
2.3738,6.4717e+05,1.1797,928.21,-0.80999,0,3.6776e+05,1.8628e+05,8.362e+17,264.22,331.46,391.03,1,5.022,5.022,0,0
2.3783,6.4829e+05,1.178,928.88,-0.79253,0,3.6815e+05,1.8676e+05,8.4203e+17,264.39,331.56,390.57,1,5.028,5.028,0,0
2.3826,6.4936e+05,1.1763,929.52,-0.76703,0,3.6853e+05,1.8722e+05,8.476e+17,264.56,331.67,390.13,1,5.034,5.034,0,0
2.387,6.5042e+05,1.1746,930.16,-0.74154,0,3.6891e+05,1.8767e+05,8.5317e+17,264.72,331.77,389.7,1,5.04,5.04,0,0
2.3913,6.5149e+05,1.1729,930.81,-0.71605,0,3.6929e+05,1.8813e+05,8.5874e+17,264.89,331.87,389.26,1,5.046,5.046,0,0
2.3956,6.5256e+05,1.1712,931.45,-0.69055,0,3.6967e+05,1.8859e+05,8.6431e+17,265.05,331.98,388.82,1,5.052,5.052,0,0
2.4,6.5362e+05,1.1696,932.09,-0.66506,0,3.7005e+05,1.8905e+05,8.6987e+17,265.22,332.08,388.39,1,5.058,5.058,0,0
2.4043,6.5469e+05,1.1679,932.73,-0.63957,0,3.7043e+05,1.8951e+05,8.7544e+17,265.38,332.18,387.95,1,5.064,5.064,0,0
2.4084,6.557e+05,1.1663,933.36,-0.61421,0,3.708e+05,1.8994e+05,8.807e+17,265.54,332.28,387.54,1,5.07,5.07,0,0
2.4112,6.5641e+05,1.1655,933.91,-0.58966,0,3.7108e+05,1.9022e+05,8.8413e+17,265.62,332.33,387.32,1,5.076,5.076,0,0
2.414,6.5712e+05,1.1646,934.46,-0.56512,0,3.7137e+05,1.905e+05,8.8756e+17,265.71,332.39,387.1,1,5.082,5.082,0,0
2.4168,6.5783e+05,1.1638,935.01,-0.54057,0,3.7165e+05,1.9078e+05,8.9099e+17,265.79,332.44,386.88,1,5.088,5.088,0,0
2.4196,6.5853e+05,1.1629,935.56,-0.51602,0,3.7194e+05,1.9107e+05,8.9442e+17,265.87,332.49,386.66,1,5.094,5.094,0,0
2.4224,6.5924e+05,1.1621,936.11,-0.49147,0,3.7222e+05,1.9135e+05,8.9785e+17,265.96,332.54,386.43,1,5.1,5.1,0,0
2.4253,6.5995e+05,1.1612,936.66,-0.46692,0,3.725e+05,1.9163e+05,9.0128e+17,266.04,332.6,386.21,1,5.106,5.106,0,0
2.4281,6.6066e+05,1.1604,937.21,-0.44238,0,3.7279e+05,1.9191e+05,9.0471e+17,266.13,332.65,385.99,1,5.112,5.112,0,0
2.4303,6.6121e+05,1.1597,937.62,-0.43077,0,3.7301e+05,1.9214e+05,9.0744e+17,266.19,332.69,385.81,1,5.118,5.118,0,0
2.4318,6.6159e+05,1.1591,937.86,-0.43404,0,3.7315e+05,1.923e+05,9.0936e+17,266.25,332.72,385.67,1,5.124,5.124,0,0
2.4333,6.6196e+05,1.1586,938.11,-0.43731,0,3.7328e+05,1.9245e+05,9.1129e+17,266.3,332.76,385.52,1,5.13,5.13,0,0
2.4349,6.6234e+05,1.158,938.35,-0.44057,0,3.7342e+05,1.9261e+05,9.1321e+17,266.35,332.79,385.38,1,5.136,5.136,0,0
2.4364,6.6272e+05,1.1575,938.6,-0.44384,0,3.7356e+05,1.9277e+05,9.1513e+17,266.4,332.82,385.24,1,5.142,5.142,0,0
2.4379,6.6309e+05,1.157,938.84,-0.4471,0,3.737e+05,1.9293e+05,9.1706e+17,266.45,332.85,385.1,1,5.148,5.148,0,0
2.4395,6.6347e+05,1.1564,939.09,-0.45037,0,3.7384e+05,1.9309e+05,9.1898e+17,266.5,332.88,384.96,1,5.154,5.154,0,0
2.441,6.6385e+05,1.1559,939.33,-0.45363,0,3.7398e+05,1.9324e+05,9.209e+17,266.55,332.92,384.82,1,5.16,5.16,0,0
2.4418,6.6408e+05,1.1559,939.63,-0.4338,0,3.7411e+05,1.9332e+05,9.2179e+17,266.56,332.92,384.81,1,5.166,5.166,0,0
2.4424,6.6428e+05,1.1559,939.95,-0.40765,0,3.7423e+05,1.9337e+05,9.224e+17,266.56,332.92,384.84,1,5.172,5.172,0,0
2.4431,6.6448e+05,1.156,940.26,-0.3815,0,3.7436e+05,1.9342e+05,9.23e+17,266.56,332.92,384.87,1,5.178,5.178,0,0
2.4437,6.6468e+05,1.1561,940.57,-0.35534,0,3.7448e+05,1.9347e+05,9.2361e+17,266.56,332.92,384.9,1,5.184,5.184,0,0
2.4443,6.6488e+05,1.1562,940.89,-0.32919,0,3.746e+05,1.9352e+05,9.2421e+17,266.56,332.92,384.93,1,5.19,5.19,0,0
2.445,6.6508e+05,1.1563,941.2,-0.30303,0,3.7473e+05,1.9357e+05,9.2482e+17,266.56,332.92,384.96,1,5.196,5.196,0,0
2.4456,6.6527e+05,1.1564,941.52,-0.27688,0,3.7485e+05,1.9362e+05,9.2542e+17,266.56,332.92,384.98,1,5.202,5.202,0,0
2.4461,6.6544e+05,1.1565,941.82,-0.25492,0,3.7497e+05,1.9365e+05,9.2587e+17,266.56,332.92,385.03,1,5.208,5.208,0,0
2.4457,6.6537e+05,1.1571,942.03,-0.2689,0,3.7501e+05,1.9358e+05,9.2498e+17,266.5,332.88,385.18,1,5.214,5.214,0,0
2.4453,6.653e+05,1.1577,942.25,-0.28289,0,3.7504e+05,1.9351e+05,9.2409e+17,266.44,332.85,385.33,1,5.22,5.22,0,0
2.4449,6.6523e+05,1.1583,942.46,-0.29687,0,3.7508e+05,1.9343e+05,9.232e+17,266.39,332.81,385.48,1,5.226,5.226,0,0
2.4445,6.6516e+05,1.1588,942.68,-0.31085,0,3.7512e+05,1.9336e+05,9.2231e+17,266.33,332.78,385.63,1,5.232,5.232,0,0
2.4441,6.6509e+05,1.1594,942.89,-0.32484,0,3.7516e+05,1.9329e+05,9.2142e+17,266.27,332.74,385.79,1,5.238,5.238,0,0
2.4437,6.6502e+05,1.16,943.11,-0.33882,0,3.752e+05,1.9321e+05,9.2053e+17,266.22,332.71,385.94,1,5.244,5.244,0,0
2.4433,6.6495e+05,1.1606,943.32,-0.35281,0,3.7524e+05,1.9314e+05,9.1964e+17,266.16,332.67,386.09,1,5.25,5.25,0,0
2.4422,6.6471e+05,1.1614,943.43,-0.36398,0,3.7522e+05,1.9299e+05,9.1785e+17,266.08,332.62,386.31,1,5.256,5.256,0,0
2.4401,6.6423e+05,1.1626,943.39,-0.37133,0,3.7511e+05,1.9274e+05,9.1483e+17,265.96,332.55,386.63,1,5.262,5.262,0,0
2.438,6.6375e+05,1.1638,943.35,-0.37869,0,3.7501e+05,1.925e+05,9.1181e+17,265.85,332.47,386.94,1,5.268,5.268,0,0
2.4359,6.6327e+05,1.165,943.31,-0.38604,0,3.749e+05,1.9225e+05,9.0879e+17,265.73,332.4,387.26,1,5.274,5.274,0,0
2.4338,6.6279e+05,1.1662,943.27,-0.3934,0,3.7479e+05,1.92e+05,9.0576e+17,265.61,332.33,387.57,1,5.28,5.28,0,0
2.4317,6.6231e+05,1.1674,943.23,-0.40075,0,3.7468e+05,1.9175e+05,9.0274e+17,265.5,332.26,387.89,1,5.286,5.286,0,0
2.4296,6.6183e+05,1.1686,943.19,-0.40811,0,3.7458e+05,1.915e+05,8.9972e+17,265.38,332.18,388.2,1,5.292,5.292,0,0
2.4276,6.6135e+05,1.1698,943.15,-0.41546,0,3.7447e+05,1.9125e+05,8.967e+17,265.27,332.11,388.52,1,5.298,5.298,0,0
2.426,6.6101e+05,1.1708,943.18,-0.44947,0,3.7441e+05,1.9107e+05,8.9444e+17,265.17,332.05,388.77,1,5.304,5.304,0,0
2.4247,6.6072e+05,1.1717,943.23,-0.49267,0,3.7437e+05,1.909e+05,8.9244e+17,265.09,332,389.01,1,5.31,5.31,0,0
2.4234,6.6043e+05,1.1726,943.28,-0.53587,0,3.7432e+05,1.9074e+05,8.9044e+17,265.01,331.95,389.24,1,5.316,5.316,0,0
2.4221,6.6014e+05,1.1735,943.34,-0.57907,0,3.7428e+05,1.9057e+05,8.8844e+17,264.92,331.9,389.48,1,5.322,5.322,0,0
2.4207,6.5985e+05,1.1744,943.39,-0.62227,0,3.7424e+05,1.9041e+05,8.8644e+17,264.84,331.84,389.71,1,5.328,5.328,0,0
2.4194,6.5956e+05,1.1753,943.44,-0.66548,0,3.7419e+05,1.9024e+05,8.8443e+17,264.76,331.79,389.95,1,5.334,5.334,0,0
2.4181,6.5927e+05,1.1762,943.5,-0.70868,0,3.7415e+05,1.9008e+05,8.8243e+17,264.67,331.74,390.19,1,5.34,5.34,0,0
2.4169,6.59e+05,1.177,943.55,-0.75126,0,3.7411e+05,1.8993e+05,8.8058e+17,264.59,331.69,390.41,1,5.346,5.346,0,0
2.4172,6.5908e+05,1.177,943.67,-0.78463,0,3.7416e+05,1.8995e+05,8.8087e+17,264.59,331.69,390.4,1,5.352,5.352,0,0
2.4175,6.5916e+05,1.177,943.78,-0.81799,0,3.742e+05,1.8998e+05,8.8116e+17,264.59,331.69,390.4,1,5.358,5.358,0,0
2.4178,6.5924e+05,1.177,943.89,-0.85136,0,3.7424e+05,1.9e+05,8.8145e+17,264.59,331.69,390.39,1,5.364,5.364,0,0
2.4181,6.5932e+05,1.177,944,-0.88473,0,3.7429e+05,1.9002e+05,8.8174e+17,264.59,331.69,390.39,1,5.37,5.37,0,0
2.4184,6.594e+05,1.177,944.11,-0.9181,0,3.7433e+05,1.9005e+05,8.8203e+17,264.59,331.69,390.39,1,5.376,5.376,0,0
2.4187,6.5948e+05,1.177,944.22,-0.95147,0,3.7437e+05,1.9007e+05,8.8232e+17,264.59,331.69,390.38,1,5.382,5.382,0,0
2.419,6.5956e+05,1.1769,944.33,-0.98484,0,3.7442e+05,1.901e+05,8.8262e+17,264.59,331.69,390.38,1,5.388,5.388,0,0
2.4198,6.5976e+05,1.1767,944.49,-0.9967,0,3.745e+05,1.9018e+05,8.836e+17,264.62,331.7,390.31,1,5.394,5.394,0,0
2.4215,6.6016e+05,1.176,944.72,-0.97386,0,3.7464e+05,1.9035e+05,8.8571e+17,264.68,331.74,390.14,1,5.4,5.4,0,0
2.4231,6.6056e+05,1.1754,944.96,-0.95101,0,3.7478e+05,1.9052e+05,8.8782e+17,264.74,331.78,389.97,1,5.406,5.406,0,0
2.4248,6.6096e+05,1.1748,945.19,-0.92817,0,3.7492e+05,1.907e+05,8.8993e+17,264.79,331.82,389.8,1,5.412,5.412,0,0
2.4265,6.6136e+05,1.1741,945.43,-0.90532,0,3.7506e+05,1.9087e+05,8.9204e+17,264.85,331.85,389.63,1,5.418,5.418,0,0
2.4281,6.6176e+05,1.1735,945.67,-0.88248,0,3.752e+05,1.9104e+05,8.9415e+17,264.91,331.89,389.46,1,5.424,5.424,0,0
2.4298,6.6216e+05,1.1728,945.9,-0.85964,0,3.7533e+05,1.9122e+05,8.9626e+17,264.97,331.93,389.29,1,5.43,5.43,0,0
2.4315,6.6256e+05,1.1722,946.14,-0.83679,0,3.7547e+05,1.9139e+05,8.9837e+17,265.03,331.96,389.12,1,5.436,5.436,0,0
2.4329,6.6294e+05,1.1719,946.53,-0.72613,0,3.7565e+05,1.9153e+05,9.0001e+17,265.07,331.99,389.06,1,5.442,5.442,0,0
2.4341,6.6332e+05,1.1718,946.99,-0.57818,0,3.7585e+05,1.9164e+05,9.0145e+17,265.09,332,389.04,1,5.448,5.448,0,0
2.4354,6.637e+05,1.1717,947.44,-0.43023,0,3.7605e+05,1.9176e+05,9.0289e+17,265.11,332.02,389.03,1,5.454,5.454,0,0
2.4367,6.6407e+05,1.1716,947.9,-0.28228,0,3.7625e+05,1.9188e+05,9.0433e+17,265.14,332.03,389.01,1,5.46,5.46,0,0
2.438,6.6445e+05,1.1715,948.36,-0.13433,0,3.7645e+05,1.92e+05,9.0578e+17,265.16,332.05,388.99,1,5.466,5.466,0,0
2.4393,6.6483e+05,1.1714,948.82,0.013619,0,3.7665e+05,1.9212e+05,9.0722e+17,265.19,332.06,388.97,1,5.472,5.472,0,0
2.4406,6.6521e+05,1.1713,949.27,0.16157,0,3.7685e+05,1.9224e+05,9.0866e+17,265.21,332.08,388.96,1,5.478,5.478,0,0
2.4417,6.6555e+05,1.1712,949.72,0.31081,0,3.7704e+05,1.9234e+05,9.0992e+17,265.23,332.09,388.95,1,5.484,5.484,0,0
2.437,6.6445e+05,1.1739,949.54,0.51882,0,3.7677e+05,1.9178e+05,9.0312e+17,264.97,331.92,389.64,1,5.49,5.49,0,0
2.4323,6.6334e+05,1.1766,949.36,0.72685,0,3.765e+05,1.9122e+05,8.9632e+17,264.71,331.76,390.33,1,5.496,5.496,0,0
2.4275,6.6223e+05,1.1792,949.18,0.93488,0,3.7624e+05,1.9066e+05,8.8952e+17,264.44,331.6,391.02,1,5.502,5.502,0,0
2.4228,6.6113e+05,1.1819,949,1.1429,0,3.7597e+05,1.901e+05,8.8272e+17,264.18,331.43,391.71,1,5.508,5.508,0,0
2.4181,6.6002e+05,1.1846,948.82,1.3509,0,3.757e+05,1.8954e+05,8.7592e+17,263.92,331.27,392.4,1,5.514,5.514,0,0
2.4133,6.5891e+05,1.1872,948.63,1.559,0,3.7544e+05,1.8899e+05,8.6912e+17,263.66,331.1,393.09,1,5.52,5.52,0,0
2.4086,6.5781e+05,1.1899,948.45,1.767,0,3.7517e+05,1.8843e+05,8.6232e+17,263.4,330.94,393.78,1,5.526,5.526,0,0
2.4011,6.5601e+05,1.1938,947.82,1.9724,0,3.7466e+05,1.8757e+05,8.5191e+17,263.02,330.7,394.78,1,5.532,5.532,0,0
2.3881,6.5288e+05,1.2,946.33,2.1727,0,3.7367e+05,1.8614e+05,8.3453e+17,262.42,330.32,396.35,1,5.538,5.538,0,0
2.375,6.4975e+05,1.2061,944.83,2.3731,0,3.7268e+05,1.8471e+05,8.1715e+17,261.81,329.94,397.92,1,5.544,5.544,0,0
2.362,6.4661e+05,1.2123,943.33,2.5734,0,3.7169e+05,1.8328e+05,7.9977e+17,261.21,329.56,399.5,1,5.55,5.55,0,0
2.349,6.4348e+05,1.2185,941.83,2.7737,0,3.7071e+05,1.8185e+05,7.8239e+17,260.61,329.18,401.07,1,5.556,5.556,0,0
2.336,6.4035e+05,1.2247,940.33,2.974,0,3.6972e+05,1.8042e+05,7.6501e+17,260.01,328.8,402.65,1,5.562,5.562,0,0
2.323,6.3722e+05,1.2309,938.84,3.1743,0,3.6873e+05,1.7899e+05,7.4762e+17,259.4,328.42,404.22,1,5.568,5.568,0,0
2.31,6.3409e+05,1.2371,937.34,3.3747,0,3.6774e+05,1.7756e+05,7.3024e+17,258.8,328.04,405.79,1,5.574,5.574,0,0
2.2945,6.3031e+05,1.2444,935.14,3.5164,0,3.6647e+05,1.7589e+05,7.099e+17,258.08,327.58,407.63,1,5.58,5.58,0,0
2.2776,6.262e+05,1.2524,932.58,3.6281,0,3.6506e+05,1.7409e+05,6.8804e+17,257.3,327.08,409.6,1,5.586,5.586,0,0
2.2608,6.2209e+05,1.2604,930.03,3.7397,0,3.6365e+05,1.7229e+05,6.6618e+17,256.52,326.58,411.57,1,5.592,5.592,0,0
2.2439,6.1798e+05,1.2684,927.47,3.8514,0,3.6223e+05,1.7049e+05,6.4431e+17,255.74,326.09,413.54,1,5.598,5.598,0,0
2.2271,6.1386e+05,1.2764,924.91,3.963,0,3.6082e+05,1.687e+05,6.2245e+17,254.96,325.59,415.51,1,5.604,5.604,0,0
2.2103,6.0975e+05,1.2843,922.36,4.0746,0,3.5941e+05,1.669e+05,6.0059e+17,254.18,325.09,417.48,1,5.61,5.61,0,0
2.1934,6.0564e+05,1.2923,919.8,4.1863,0,3.5799e+05,1.651e+05,5.7873e+17,253.4,324.59,419.45,1,5.616,5.616,0,0
2.1766,6.0153e+05,1.3003,917.24,4.2979,0,3.5658e+05,1.633e+05,5.5686e+17,252.62,324.1,421.42,1,5.622,5.622,0,0
2.1589,5.9719e+05,1.3091,914.07,4.442,0,3.55e+05,1.6146e+05,5.3445e+17,251.76,323.54,423.51,1,5.628,5.628,0,0
2.1412,5.9284e+05,1.3179,910.88,4.5867,0,3.5342e+05,1.5961e+05,5.1203e+17,250.91,322.99,425.6,1,5.634,5.634,0,0
2.1235,5.8849e+05,1.3266,907.7,4.7315,0,3.5183e+05,1.5777e+05,4.896e+17,250.05,322.44,427.69,1,5.64,5.64,0,0
2.1059,5.8414e+05,1.3354,904.51,4.8762,0,3.5025e+05,1.5593e+05,4.6718e+17,249.2,321.89,429.78,1,5.646,5.646,0,0
2.0882,5.7979e+05,1.3442,901.32,5.0209,0,3.4867e+05,1.5408e+05,4.4475e+17,248.34,321.34,431.87,1,5.652,5.652,0,0
2.0705,5.7544e+05,1.353,898.14,5.1657,0,3.4709e+05,1.5224e+05,4.2233e+17,247.49,320.78,433.96,1,5.658,5.658,0,0
