"Density","Energy","Mach","Pressure","Pressure_Coefficient","Temperature","rp","Points:0","Points:1","Points:2"
1.3416,4.0473e+05,2.266,66497,-5.6497e+17,166.73,0.082767,0.89231,0,0
1.3048,3.9432e+05,2.2901,63984,-5.9762e+17,164.95,0.079638,0.90462,0,0
1.2679,3.839e+05,2.3142,61470,-6.3026e+17,163.17,0.076509,0.91692,0,0
1.2339,3.7423e+05,2.338,59198,-6.5976e+17,161.45,0.073682,0.92923,0,0
1.2016,3.6503e+05,2.3615,57079,-6.8729e+17,159.78,0.071044,0.94154,0,0
1.1694,3.5582e+05,2.3851,54959,-7.1482e+17,158.11,0.068406,0.95385,0,0
1.1371,3.4661e+05,2.4086,52840,-7.4234e+17,156.44,0.065768,0.96615,0,0
1.1086,3.3843e+05,2.4313,51029,-7.6586e+17,154.88,0.063513,0.97846,0,0
1.0807,3.304e+05,2.454,49263,-7.8879e+17,153.34,0.061316,0.99077,0,0
1.0528,3.2237e+05,2.4766,47498,-8.1172e+17,151.8,0.059119,1.0031,0,0
1.0254,3.1448e+05,2.4991,45771,-8.3414e+17,150.28,0.056969,1.0154,0,0
1.0015,3.0754e+05,2.5205,44310,-8.5311e+17,148.88,0.055152,1.0277,0,0
0.97752,3.006e+05,2.5419,42850,-8.7208e+17,147.48,0.053334,1.04,0,0
0.95358,2.9366e+05,2.5634,41389,-8.9105e+17,146.07,0.051516,1.0523,0,0
0.93094,2.8708e+05,2.5843,40024,-9.0877e+17,144.72,0.049817,1.0646,0,0
0.9104,2.8109e+05,2.6046,38814,-9.245e+17,143.45,0.04831,1.0769,0,0
0.88986,2.7509e+05,2.6248,37603,-9.4022e+17,142.18,0.046803,1.0892,0,0
0.86932,2.691e+05,2.645,36392,-9.5595e+17,140.91,0.045296,1.1015,0,0
0.85053,2.6359e+05,2.6645,35305,-9.7006e+17,139.72,0.043943,1.1138,0,0
0.83272,2.5837e+05,2.6837,34289,-9.8326e+17,138.56,0.042678,1.1262,0,0
0.81491,2.5314e+05,2.7028,33273,-9.9646e+17,137.4,0.041413,1.1385,0,0
0.7971,2.4791e+05,2.722,32256,-1.0097e+18,136.24,0.040148,1.1508,0,0
0.78129,2.4324e+05,2.7402,31378,-1.0211e+18,135.17,0.039056,1.1631,0,0
0.76573,2.3864e+05,2.7584,30517,-1.0322e+18,134.11,0.037984,1.1754,0,0
0.75016,2.3405e+05,2.7766,29656,-1.0434e+18,133.05,0.036912,1.1877,0,0
0.73485,2.2952e+05,2.7946,28813,-1.0544e+18,132.01,0.035862,1.2,0,0
0.72105,2.2543e+05,2.8121,28071,-1.064e+18,131.02,0.034939,1.2123,0,0
0.70724,2.2133e+05,2.8295,27329,-1.0737e+18,130.04,0.034015,1.2246,0,0
0.69344,2.1723e+05,2.847,26587,-1.0833e+18,129.06,0.033092,1.2369,0,0
0.68017,2.1328e+05,2.8642,25882,-1.0924e+18,128.1,0.032215,1.2492,0,0
0.6677,2.0956e+05,2.881,25232,-1.1009e+18,127.18,0.031405,1.2615,0,0
0.65522,2.0583e+05,2.8979,24582,-1.1093e+18,126.26,0.030596,1.2738,0,0
0.64274,2.021e+05,2.9147,23932,-1.1178e+18,125.35,0.029787,1.2862,0,0
0.63124,1.9866e+05,2.9313,23339,-1.1255e+18,124.46,0.02905,1.2985,0,0
0.62022,1.9536e+05,2.9477,22777,-1.1328e+18,123.59,0.028349,1.3108,0,0
0.60921,1.9206e+05,2.9641,22214,-1.1401e+18,122.73,0.027649,1.3231,0,0
0.5982,1.8876e+05,2.9806,21651,-1.1474e+18,121.86,0.026949,1.3354,0,0
0.58738,1.8549e+05,2.997,21118,-1.1543e+18,121.02,0.026285,1.3477,0,0
0.57658,1.8222e+05,3.0134,20588,-1.1612e+18,120.17,0.025626,1.36,0,0
0.56578,1.7896e+05,3.0298,20058,-1.1681e+18,119.33,0.024966,1.3723,0,0
0.55547,1.7584e+05,3.046,19551,-1.1747e+18,118.5,0.024334,1.3846,0,0
0.54756,1.7343e+05,3.061,19153,-1.1798e+18,117.74,0.023839,1.3969,0,0
0.53966,1.7103e+05,3.076,18755,-1.185e+18,116.98,0.023343,1.4092,0,0
0.53175,1.6863e+05,3.0911,18357,-1.1902e+18,116.21,0.022848,1.4215,0,0
0.52237,1.6579e+05,3.1063,17919,-1.1959e+18,115.48,0.022303,1.4338,0,0
0.51105,1.6237e+05,3.1219,17429,-1.2022e+18,114.78,0.021693,1.4462,0,0
0.49973,1.5896e+05,3.1374,16938,-1.2086e+18,114.07,0.021083,1.4585,0,0
0.48841,1.5554e+05,3.1529,16448,-1.215e+18,113.37,0.020472,1.4708,0,0
0.463,1.4708e+05,3.209,15250,-1.2305e+18,110.3,0.018982,1.4831,0,0
0.4311,1.3629e+05,3.2839,13727,-1.2503e+18,106.14,0.017085,1.4954,0,0
0.3992,1.2551e+05,3.3587,12203,-1.2701e+18,101.98,0.015188,1.5077,0,0
0.3673,1.1472e+05,3.4336,10679,-1.2899e+18,97.811,0.013291,1.52,0,0
0.75696,2.1462e+05,2.7002,56232,-6.9828e+17,157.56,0.069991,1.5323,0,0
1.1735,3.2157e+05,1.9153,1.0479e+05,-6.7719e+16,221.37,0.13042,1.5446,0,0
1.59,4.2852e+05,1.1304,1.5334e+05,5.6284e+17,285.19,0.19086,1.5569,0,0
1.9077,5.092e+05,0.49707,1.9048e+05,1.0452e+18,336.12,0.23708,1.5692,0,0
1.8196,4.82e+05,0.48596,1.8074e+05,9.1874e+17,334.16,0.22496,1.5815,0,0
1.7315,4.5481e+05,0.47484,1.7101e+05,7.9233e+17,332.2,0.21285,1.5938,0,0
1.6434,4.2762e+05,0.46373,1.6128e+05,6.6592e+17,330.23,0.20073,1.6062,0,0
1.5834,4.0892e+05,0.46216,1.5434e+05,5.7591e+17,328.15,0.19211,1.6185,0,0
1.5575,4.0054e+05,0.47217,1.5082e+05,5.301e+17,325.9,0.18772,1.6308,0,0
1.5317,3.9215e+05,0.48219,1.4729e+05,4.8428e+17,323.66,0.18333,1.6431,0,0
1.5058,3.8377e+05,0.4922,1.4376e+05,4.3847e+17,321.42,0.17894,1.6554,0,0
1.4948,3.8101e+05,0.48329,1.4303e+05,4.2898e+17,322.18,0.17803,1.6677,0,0
1.4901,3.8058e+05,0.46654,1.4346e+05,4.3451e+17,324.18,0.17856,1.68,0,0
1.4854,3.8015e+05,0.4498,1.4388e+05,4.4004e+17,326.17,0.17909,1.6923,0,0
1.4806,3.7972e+05,0.43305,1.4431e+05,4.4557e+17,328.17,0.17962,1.7046,0,0
1.4884,3.8132e+05,0.42087,1.4531e+05,4.5859e+17,328.72,0.18086,1.7169,0,0
1.4966,3.8299e+05,0.40885,1.4634e+05,4.719e+17,329.21,0.18214,1.7292,0,0
1.5049,3.8467e+05,0.39684,1.4736e+05,4.8522e+17,329.7,0.18342,1.7415,0,0
1.5121,3.8616e+05,0.38566,1.4829e+05,4.9721e+17,330.18,0.18457,1.7538,0,0
1.5158,3.8698e+05,0.37749,1.4885e+05,5.045e+17,330.62,0.18526,1.7662,0,0
1.5195,3.878e+05,0.36931,1.4941e+05,5.118e+17,331.06,0.18596,1.7785,0,0
1.5232,3.8862e+05,0.36113,1.4997e+05,5.1909e+17,331.5,0.18666,1.7908,0,0
1.5261,3.8927e+05,0.35428,1.5042e+05,5.2492e+17,331.86,0.18722,1.8031,0,0
1.5282,3.8971e+05,0.3489,1.5074e+05,5.2913e+17,332.12,0.18762,1.8154,0,0
1.5303,3.9016e+05,0.34352,1.5107e+05,5.3335e+17,332.38,0.18803,1.8277,0,0
1.5324,3.906e+05,0.33814,1.5139e+05,5.3756e+17,332.64,0.18843,1.84,0,0
1.5341,3.9097e+05,0.33386,1.5166e+05,5.4098e+17,332.84,0.18876,1.8523,0,0
1.5357,3.9132e+05,0.32999,1.519e+05,5.441e+17,333.02,0.18906,1.8646,0,0
1.5373,3.9167e+05,0.32612,1.5214e+05,5.4721e+17,333.2,0.18936,1.8769,0,0
1.5389,3.9202e+05,0.32225,1.5238e+05,5.5033e+17,333.38,0.18966,1.8892,0,0
1.54,3.9222e+05,0.31925,1.5253e+05,5.5238e+17,333.5,0.18985,1.9015,0,0
1.541,3.9242e+05,0.31626,1.5269e+05,5.544e+17,333.62,0.19005,1.9138,0,0
1.542,3.9261e+05,0.31327,1.5285e+05,5.5643e+17,333.74,0.19024,1.9262,0,0
1.543,3.9282e+05,0.31037,1.53e+05,5.5845e+17,333.87,0.19043,1.9385,0,0
1.5439,3.9304e+05,0.30775,1.5315e+05,5.6045e+17,334,0.19063,1.9508,0,0
1.5449,3.9326e+05,0.30513,1.5331e+05,5.6245e+17,334.13,0.19082,1.9631,0,0
1.5458,3.9349e+05,0.3025,1.5346e+05,5.6445e+17,334.27,0.19101,1.9754,0,0
1.5467,3.9368e+05,0.3,1.536e+05,5.6626e+17,334.39,0.19118,1.9877,0,0
1.5474,3.9385e+05,0.29762,1.5373e+05,5.6788e+17,334.49,0.19134,2,0,0
1.5482,3.9402e+05,0.29523,1.5385e+05,5.6951e+17,334.6,0.19149,2.0123,0,0
1.5489,3.9419e+05,0.29285,1.5398e+05,5.7114e+17,334.71,0.19165,2.0246,0,0
1.5497,3.9435e+05,0.29041,1.541e+05,5.7273e+17,334.82,0.1918,2.0369,0,0
1.5504,3.9451e+05,0.28795,1.5422e+05,5.7432e+17,334.93,0.19196,2.0492,0,0
1.5511,3.9467e+05,0.28549,1.5435e+05,5.7591e+17,335.03,0.19211,2.0615,0,0
1.5519,3.9483e+05,0.28302,1.5447e+05,5.775e+17,335.14,0.19226,2.0738,0,0
1.5526,3.9501e+05,0.28046,1.546e+05,5.792e+17,335.26,0.19242,2.0862,0,0
1.5534,3.9519e+05,0.2779,1.5473e+05,5.809e+17,335.38,0.19259,2.0985,0,0
1.5541,3.9537e+05,0.27534,1.5486e+05,5.826e+17,335.51,0.19275,2.1108,0,0
1.5549,3.9555e+05,0.27275,1.5499e+05,5.8431e+17,335.63,0.19291,2.1231,0,0
1.5556,3.9573e+05,0.27005,1.5512e+05,5.8602e+17,335.75,0.19308,2.1354,0,0
1.5564,3.9591e+05,0.26735,1.5526e+05,5.8773e+17,335.87,0.19324,2.1477,0,0
1.5572,3.9609e+05,0.26466,1.5539e+05,5.8944e+17,335.99,0.1934,2.16,0,0
1.5579,3.9626e+05,0.26194,1.5552e+05,5.9111e+17,336.11,0.19356,2.1723,0,0
1.5586,3.9642e+05,0.25921,1.5564e+05,5.9274e+17,336.23,0.19372,2.1846,0,0
1.5593,3.9659e+05,0.25647,1.5577e+05,5.9436e+17,336.35,0.19388,2.1969,0,0
1.56,3.9675e+05,0.25374,1.5589e+05,5.9599e+17,336.47,0.19403,2.2092,0,0
1.5606,3.969e+05,0.25097,1.5601e+05,5.975e+17,336.59,0.19418,2.2215,0,0
1.5612,3.9704e+05,0.24819,1.5612e+05,5.9899e+17,336.71,0.19432,2.2338,0,0
1.5618,3.9718e+05,0.24542,1.5624e+05,6.0047e+17,336.82,0.19446,2.2462,0,0
1.5624,3.9732e+05,0.24263,1.5635e+05,6.0196e+17,336.94,0.1946,2.2585,0,0
1.5631,3.9751e+05,0.23976,1.5649e+05,6.037e+17,337.08,0.19477,2.2708,0,0
1.5638,3.977e+05,0.23688,1.5662e+05,6.0545e+17,337.22,0.19494,2.2831,0,0
1.5645,3.979e+05,0.234,1.5675e+05,6.072e+17,337.35,0.19511,2.2954,0,0
1.5652,3.9809e+05,0.23114,1.5689e+05,6.0894e+17,337.49,0.19527,2.3077,0,0
1.5659,3.9829e+05,0.22829,1.5702e+05,6.1068e+17,337.63,0.19544,2.32,0,0
1.5666,3.9848e+05,0.22545,1.5716e+05,6.1241e+17,337.77,0.19561,2.3323,0,0
1.5673,3.9868e+05,0.22261,1.5729e+05,6.1415e+17,337.91,0.19577,2.3446,0,0
1.5679,3.9886e+05,0.21998,1.5741e+05,6.1573e+17,338.04,0.19592,2.3569,0,0
1.5684,3.9903e+05,0.21754,1.5752e+05,6.1718e+17,338.17,0.19606,2.3692,0,0
1.5689,3.9919e+05,0.2151,1.5763e+05,6.1863e+17,338.29,0.1962,2.3815,0,0
1.5695,3.9936e+05,0.21266,1.5775e+05,6.2008e+17,338.42,0.19634,2.3938,0,0
1.5703,3.9966e+05,0.21049,1.5791e+05,6.2216e+17,338.58,0.19654,2.4062,0,0
1.5712,4e+05,0.20839,1.5808e+05,6.2439e+17,338.75,0.19675,2.4185,0,0
1.5721,4.0034e+05,0.20629,1.5825e+05,6.2662e+17,338.92,0.19697,2.4308,0,0
1.573,4.0067e+05,0.20431,1.5842e+05,6.2879e+17,339.09,0.19718,2.4431,0,0
1.5735,4.0091e+05,0.20447,1.5851e+05,6.3e+17,339.17,0.19729,2.4554,0,0
1.5741,4.0115e+05,0.20463,1.586e+05,6.312e+17,339.26,0.19741,2.4677,0,0
1.5746,4.014e+05,0.20479,1.5869e+05,6.324e+17,339.34,0.19752,2.48,0,0
1.5747,4.0151e+05,0.2053,1.5873e+05,6.3285e+17,339.39,0.19756,2.4923,0,0
1.5739,4.0133e+05,0.20656,1.5864e+05,6.3163e+17,339.37,0.19745,2.5046,0,0
1.5731,4.0115e+05,0.20782,1.5854e+05,6.3041e+17,339.35,0.19733,2.5169,0,0
1.5722,4.0097e+05,0.20908,1.5845e+05,6.2919e+17,339.32,0.19721,2.5292,0,0
1.5719,4.0095e+05,0.21253,1.5837e+05,6.2823e+17,339.23,0.19712,2.5415,0,0
1.5721,4.0105e+05,0.21766,1.5831e+05,6.2746e+17,339.07,0.19705,2.5538,0,0
1.5722,4.0115e+05,0.2228,1.5826e+05,6.2669e+17,338.92,0.19697,2.5662,0,0
1.5723,4.0124e+05,0.22793,1.582e+05,6.2592e+17,338.77,0.1969,2.5785,0,0
1.5706,4.0095e+05,0.23824,1.5786e+05,6.2154e+17,338.4,0.19648,2.5908,0,0
1.5686,4.0057e+05,0.24966,1.5746e+05,6.1637e+17,338,0.19599,2.6031,0,0
1.5665,4.0018e+05,0.26109,1.5706e+05,6.112e+17,337.59,0.19549,2.6154,0,0
1.5641,3.9974e+05,0.2731,1.5662e+05,6.0547e+17,337.15,0.19494,2.6277,0,0
1.5585,3.9858e+05,0.29207,1.5568e+05,5.9321e+17,336.32,0.19377,2.64,0,0
1.5529,3.9742e+05,0.31103,1.5473e+05,5.8094e+17,335.49,0.19259,2.6523,0,0
1.5472,3.9626e+05,0.33,1.5379e+05,5.6867e+17,334.66,0.19141,2.6646,0,0
1.5398,3.9469e+05,0.35083,1.526e+05,5.5324e+17,333.67,0.18993,2.6769,0,0
1.5288,3.9233e+05,0.37538,1.5093e+05,5.315e+17,332.37,0.18785,2.6892,0,0
1.5177,3.8997e+05,0.39994,1.4925e+05,5.0975e+17,331.08,0.18577,2.7015,0,0
1.5067,3.8761e+05,0.42449,1.4758e+05,4.8801e+17,329.78,0.18368,2.7138,0,0
1.4938,3.8505e+05,0.44949,1.4575e+05,4.6431e+17,328.49,0.18141,2.7262,0,0
1.4797,3.8236e+05,0.47479,1.4382e+05,4.3924e+17,327.21,0.17901,2.7385,0,0
1.4657,3.7966e+05,0.50009,1.4189e+05,4.1417e+17,325.93,0.17661,2.7508,0,0
1.4516,3.7696e+05,0.5254,1.3996e+05,3.8911e+17,324.64,0.1742,2.7631,0,0
1.438,3.7412e+05,0.54769,1.3804e+05,3.6416e+17,323.18,0.17181,2.7754,0,0
1.4245,3.7124e+05,0.56944,1.3612e+05,3.3923e+17,321.68,0.16942,2.7877,0,0
1.4111,3.6836e+05,0.59119,1.342e+05,3.143e+17,320.19,0.16704,2.8,0,0
1.3978,3.6553e+05,0.61249,1.3231e+05,2.8978e+17,318.71,0.16469,2.8123,0,0
1.3862,3.6306e+05,0.62989,1.307e+05,2.6884e+17,317.44,0.16268,2.8246,0,0
1.3746,3.6059e+05,0.64728,1.2909e+05,2.479e+17,316.17,0.16067,2.8369,0,0
1.3629,3.5811e+05,0.66467,1.2748e+05,2.2695e+17,314.89,0.15866,2.8492,0,0
1.3517,3.5564e+05,0.67987,1.2596e+05,2.0722e+17,313.74,0.15677,2.8615,0,0
1.3411,3.5316e+05,0.69112,1.246e+05,1.8965e+17,312.81,0.15509,2.8738,0,0
1.3305,3.5067e+05,0.70237,1.2325e+05,1.7208e+17,311.87,0.1534,2.8862,0,0
1.32,3.4819e+05,0.71362,1.219e+05,1.5451e+17,310.93,0.15172,2.8985,0,0
1.3113,3.4612e+05,0.71793,1.2099e+05,1.4271e+17,310.66,0.15059,2.9108,0,0
1.3039,3.4432e+05,0.71784,1.2036e+05,1.3456e+17,310.81,0.14981,2.9231,0,0
1.2964,3.4251e+05,0.71776,1.1973e+05,1.2641e+17,310.97,0.14903,2.9354,0,0
1.289,3.4071e+05,0.71768,1.1911e+05,1.1825e+17,311.12,0.14825,2.9477,0,0
1.283,3.3926e+05,0.71836,1.1857e+05,1.1132e+17,311.18,0.14758,2.96,0,0
1.2771,3.3786e+05,0.71915,1.1805e+05,1.0456e+17,311.23,0.14693,2.9723,0,0
1.2713,3.3647e+05,0.71994,1.1753e+05,9.7812e+16,311.29,0.14629,2.9846,0,0
1.2653,3.3505e+05,0.72095,1.1699e+05,9.0801e+16,311.31,0.14562,2.9969,0,0
1.2585,3.334e+05,0.72352,1.1631e+05,8.197e+16,311.18,0.14477,3.0092,0,0
1.2517,3.3175e+05,0.72608,1.1563e+05,7.314e+16,311.04,0.14392,3.0215,0,0
1.2449,3.301e+05,0.72865,1.1495e+05,6.4309e+16,310.9,0.14308,3.0338,0,0
1.2374,3.2828e+05,0.73311,1.1414e+05,5.3743e+16,310.57,0.14206,3.0462,0,0
1.2288,3.2619e+05,0.74067,1.1311e+05,4.0347e+16,309.91,0.14078,3.0585,0,0
1.2202,3.241e+05,0.74823,1.1208e+05,2.6952e+16,309.25,0.1395,3.0708,0,0
1.2116,3.2201e+05,0.75579,1.1104e+05,1.3557e+16,308.59,0.13821,3.0831,0,0
1.2021,3.1974e+05,0.765,1.0989e+05,-1.4129e+15,307.78,0.13678,3.0954,0,0
1.1922,3.1736e+05,0.77516,1.0867e+05,-1.7284e+16,306.89,0.13526,3.1077,0,0
1.1822,3.1499e+05,0.78531,1.0745e+05,-3.3156e+16,306,0.13374,3.12,0,0
1.1722,3.1261e+05,0.79546,1.0622e+05,-4.9027e+16,305.1,0.13221,3.1323,0,0
1.1616,3.101e+05,0.80672,1.0493e+05,-6.5894e+16,304.11,0.1306,3.1446,0,0
1.1509,3.0756e+05,0.81811,1.0362e+05,-8.2881e+16,303.1,0.12897,3.1569,0,0
1.1402,3.0503e+05,0.8295,1.0231e+05,-9.9869e+16,302.09,0.12734,3.1692,0,0
1.1295,3.025e+05,0.84093,1.01e+05,-1.1684e+17,301.07,0.12572,3.1815,0,0
1.1188,2.9997e+05,0.85257,99704,-1.3371e+17,300.03,0.1241,3.1938,0,0
1.1081,2.9743e+05,0.86422,98405,-1.5058e+17,298.98,0.12248,3.2062,0,0
1.0973,2.9489e+05,0.87587,97106,-1.6745e+17,297.94,0.12086,3.2185,0,0
1.0868,2.9241e+05,0.88717,95846,-1.8382e+17,296.92,0.1193,3.2308,0,0
1.0767,2.9e+05,0.89797,94642,-1.9945e+17,295.93,0.1178,3.2431,0,0
1.0666,2.8758e+05,0.90876,93438,-2.1509e+17,294.94,0.1163,3.2554,0,0
1.0564,2.8517e+05,0.91955,92235,-2.3072e+17,293.95,0.1148,3.2677,0,0
1.0472,2.8295e+05,0.9295,91140,-2.4494e+17,293.03,0.11344,3.28,0,0
1.0383,2.8084e+05,0.939,90100,-2.5844e+17,292.15,0.11214,3.2923,0,0
1.0295,2.7872e+05,0.9485,89061,-2.7193e+17,291.26,0.11085,3.3046,0,0
1.0206,2.766e+05,0.958,88022,-2.8543e+17,290.37,0.10956,3.3169,0,0
1.0133,2.7483e+05,0.96575,87173,-2.9646e+17,289.64,0.1085,3.3292,0,0
1.0061,2.7309e+05,0.97333,86341,-3.0726e+17,288.93,0.10747,3.3415,0,0
0.99892,2.7135e+05,0.98091,85510,-3.1806e+17,288.21,0.10643,3.3538,0,0
0.99203,2.6969e+05,0.98817,84713,-3.284e+17,287.52,0.10544,3.3662,0,0
0.98656,2.6835e+05,0.99386,84089,-3.3651e+17,286.97,0.10466,3.3785,0,0
0.98109,2.6702e+05,0.99955,83464,-3.4462e+17,286.43,0.10388,3.3908,0,0
0.97562,2.6569e+05,1.0052,82839,-3.5274e+17,285.88,0.10311,3.4031,0,0
0.97078,2.6451e+05,1.0102,82290,-3.5986e+17,285.41,0.10242,3.4154,0,0
0.96678,2.6352e+05,1.0141,81844,-3.6567e+17,285.03,0.10187,3.4277,0,0
0.96278,2.6253e+05,1.018,81397,-3.7147e+17,284.65,0.10131,3.44,0,0
0.95878,2.6155e+05,1.0219,80950,-3.7727e+17,284.28,0.10076,3.4523,0,0
0.95558,2.6075e+05,1.0249,80598,-3.8185e+17,283.99,0.10032,3.4646,0,0
0.95276,2.6005e+05,1.0274,80289,-3.8585e+17,283.74,0.099933,3.4769,0,0
0.94994,2.5934e+05,1.0299,79981,-3.8985e+17,283.49,0.09955,3.4892,0,0
0.94712,2.5863e+05,1.0325,79673,-3.9386e+17,283.24,0.099166,3.5015,0,0
0.94499,2.5809e+05,1.0342,79445,-3.9682e+17,283.06,0.098882,3.5138,0,0
0.9429,2.5756e+05,1.0359,79223,-3.9971e+17,282.89,0.098605,3.5262,0,0
0.94081,2.5703e+05,1.0376,79000,-4.026e+17,282.73,0.098328,3.5385,0,0
0.93882,2.5652e+05,1.0391,78789,-4.0534e+17,282.57,0.098066,3.5508,0,0
0.93721,2.5611e+05,1.0401,78627,-4.0744e+17,282.47,0.097864,3.5631,0,0
0.9356,2.557e+05,1.0411,78465,-4.0954e+17,282.38,0.097663,3.5754,0,0
0.93399,2.5529e+05,1.0421,78303,-4.1165e+17,282.28,0.097461,3.5877,0,0
0.93295,2.5502e+05,1.0423,78213,-4.1282e+17,282.27,0.097348,3.6,0,0
0.9326,2.5491e+05,1.0415,78209,-4.1287e+17,282.36,0.097344,3.6123,0,0
0.93225,2.5481e+05,1.0407,78206,-4.1291e+17,282.46,0.09734,3.6246,0,0
0.9319,2.5471e+05,1.0399,78203,-4.1295e+17,282.55,0.097336,3.6369,0,0
0.93201,2.547e+05,1.0386,78247,-4.1238e+17,282.68,0.097391,3.6492,0,0
0.93231,2.5474e+05,1.0371,78311,-4.1154e+17,282.82,0.097471,3.6615,0,0
0.93262,2.5478e+05,1.0356,78376,-4.107e+17,282.96,0.097552,3.6738,0,0
0.93292,2.5481e+05,1.0341,78440,-4.0987e+17,283.1,0.097632,3.6862,0,0
0.93401,2.5506e+05,1.0319,78594,-4.0788e+17,283.32,0.097823,3.6985,0,0
0.93514,2.5532e+05,1.0296,78750,-4.0584e+17,283.54,0.098018,3.7108,0,0
0.93627,2.5557e+05,1.0274,78907,-4.038e+17,283.77,0.098213,3.7231,0,0
0.93757,2.5587e+05,1.0248,79089,-4.0145e+17,284.02,0.098439,3.7354,0,0
0.93954,2.563e+05,1.021,79358,-3.9794e+17,284.39,0.098775,3.7477,0,0
0.94151,2.5674e+05,1.0172,79628,-3.9444e+17,284.76,0.09911,3.76,0,0
0.94348,2.5717e+05,1.0133,79898,-3.9094e+17,285.13,0.099446,3.7723,0,0
0.94578,2.5769e+05,1.0093,80202,-3.8699e+17,285.52,0.099825,3.7846,0,0
0.94844,2.583e+05,1.005,80544,-3.8254e+17,285.93,0.10025,3.7969,0,0
0.9511,2.5891e+05,1.0006,80887,-3.7809e+17,286.35,0.10068,3.8092,0,0
0.95376,2.5951e+05,0.9963,81229,-3.7364e+17,286.76,0.1011,3.8215,0,0
0.95672,2.6019e+05,0.99147,81612,-3.6867e+17,287.22,0.10158,3.8338,0,0
0.95979,2.6088e+05,0.98645,82010,-3.635e+17,287.69,0.10208,3.8462,0,0
0.96286,2.6158e+05,0.98142,82408,-3.5833e+17,288.17,0.10257,3.8585,0,0
0.96592,2.6228e+05,0.9764,82806,-3.5316e+17,288.65,0.10307,3.8708,0,0
0.96949,2.6309e+05,0.97081,83264,-3.4722e+17,289.17,0.10364,3.8831,0,0
0.97306,2.639e+05,0.96521,83723,-3.4126e+17,289.69,0.10421,3.8954,0,0
0.97663,2.6472e+05,0.95962,84182,-3.353e+17,290.22,0.10478,3.9077,0,0
0.9803,2.6555e+05,0.95389,84653,-3.2918e+17,290.75,0.10536,3.92,0,0
0.98428,2.6646e+05,0.94778,85165,-3.2254e+17,291.32,0.106,3.9323,0,0
0.98826,2.6736e+05,0.94166,85676,-3.159e+17,291.89,0.10664,3.9446,0,0
0.99224,2.6827e+05,0.93554,86187,-3.0926e+17,292.46,0.10727,3.9569,0,0
0.99636,2.6921e+05,0.92925,86718,-3.0237e+17,293.04,0.10793,3.9692,0,0
1.0006,2.7018e+05,0.92278,87268,-2.9522e+17,293.64,0.10862,3.9815,0,0
1.0049,2.7115e+05,0.91631,87818,-2.8808e+17,294.23,0.1093,3.9938,0,0
1.0092,2.7213e+05,0.90984,88368,-2.8093e+17,294.83,0.10999,4.0062,0,0
1.0135,2.7311e+05,0.90328,88931,-2.7363e+17,295.42,0.11069,4.0185,0,0
1.0179,2.7411e+05,0.89669,89497,-2.6628e+17,296.02,0.11139,4.0308,0,0
1.0223,2.751e+05,0.89011,90063,-2.5892e+17,296.62,0.1121,4.0431,0,0
1.0267,2.761e+05,0.88352,90629,-2.5157e+17,297.22,0.1128,4.0554,0,0
1.031,2.7707e+05,0.87709,91187,-2.4433e+17,297.8,0.1135,4.0677,0,0
1.0353,2.7804e+05,0.87065,91744,-2.3709e+17,298.37,0.11419,4.08,0,0
1.0395,2.7901e+05,0.86421,92302,-2.2985e+17,298.95,0.11488,4.0923,0,0
1.0437,2.7995e+05,0.85789,92849,-2.2275e+17,299.52,0.11557,4.1046,0,0
1.0477,2.8084e+05,0.85192,93365,-2.1604e+17,300.05,0.11621,4.1169,0,0
1.0516,2.8173e+05,0.84594,93881,-2.0933e+17,300.57,0.11685,4.1292,0,0
1.0556,2.8261e+05,0.83996,94398,-2.0262e+17,301.1,0.11749,4.1415,0,0
1.0592,2.8342e+05,0.8344,94875,-1.9642e+17,301.59,0.11809,4.1538,0,0
1.0625,2.8417e+05,0.82922,95317,-1.9069e+17,302.04,0.11864,4.1662,0,0
1.0658,2.8491e+05,0.82405,95758,-1.8496e+17,302.49,0.11919,4.1785,0,0
1.0692,2.8565e+05,0.81888,96200,-1.7923e+17,302.95,0.11974,4.1908,0,0
1.0718,2.8624e+05,0.81452,96559,-1.7456e+17,303.32,0.12018,4.2031,0,0
1.0743,2.8678e+05,0.81039,96894,-1.7021e+17,303.68,0.1206,4.2154,0,0
1.0768,2.8732e+05,0.80626,97229,-1.6586e+17,304.03,0.12102,4.2277,0,0
1.0792,2.8785e+05,0.80218,97560,-1.6155e+17,304.38,0.12143,4.24,0,0
1.0806,2.8814e+05,0.79939,97765,-1.589e+17,304.61,0.12168,4.2523,0,0
1.0821,2.8844e+05,0.7966,97969,-1.5625e+17,304.83,0.12194,4.2646,0,0
1.0835,2.8874e+05,0.79381,98173,-1.536e+17,305.06,0.12219,4.2769,0,0
1.0847,2.8896e+05,0.7915,98335,-1.5149e+17,305.25,0.12239,4.2892,0,0
1.0849,2.8901e+05,0.79038,98392,-1.5075e+17,305.35,0.12246,4.3015,0,0
1.0852,2.8905e+05,0.78927,98449,-1.5001e+17,305.46,0.12254,4.3138,0,0
1.0855,2.891e+05,0.78815,98506,-1.4928e+17,305.56,0.12261,4.3262,0,0
1.0849,2.8894e+05,0.78763,98473,-1.497e+17,305.62,0.12257,4.3385,0,0
1.0836,2.8862e+05,0.78761,98364,-1.5112e+17,305.64,0.12243,4.3508,0,0
