"Density","Energy","Mach","Pressure","Pressure_Coefficient","Temperature","rp","Points:0","Points:1","Points:2"
1.0823,2.883e+05,0.78759,98255,-1.5253e+17,305.66,0.12229,4.3631,0,0
1.081,2.8798e+05,0.78758,98146,-1.5394e+17,305.69,0.12216,4.3754,0,0
1.0793,2.8757e+05,0.78875,97965,-1.563e+17,305.61,0.12193,4.3877,0,0
1.0775,2.8715e+05,0.79022,97765,-1.589e+17,305.5,0.12168,4.4,0,0
1.0757,2.8672e+05,0.79169,97565,-1.615e+17,305.39,0.12144,4.4123,0,0
1.0738,2.8628e+05,0.79322,97359,-1.6417e+17,305.27,0.12118,4.4246,0,0
1.0711,2.856e+05,0.79559,97044,-1.6827e+17,305.07,0.12079,4.4369,0,0
1.0683,2.8493e+05,0.79796,96728,-1.7236e+17,304.86,0.12039,4.4492,0,0
1.0655,2.8426e+05,0.80033,96413,-1.7645e+17,304.66,0.12,4.4615,0,0
1.0626,2.8355e+05,0.80286,96080,-1.8078e+17,304.44,0.11959,4.4738,0,0
1.0594,2.8276e+05,0.80574,95707,-1.8562e+17,304.18,0.11912,4.4862,0,0
1.0562,2.8197e+05,0.80862,95334,-1.9046e+17,303.92,0.11866,4.4985,0,0
1.0529,2.8118e+05,0.8115,94962,-1.953e+17,303.66,0.1182,4.5108,0,0
1.0499,2.8043e+05,0.81405,94617,-1.9978e+17,303.43,0.11777,4.5231,0,0
1.047,2.7972e+05,0.81633,94293,-2.0398e+17,303.22,0.11736,4.5354,0,0
1.0442,2.79e+05,0.81862,93970,-2.0819e+17,303.01,0.11696,4.5477,0,0
1.0413,2.7829e+05,0.82091,93646,-2.1239e+17,302.8,0.11656,4.56,0,0
1.0399,2.7792e+05,0.82148,93500,-2.1429e+17,302.74,0.11638,4.5723,0,0
1.0388,2.7762e+05,0.82167,93392,-2.1569e+17,302.71,0.11624,4.5846,0,0
1.0377,2.7732e+05,0.82186,93284,-2.1709e+17,302.67,0.11611,4.5969,0,0
1.0367,2.7703e+05,0.82173,93194,-2.1826e+17,302.67,0.11599,4.6092,0,0
1.0369,2.7697e+05,0.81773,93316,-2.1668e+17,303.01,0.11615,4.6215,0,0
1.0371,2.7691e+05,0.81374,93437,-2.151e+17,303.36,0.1163,4.6338,0,0
1.0373,2.7684e+05,0.80974,93559,-2.1352e+17,303.7,0.11645,4.6462,0,0
1.0387,2.7708e+05,0.80486,93816,-2.1018e+17,304.11,0.11677,4.6585,0,0
1.0426,2.7793e+05,0.79821,94344,-2.0332e+17,304.67,0.11743,4.6708,0,0
1.0465,2.7879e+05,0.79155,94872,-1.9646e+17,305.23,0.11808,4.6831,0,0
1.0504,2.7964e+05,0.7849,95401,-1.896e+17,305.79,0.11874,4.6954,0,0
1.0556,2.8077e+05,0.77591,96109,-1.8041e+17,306.54,0.11962,4.7077,0,0
1.0617,2.8209e+05,0.76527,96943,-1.6957e+17,307.43,0.12066,4.72,0,0
1.0677,2.8342e+05,0.75463,97778,-1.5873e+17,308.31,0.1217,4.7323,0,0
1.0738,2.8474e+05,0.744,98612,-1.479e+17,309.2,0.12274,4.7446,0,0
1.0814,2.8639e+05,0.73119,99641,-1.3453e+17,310.23,0.12402,4.7569,0,0
1.0892,2.881e+05,0.71798,1.0071e+05,-1.207e+17,311.28,0.12534,4.7692,0,0
1.097,2.8981e+05,0.70476,1.0177e+05,-1.0687e+17,312.34,0.12667,4.7815,0,0
1.105,2.9154e+05,0.69136,1.0285e+05,-9.2839e+16,313.4,0.12802,4.7938,0,0
1.1139,2.9349e+05,0.67622,1.0407e+05,-7.6991e+16,314.56,0.12953,4.8062,0,0
1.1228,2.9544e+05,0.66108,1.0529e+05,-6.1143e+16,315.72,0.13105,4.8185,0,0
1.1317,2.9739e+05,0.64594,1.0651e+05,-4.5295e+16,316.88,0.13257,4.8308,0,0
1.1407,2.9935e+05,0.63039,1.0775e+05,-2.9225e+16,318.05,0.13411,4.8431,0,0
1.1498,3.0133e+05,0.61408,1.0902e+05,-1.275e+16,319.21,0.13569,4.8554,0,0
1.1589,3.0331e+05,0.59778,1.1029e+05,3.7244e+15,320.38,0.13727,4.8677,0,0
1.1681,3.053e+05,0.58148,1.1156e+05,2.0199e+16,321.55,0.13885,4.88,0,0
1.177,3.0723e+05,0.56487,1.1281e+05,3.6494e+16,322.68,0.14041,4.8923,0,0
1.1859,3.0914e+05,0.54806,1.1406e+05,5.2674e+16,323.8,0.14196,4.9046,0,0
1.1948,3.1105e+05,0.53125,1.153e+05,6.8855e+16,324.91,0.14351,4.9169,0,0
1.2036,3.1296e+05,0.51444,1.1655e+05,8.5036e+16,326.02,0.14506,4.9292,0,0
1.2121,3.148e+05,0.49711,1.1776e+05,1.0078e+17,327.09,0.14657,4.9415,0,0
1.2206,3.1662e+05,0.47969,1.1897e+05,1.1646e+17,328.15,0.14807,4.9538,0,0
1.229,3.1844e+05,0.46227,1.2018e+05,1.3214e+17,329.21,0.14958,4.9662,0,0
1.2373,3.2023e+05,0.44481,1.2137e+05,1.4761e+17,330.26,0.15106,4.9785,0,0
1.2447,3.2177e+05,0.42706,1.2244e+05,1.6151e+17,331.19,0.15239,4.9908,0,0
1.252,3.2331e+05,0.40932,1.2351e+05,1.754e+17,332.12,0.15372,5.0031,0,0
1.2594,3.2484e+05,0.39157,1.2458e+05,1.893e+17,333.05,0.15506,5.0154,0,0
1.2662,3.2624e+05,0.37396,1.2557e+05,2.0221e+17,333.91,0.15629,5.0277,0,0
1.2721,3.2741e+05,0.35655,1.2644e+05,2.135e+17,334.66,0.15737,5.04,0,0
1.278,3.2859e+05,0.33914,1.2731e+05,2.2479e+17,335.4,0.15846,5.0523,0,0
1.2839,3.2976e+05,0.32174,1.2818e+05,2.3608e+17,336.15,0.15954,5.0646,0,0
1.2891,3.308e+05,0.30444,1.2896e+05,2.4618e+17,336.8,0.16051,5.0769,0,0
1.2941,3.3176e+05,0.28721,1.2968e+05,2.5558e+17,337.4,0.16141,5.0892,0,0
1.299,3.3273e+05,0.26998,1.304e+05,2.6498e+17,338.01,0.16231,5.1015,0,0
1.3039,3.3369e+05,0.25275,1.3113e+05,2.7439e+17,338.61,0.16321,5.1138,0,0
1.3082,3.3457e+05,0.23592,1.3175e+05,2.8249e+17,339.08,0.16399,5.1262,0,0
1.3125,3.3544e+05,0.21912,1.3236e+05,2.9042e+17,339.54,0.16475,5.1385,0,0
1.3168,3.363e+05,0.20233,1.3297e+05,2.9836e+17,340,0.16551,5.1508,0,0
1.3209,3.3712e+05,0.18554,1.3356e+05,3.0592e+17,340.44,0.16623,5.1631,0,0
1.3237,3.3766e+05,0.1687,1.3397e+05,3.1124e+17,340.76,0.16674,5.1754,0,0
1.3265,3.3819e+05,0.15185,1.3437e+05,3.1655e+17,341.07,0.16725,5.1877,0,0
1.3293,3.3873e+05,0.13501,1.3478e+05,3.2187e+17,341.39,0.16776,5.2,0,0
1.3315,3.3912e+05,0.11812,1.3511e+05,3.2606e+17,341.64,0.16816,5.2123,0,0
1.3328,3.393e+05,0.10116,1.353e+05,3.2855e+17,341.81,0.1684,5.2246,0,0
1.334,3.3948e+05,0.084204,1.3549e+05,3.3104e+17,341.98,0.16864,5.2369,0,0
1.3352,3.3967e+05,0.067243,1.3568e+05,3.3353e+17,342.15,0.16888,5.2492,0,0
1.3357,3.397e+05,0.053461,1.3576e+05,3.3457e+17,342.23,0.16898,5.2615,0,0
1.3358,3.3967e+05,0.041341,1.3578e+05,3.3485e+17,342.26,0.169,5.2738,0,0
1.3359,3.3963e+05,0.029221,1.358e+05,3.3512e+17,342.29,0.16903,5.2862,0,0
1.3359,3.396e+05,0.017101,1.3583e+05,3.354e+17,342.33,0.16906,5.2985,0,0
1.3347,3.3928e+05,0.02997,1.3566e+05,3.3319e+17,342.21,0.16885,5.3108,0,0
1.3334,3.3894e+05,0.045238,1.3547e+05,3.3075e+17,342.08,0.16861,5.3231,0,0
1.332,3.386e+05,0.060506,1.3528e+05,3.283e+17,341.94,0.16838,5.3354,0,0
1.3304,3.3819e+05,0.076161,1.3505e+05,3.2534e+17,341.78,0.16809,5.3477,0,0
1.3275,3.3748e+05,0.093734,1.3463e+05,3.1983e+17,341.46,0.16757,5.36,0,0
1.3245,3.3676e+05,0.11131,1.342e+05,3.1431e+17,341.14,0.16704,5.3723,0,0
1.3216,3.3605e+05,0.12888,1.3378e+05,3.088e+17,340.82,0.16651,5.3846,0,0
1.318,3.3521e+05,0.14626,1.3327e+05,3.0223e+17,340.45,0.16588,5.3969,0,0
1.3136,3.342e+05,0.16336,1.3266e+05,2.9423e+17,340.01,0.16511,5.4092,0,0
1.3092,3.3319e+05,0.18047,1.3204e+05,2.8624e+17,339.57,0.16435,5.4215,0,0
1.3048,3.3218e+05,0.19758,1.3142e+05,2.7824e+17,339.12,0.16358,5.4338,0,0
1.2997,3.3101e+05,0.21473,1.307e+05,2.6879e+17,338.59,0.16267,5.4462,0,0
1.2941,3.2976e+05,0.2319,1.2992e+05,2.5866e+17,338.01,0.1617,5.4585,0,0
1.2885,3.2851e+05,0.24907,1.2914e+05,2.4852e+17,337.44,0.16073,5.4708,0,0
1.2829,3.2726e+05,0.26623,1.2836e+05,2.3839e+17,336.86,0.15976,5.4831,0,0
1.2765,3.2585e+05,0.2835,1.2745e+05,2.2665e+17,336.18,0.15863,5.4954,0,0
1.2699,3.2443e+05,0.30076,1.2654e+05,2.148e+17,335.48,0.1575,5.5077,0,0
1.2634,3.2301e+05,0.31803,1.2563e+05,2.0295e+17,334.79,0.15636,5.52,0,0
1.2568,3.2156e+05,0.33521,1.247e+05,1.9089e+17,334.08,0.15521,5.5323,0,0
1.2496,3.2003e+05,0.352,1.237e+05,1.7794e+17,333.29,0.15397,5.5446,0,0
1.2425,3.185e+05,0.36879,1.227e+05,1.6499e+17,332.5,0.15273,5.5569,0,0
1.2353,3.1696e+05,0.38558,1.2171e+05,1.5205e+17,331.72,0.15148,5.5692,0,0
1.228,3.1537e+05,0.40163,1.2069e+05,1.3886e+17,330.92,0.15022,5.5815,0,0
1.2204,3.1372e+05,0.41676,1.1965e+05,1.2538e+17,330.11,0.14893,5.5938,0,0
1.2128,3.1206e+05,0.43188,1.1862e+05,1.1191e+17,329.3,0.14764,5.6062,0,0
1.2051,3.104e+05,0.44701,1.1758e+05,9.8428e+16,328.5,0.14635,5.6185,0,0
1.198,3.0884e+05,0.46037,1.1661e+05,8.5885e+16,327.73,0.14514,5.6308,0,0
1.1911,3.0733e+05,0.47299,1.1568e+05,7.3737e+16,326.98,0.14398,5.6431,0,0
1.1842,3.0581e+05,0.4856,1.1474e+05,6.159e+16,326.24,0.14282,5.6554,0,0
1.1773,3.0429e+05,0.49822,1.1381e+05,4.9442e+16,325.49,0.14165,5.6677,0,0
1.1723,3.0318e+05,0.5054,1.1317e+05,4.1232e+16,325.06,0.14086,5.68,0,0
1.1673,3.0207e+05,0.51235,1.1256e+05,3.3192e+16,324.65,0.14009,5.6923,0,0
1.1624,3.0097e+05,0.5193,1.1194e+05,2.5153e+16,324.24,0.13932,5.7046,0,0
1.1585,3.0009e+05,0.52455,1.1145e+05,1.8826e+16,323.92,0.13872,5.7169,0,0
1.1583,3e+05,0.52362,1.1145e+05,1.8779e+16,323.97,0.13871,5.7292,0,0
1.1581,2.9992e+05,0.52268,1.1144e+05,1.8732e+16,324.01,0.13871,5.7415,0,0
1.1579,2.9983e+05,0.52174,1.1144e+05,1.8685e+16,324.06,0.1387,5.7538,0,0
1.1619,3.0089e+05,0.51429,1.1206e+05,2.6696e+16,324.69,0.13947,5.7662,0,0
1.1709,3.0324e+05,0.49949,1.1337e+05,4.3793e+16,325.99,0.14111,5.7785,0,0
1.1798,3.056e+05,0.4847,1.1469e+05,6.089e+16,327.28,0.14275,5.7908,0,0
1.1887,3.0795e+05,0.46991,1.16e+05,7.7986e+16,328.58,0.14439,5.8031,0,0
1.1968,3.0987e+05,0.4496,1.1729e+05,9.4666e+16,329.95,0.14599,5.8154,0,0
1.2046,3.1164e+05,0.4272,1.1856e+05,1.1119e+17,331.35,0.14757,5.8277,0,0
1.2125,3.134e+05,0.40481,1.1983e+05,1.2771e+17,332.75,0.14915,5.84,0,0
1.2203,3.1516e+05,0.38241,1.2111e+05,1.4423e+17,334.15,0.15074,5.8523,0,0
1.2307,3.1769e+05,0.35113,1.2277e+05,1.6588e+17,335.85,0.15281,5.8646,0,0
1.2411,3.2024e+05,0.31968,1.2445e+05,1.8762e+17,337.56,0.15489,5.8769,0,0
1.2515,3.2278e+05,0.28823,1.2612e+05,2.0936e+17,339.28,0.15698,5.8892,0,0
1.2603,3.2492e+05,0.25729,1.2758e+05,2.2831e+17,340.84,0.15879,5.9015,0,0
1.2638,3.2576e+05,0.228,1.2835e+05,2.3827e+17,341.92,0.15975,5.9138,0,0
1.2674,3.2659e+05,0.19871,1.2911e+05,2.4823e+17,343.01,0.1607,5.9262,0,0
1.2709,3.2743e+05,0.16943,1.2988e+05,2.5819e+17,344.09,0.16166,5.9385,0,0
1.2721,3.2768e+05,0.14341,1.3029e+05,2.6354e+17,344.86,0.16217,5.9508,0,0
1.2709,3.2734e+05,0.12076,1.3034e+05,2.6415e+17,345.31,0.16223,5.9631,0,0
1.2697,3.2699e+05,0.098103,1.3039e+05,2.6476e+17,345.76,0.16229,5.9754,0,0
1.2685,3.2664e+05,0.07545,1.3043e+05,2.6537e+17,346.21,0.16235,5.9877,0,0
1.2686,3.2615e+05,0.063167,1.3031e+05,2.6376e+17,345.85,0.16219,6,0,0
1.2692,3.2561e+05,0.054362,1.3013e+05,2.614e+17,345.22,0.16196,6.0123,0,0
1.2697,3.2507e+05,0.045556,1.2995e+05,2.5904e+17,344.59,0.16174,6.0246,0,0
1.2703,3.2453e+05,0.036805,1.2976e+05,2.5668e+17,343.96,0.16151,6.0369,0,0
1.2718,3.2444e+05,0.03968,1.2972e+05,2.561e+17,343.43,0.16146,6.0492,0,0
1.2733,3.2436e+05,0.042554,1.2968e+05,2.5552e+17,342.9,0.1614,6.0615,0,0
1.2748,3.2427e+05,0.045429,1.2963e+05,2.5494e+17,342.37,0.16135,6.0738,0,0
1.2756,3.2406e+05,0.050331,1.2953e+05,2.5363e+17,341.91,0.16122,6.0862,0,0
1.2741,3.2354e+05,0.060993,1.2927e+05,2.5023e+17,341.61,0.16089,6.0985,0,0
1.2726,3.2301e+05,0.071655,1.2901e+05,2.4683e+17,341.31,0.16057,6.1108,0,0
1.2712,3.2249e+05,0.082316,1.2874e+05,2.4343e+17,341.01,0.16024,6.1231,0,0
1.2698,3.2208e+05,0.09453,1.285e+05,2.4027e+17,340.73,0.15994,6.1354,0,0
1.2686,3.2179e+05,0.1082,1.2827e+05,2.3733e+17,340.47,0.15966,6.1477,0,0
1.2673,3.215e+05,0.12187,1.2805e+05,2.3438e+17,340.2,0.15938,6.16,0,0
1.266,3.2121e+05,0.13553,1.2782e+05,2.3144e+17,339.93,0.15909,6.1723,0,0
1.2633,3.2058e+05,0.1513,1.2739e+05,2.2589e+17,339.54,0.15856,6.1846,0,0
1.2601,3.1984e+05,0.16768,1.2691e+05,2.1958e+17,339.1,0.15796,6.1969,0,0
1.2569,3.1911e+05,0.18406,1.2642e+05,2.1326e+17,338.66,0.15735,6.2092,0,0
1.2537,3.1837e+05,0.20046,1.2593e+05,2.0688e+17,338.22,0.15674,6.2215,0,0
1.2493,3.1741e+05,0.21734,1.2528e+05,1.985e+17,337.66,0.15594,6.2338,0,0
1.2449,3.1646e+05,0.23423,1.2464e+05,1.9012e+17,337.11,0.15513,6.2462,0,0
1.2405,3.155e+05,0.25111,1.2399e+05,1.8174e+17,336.56,0.15433,6.2585,0,0
1.2357,3.1449e+05,0.26801,1.2331e+05,1.7285e+17,335.98,0.15348,6.2708,0,0
1.2302,3.1333e+05,0.28496,1.2252e+05,1.6265e+17,335.33,0.1525,6.2831,0,0
1.2247,3.1218e+05,0.3019,1.2174e+05,1.5245e+17,334.68,0.15152,6.2954,0,0
1.2192,3.1102e+05,0.31885,1.2095e+05,1.4225e+17,334.03,0.15055,6.3077,0,0
1.2132,3.0977e+05,0.33561,1.2011e+05,1.3131e+17,333.33,0.1495,6.32,0,0
1.2069,3.0846e+05,0.3522,1.1922e+05,1.1974e+17,332.59,0.14839,6.3323,0,0
1.2005,3.0714e+05,0.36879,1.1833e+05,1.0818e+17,331.85,0.14728,6.3446,0,0
1.1942,3.0582e+05,0.38539,1.1744e+05,9.6609e+16,331.12,0.14617,6.3569,0,0
1.1874,3.0441e+05,0.40129,1.165e+05,8.4424e+16,330.33,0.145,6.3692,0,0
1.1806,3.0298e+05,0.41701,1.1555e+05,7.2081e+16,329.54,0.14382,6.3815,0,0
1.1737,3.0155e+05,0.43273,1.146e+05,5.9737e+16,328.74,0.14264,6.3938,0,0
1.1668,3.0012e+05,0.44839,1.1365e+05,4.7381e+16,327.94,0.14145,6.4062,0,0
1.1597,2.9862e+05,0.46286,1.1268e+05,3.4792e+16,327.12,0.14025,6.4185,0,0
1.1527,2.9711e+05,0.47732,1.1171e+05,2.2201e+16,326.29,0.13904,6.4308,0,0
1.1456,2.9561e+05,0.49179,1.1074e+05,9.6118e+15,325.47,0.13783,6.4431,0,0
1.1385,2.9411e+05,0.50575,1.0978e+05,-2.845e+15,324.65,0.13664,6.4554,0,0
1.1316,2.9261e+05,0.51859,1.0884e+05,-1.5001e+16,323.85,0.13548,6.4677,0,0
1.1246,2.9112e+05,0.53142,1.0791e+05,-2.7158e+16,323.06,0.13431,6.48,0,0
1.1176,2.8962e+05,0.54426,1.0697e+05,-3.9314e+16,322.26,0.13315,6.4923,0,0
1.111,2.8817e+05,0.55605,1.0608e+05,-5.0858e+16,321.5,0.13204,6.5046,0,0
1.1046,2.8677e+05,0.56704,1.0523e+05,-6.1925e+16,320.76,0.13098,6.5169,0,0
1.0981,2.8536e+05,0.57802,1.0438e+05,-7.2992e+16,320.02,0.12992,6.5292,0,0
1.0917,2.8396e+05,0.589,1.0353e+05,-8.4059e+16,319.29,0.12886,6.5415,0,0
1.0861,2.8272e+05,0.59822,1.0279e+05,-9.3659e+16,318.64,0.12794,6.5538,0,0
1.0807,2.8152e+05,0.60703,1.0207e+05,-1.0293e+17,318.02,0.12705,6.5662,0,0
1.0752,2.8031e+05,0.61585,1.0136e+05,-1.1221e+17,317.39,0.12616,6.5785,0,0
1.0699,2.7913e+05,0.6245,1.0066e+05,-1.2132e+17,316.78,0.12529,6.5908,0,0
1.0657,2.7819e+05,0.63103,1.0011e+05,-1.2838e+17,316.3,0.12461,6.6031,0,0
1.0615,2.7726e+05,0.63755,99571,-1.3545e+17,315.82,0.12393,6.6154,0,0
1.0573,2.7632e+05,0.64407,99027,-1.4251e+17,315.34,0.12325,6.6277,0,0
1.0536,2.7548e+05,0.64979,98543,-1.4879e+17,314.91,0.12265,6.64,0,0
1.0508,2.7484e+05,0.65388,98184,-1.5346e+17,314.61,0.12221,6.6523,0,0
1.0479,2.742e+05,0.65796,97824,-1.5813e+17,314.3,0.12176,6.6646,0,0
1.0451,2.7356e+05,0.66205,97464,-1.628e+17,314,0.12131,6.6769,0,0
1.0432,2.7313e+05,0.66479,97223,-1.6594e+17,313.79,0.12101,6.6892,0,0
1.042,2.7285e+05,0.66657,97065,-1.6798e+17,313.65,0.12081,6.7015,0,0
1.0408,2.7257e+05,0.66836,96908,-1.7003e+17,313.51,0.12062,6.7138,0,0
1.0395,2.7229e+05,0.67014,96751,-1.7207e+17,313.37,0.12042,6.7262,0,0
1.039,2.7215e+05,0.67024,96696,-1.7278e+17,313.35,0.12035,6.7385,0,0
1.0386,2.7203e+05,0.67001,96660,-1.7324e+17,313.35,0.12031,6.7508,0,0
1.0383,2.7191e+05,0.66979,96625,-1.737e+17,313.35,0.12027,6.7631,0,0
1.038,2.7182e+05,0.66935,96610,-1.739e+17,313.36,0.12025,6.7754,0,0
1.0392,2.7208e+05,0.66686,96782,-1.7166e+17,313.56,0.12046,6.7877,0,0
1.0404,2.7234e+05,0.66437,96955,-1.6941e+17,313.76,0.12068,6.8,0,0
1.0416,2.7261e+05,0.66188,97128,-1.6717e+17,313.96,0.12089,6.8123,0,0
1.0433,2.7296e+05,0.65869,97355,-1.6422e+17,314.2,0.12117,6.8246,0,0
1.0456,2.7347e+05,0.65424,97681,-1.5999e+17,314.54,0.12158,6.8369,0,0
1.048,2.7398e+05,0.64978,98007,-1.5575e+17,314.87,0.12199,6.8492,0,0
1.0504,2.745e+05,0.64532,98333,-1.5152e+17,315.21,0.12239,6.8615,0,0
1.0535,2.7518e+05,0.63967,98755,-1.4603e+17,315.63,0.12292,6.8738,0,0
1.057,2.7596e+05,0.63325,99239,-1.3975e+17,316.11,0.12352,6.8862,0,0
1.0606,2.7674e+05,0.62684,99723,-1.3346e+17,316.59,0.12412,6.8985,0,0
1.0641,2.7752e+05,0.62042,1.0021e+05,-1.2718e+17,317.07,0.12472,6.9108,0,0
1.0679,2.7834e+05,0.61346,1.0072e+05,-1.2049e+17,317.56,0.12536,6.9231,0,0
1.0717,2.7917e+05,0.60642,1.0124e+05,-1.1375e+17,318.06,0.12601,6.9354,0,0
1.0755,2.7999e+05,0.59938,1.0176e+05,-1.07e+17,318.56,0.12666,6.9477,0,0
1.0793,2.808e+05,0.59249,1.0227e+05,-1.0044e+17,319.05,0.12729,6.96,0,0
1.0822,2.8142e+05,0.58678,1.0267e+05,-9.5222e+16,319.43,0.12779,6.9723,0,0
1.0851,2.8204e+05,0.58107,1.0307e+05,-9.0008e+16,319.82,0.12829,6.9846,0,0
1.088,2.8266e+05,0.57536,1.0347e+05,-8.4793e+16,320.2,0.12879,6.9969,0,0
1.0903,2.8314e+05,0.5706,1.0379e+05,-8.0591e+16,320.52,0.12919,7.0092,0,0
1.0917,2.8341e+05,0.56741,1.0399e+05,-7.8074e+16,320.72,0.12943,7.0215,0,0
1.093,2.8367e+05,0.56422,1.0418e+05,-7.5557e+16,320.92,0.12967,7.0338,0,0
1.0944,2.8394e+05,0.56103,1.0438e+05,-7.304e+16,321.12,0.12991,7.0462,0,0
1.0949,2.8402e+05,0.55956,1.0445e+05,-7.208e+16,321.21,0.13,7.0585,0,0
1.0948,2.8399e+05,0.55911,1.0445e+05,-7.2031e+16,321.23,0.13001,7.0708,0,0
1.0948,2.8396e+05,0.55865,1.0446e+05,-7.1981e+16,321.25,0.13001,7.0831,0,0
1.0948,2.8394e+05,0.55819,1.0446e+05,-7.1932e+16,321.27,0.13002,7.0954,0,0
1.0928,2.8342e+05,0.56104,1.0419e+05,-7.5495e+16,321.02,0.12968,7.1077,0,0
1.0905,2.8285e+05,0.5643,1.0388e+05,-7.9517e+16,320.73,0.12929,7.12,0,0
1.0882,2.8227e+05,0.56757,1.0357e+05,-8.354e+16,320.44,0.12891,7.1323,0,0
1.0857,2.8165e+05,0.57132,1.0323e+05,-8.7983e+16,320.12,0.12848,7.1446,0,0
1.0817,2.8073e+05,0.57792,1.0269e+05,-9.4954e+16,319.64,0.12781,7.1569,0,0
1.0776,2.7981e+05,0.58453,1.0215e+05,-1.0192e+17,319.16,0.12714,7.1692,0,0
1.0736,2.7889e+05,0.59113,1.0162e+05,-1.0889e+17,318.68,0.12648,7.1815,0,0
1.0689,2.7784e+05,0.59902,1.0099e+05,-1.1702e+17,318.11,0.1257,7.1938,0,0
1.0632,2.7658e+05,0.60886,1.0023e+05,-1.2689e+17,317.41,0.12475,7.2062,0,0
1.0575,2.7533e+05,0.6187,99470,-1.3676e+17,316.7,0.12381,7.2185,0,0
1.0517,2.7407e+05,0.62853,98710,-1.4662e+17,316,0.12286,7.2308,0,0
1.0453,2.7266e+05,0.63931,97864,-1.5761e+17,315.21,0.12181,7.2431,0,0
1.0385,2.7116e+05,0.65058,96973,-1.6918e+17,314.38,0.1207,7.2554,0,0
1.0317,2.6967e+05,0.66185,96082,-1.8075e+17,313.55,0.11959,7.2677,0,0
1.0249,2.6817e+05,0.67313,95191,-1.9232e+17,312.71,0.11848,7.28,0,0
1.0179,2.6661e+05,0.68428,94284,-2.0411e+17,311.85,0.11735,7.2923,0,0
1.0109,2.6504e+05,0.69542,93374,-2.1592e+17,311,0.11622,7.3046,0,0
1.0038,2.6347e+05,0.70655,92465,-2.2772e+17,310.14,0.11509,7.3169,0,0
0.99697,2.6195e+05,0.7174,91583,-2.3918e+17,309.3,0.11399,7.3292,0,0
0.99119,2.6067e+05,0.72674,90837,-2.4887e+17,308.55,0.11306,7.3415,0,0
0.98541,2.5939e+05,0.73608,90090,-2.5857e+17,307.81,0.11213,7.3538,0,0
0.97964,2.5811e+05,0.74543,89344,-2.6826e+17,307.07,0.1112,7.3662,0,0
0.97474,2.5701e+05,0.75288,88723,-2.7632e+17,306.47,0.11043,7.3785,0,0
0.97104,2.5616e+05,0.75774,88275,-2.8214e+17,306.08,0.10987,7.3908,0,0
0.96735,2.5532e+05,0.76259,87827,-2.8796e+17,305.69,0.10932,7.4031,0,0
0.96366,2.5447e+05,0.76745,87380,-2.9377e+17,305.3,0.10876,7.4154,0,0
0.96288,2.5433e+05,0.76766,87323,-2.9451e+17,305.35,0.10869,7.4277,0,0
0.9635,2.5452e+05,0.76565,87453,-2.9282e+17,305.61,0.10885,7.44,0,0
0.96411,2.5471e+05,0.76364,87582,-2.9114e+17,305.87,0.10901,7.4523,0,0
0.96472,2.549e+05,0.76163,87712,-2.8945e+17,306.13,0.10917,7.4646,0,0
0.9788,2.5839e+05,0.74087,89602,-2.6491e+17,308.14,0.11152,7.4769,0,0
0.99383,2.6213e+05,0.71877,91618,-2.3873e+17,310.28,0.11403,7.4892,0,0
1.0089,2.6586e+05,0.69666,93634,-2.1255e+17,312.42,0.11654,7.5015,0,0
1.0243,2.6961e+05,0.67272,95715,-1.8551e+17,314.59,0.11913,7.5138,0,0
1.0416,2.7342e+05,0.64093,98081,-1.548e+17,316.92,0.12208,7.5262,0,0
1.059,2.7722e+05,0.60913,1.0045e+05,-1.2408e+17,319.24,0.12502,7.5385,0,0
1.0763,2.8103e+05,0.57733,1.0281e+05,-9.3364e+16,321.57,0.12797,7.5508,0,0
1.0935,2.8483e+05,0.54414,1.0519e+05,-6.2453e+16,323.85,0.13093,7.5631,0,0
1.1106,2.8862e+05,0.50919,1.0759e+05,-3.1297e+16,326.05,0.13391,7.5754,0,0
1.1278,2.924e+05,0.47425,1.0999e+05,-1.4186e+14,328.26,0.1369,7.5877,0,0
1.1449,2.9619e+05,0.43931,1.1239e+05,3.1014e+16,330.47,0.13989,7.6,0,0
1.1555,2.9838e+05,0.41025,1.1395e+05,5.1272e+16,332,0.14183,7.6123,0,0
1.1633,2.9988e+05,0.38372,1.1515e+05,6.6871e+16,333.24,0.14332,7.6246,0,0
1.1711,3.0138e+05,0.35718,1.1635e+05,8.247e+16,334.48,0.14482,7.6369,0,0
1.1789,3.0288e+05,0.33064,1.1755e+05,9.8068e+16,335.72,0.14631,7.6492,0,0
1.1836,3.0382e+05,0.31144,1.1829e+05,1.0768e+17,336.49,0.14723,7.6615,0,0
1.1882,3.0474e+05,0.29258,1.1901e+05,1.1703e+17,337.23,0.14813,7.6738,0,0
1.1928,3.0566e+05,0.27372,1.1973e+05,1.2637e+17,337.97,0.14902,7.6862,0,0
1.1968,3.0647e+05,0.25629,1.2037e+05,1.3468e+17,338.63,0.14982,7.6985,0,0
1.1991,3.0686e+05,0.24418,1.2072e+05,1.3918e+17,338.97,0.15025,7.7108,0,0
1.2013,3.0726e+05,0.23208,1.2106e+05,1.4367e+17,339.3,0.15068,7.7231,0,0
1.2036,3.0765e+05,0.21998,1.2141e+05,1.4817e+17,339.64,0.15111,7.7354,0,0
1.2054,3.0795e+05,0.21009,1.2167e+05,1.5161e+17,339.88,0.15144,7.7477,0,0
