"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum_x","Residual_Momentum_y","Residual_Energy"
408, 1.497695852535004e+01, 6.500000000000000e+00, 1.872436999328143e+00, 4.866453992541972e+02, -2.114937149597187e+01, 4.238384705038843e+05, 1.441918342539348e+05, 2.682648658182095e+02, 7.922904283069276e-01, 1.373241278608904e+05, -1.598721155460225e-14, -2.273736754432321e-11, -2.182787284255028e-11, -1.071020960807800e-08
409, 1.467741935484322e+01, 6.500000000000000e+00, 1.857734258034607e+00, 4.869521966215750e+02, -2.554136696672559e+01, 4.207220409172025e+05, 1.426904508102636e+05, 2.675726164889649e+02, 8.004415930882264e-01, 1.358942388669178e+05, 3.463895836830488e-14, -9.322320693172514e-12, -1.455191522836685e-11, 1.117587089538574e-08
410, 1.437788018433638e+01, 6.500000000000000e+00, 1.845230983376967e+00, 4.873266095711040e+02, -2.909697845084659e+01, 4.181234963606076e+05, 1.414169839903903e+05, 2.669815055731400e+02, 8.077048667893590e-01, 1.346814133241813e+05, -3.375077994860476e-14, -2.432898327242583e-11, 7.275957614183426e-12, -5.122274160385132e-09
411, 1.407834101382954e+01, 6.500000000000000e+00, 1.835273391417377e+00, 4.876274650524487e+02, -3.179812710683687e+01, 4.160771165680843e+05, 1.404083840690465e+05, 2.665155899823421e+02, 8.135769951709816e-01, 1.337208419705205e+05, 2.486899575160351e-14, 1.000444171950221e-11, 7.275957614183426e-12, -5.587935447692871e-09
412, 1.377880184332270e+01, 6.500000000000000e+00, 1.827794993125066e+00, 4.877882757220044e+02, -3.372992626782556e+01, 4.145444849574476e+05, 1.396578459847496e+05, 2.661755752858244e+02, 8.179123254483145e-01, 1.330060437949996e+05, 1.243449787580175e-14, -1.455191522836685e-11, 7.275957614183426e-12, 6.519258022308350e-09
413, 1.347926267281588e+01, 6.500000000000000e+00, 1.822476848244377e+00, 4.877922959344107e+02, -3.502044568459650e+01, 4.134466047094190e+05, 1.391321898841929e+05, 2.659475208007691e+02, 8.208096917984541e-01, 1.325054189373266e+05, -4.085620730620576e-14, -4.092726157978177e-12, 7.275957614183426e-12, -1.583248376846313e-08
414, 1.317972350230904e+01, 6.500000000000000e+00, 1.818922489876820e+00, 4.876429993373108e+02, -3.579564677424667e+01, 4.126953695678221e+05, 1.387903841141335e+05, 2.658125796785358e+02, 8.224663087864287e-01, 1.321798896325081e+05, -8.881784197001252e-15, -3.092281986027956e-11, -0.000000000000000e+00, -2.281740307807922e-08
415, 1.288018433180221e+01, 6.500000000000000e+00, 1.816769014533562e+00, 4.873446116734922e+02, -3.615870084366928e+01, 4.122122268344476e+05, 1.385951180369234e+05, 2.657532373508320e+02, 8.230769386229826e-01, 1.319939219399271e+05, 6.039613253960852e-14, 3.274180926382542e-11, -1.455191522836685e-11, 3.539025783538818e-08
416, 1.258064516129537e+01, 6.500000000000000e+00, 1.815728345977598e+00, 4.868941287398721e+02, -3.618671473522157e+01, 4.119343076444836e+05, 1.385170011805629e+05, 2.657556781696964e+02, 8.227913095046914e-01, 1.319195249338695e+05, -6.572520305780927e-14, -6.366462912410498e-12, -1.455191522836685e-11, -2.048909664154053e-08
417, 1.228110599078854e+01, 6.500000000000000e+00, 1.815586754038715e+00, 4.862802934047484e+02, -3.593520990038405e+01, 4.118134763064604e+05, 1.385344236039829e+05, 2.658098325107726e+02, 8.217087267059159e-01, 1.319361177180790e+05, 8.881784197001252e-15, -2.273736754432321e-12, -0.000000000000000e+00, 2.793967723846436e-09
418, 1.198156682028170e+01, 6.500000000000000e+00, 1.816188845890245e+00, 4.854853542377079e+02, -3.544430040607487e+01, 4.118129720155758e+05, 1.386318309324854e+05, 2.659085490335557e+02, 8.198879246520102e-01, 1.320288866023671e+05, -4.973799150320701e-14, -1.000444171950221e-11, 7.275957614183426e-12, -1.722946763038635e-08
419, 1.168202764977487e+01, 6.500000000000000e+00, 1.817419961964692e+00, 4.844874321345142e+02, -3.474406480448287e+01, 4.119040220212617e+05, 1.387978550396311e+05, 2.660466569248425e+02, 8.173599388736208e-01, 1.321870047996487e+05, 2.664535259100376e-14, 6.821210263296962e-12, 7.275957614183426e-12, 4.656612873077393e-09
420, 1.138248847926803e+01, 6.500000000000000e+00, 1.819192026909046e+00, 4.832626679403375e+02, -3.385849263855989e+01, 4.120632270528520e+05, 1.390238140911307e+05, 2.662201970089920e+02, 8.141392005308761e-01, 1.324022038963150e+05, -1.421085471520200e-14, 1.409716787748039e-11, -7.275957614183426e-12, 1.071020960807800e-08
421, 1.108294930876120e+01, 6.500000000000000e+00, 1.821433614440467e+00, 4.817869435669271e+02, -3.280820568074108e+01, 4.122707817181896e+05, 1.393026539904380e+05, 2.664258676473333e+02, 8.102317641911261e-01, 1.326677657051791e+05, 1.776356839400250e-14, -5.002220859751105e-12, -7.275957614183426e-12, 1.955777406692505e-08
422, 1.078341013825437e+01, 6.500000000000000e+00, 1.824083217822059e+00, 4.800373129136722e+02, -3.161240890635163e+01, 4.125093197957654e+05, 1.396282226864152e+05, 2.666606341392700e+02, 8.056413124740710e-01, 1.329778311299192e+05, -7.105427357601002e-15, 5.456968210637569e-12, -0.000000000000000e+00, 9.778887033462524e-09
423, 1.048387096774754e+01, 6.500000000000000e+00, 1.827084417583631e+00, 4.779934643759721e+02, -3.029039964819674e+01, 4.127631635063229e+05, 1.399947386978712e+05, 2.669214318384135e+02, 8.003741218960572e-01, 1.333268939979726e+05, -3.552713678800501e-14, -1.455191522836685e-11, 7.275957614183426e-12, -1.676380634307861e-08
424, 1.018433179724070e+01, 6.500000000000000e+00, 1.830382352714638e+00, 4.756394962515689e+02, -2.886258735611411e+01, 4.130179030363508e+05, 1.403963910487797e+05, 2.672049317363822e+02, 7.944437176745510e-01, 1.337094200464569e+05, -2.486899575160351e-14, 2.273736754432321e-13, -1.455191522836685e-11, -5.122274160385132e-09
425, 9.884792626733862e+00, 6.500000000000000e+00, 1.833922029454824e+00, 4.729659359009575e+02, -2.735064897593783e+01, 4.132604014556904e+05, 1.408271292889888e+05, 2.675074024915486e+02, 7.878747687307124e-01, 1.341196469418941e+05, 1.065814103640150e-14, -6.366462912410498e-12, 7.275957614183426e-12, 4.190951585769653e-09
426, 9.585253456227022e+00, 6.500000000000000e+00, 1.837649257498539e+00, 4.699715546538621e+02, -2.577651297877807e+01, 4.134793043516994e+05, 1.412807343037543e+05, 2.678247235702960e+02, 7.807050901894755e-01, 1.345516517178612e+05, 5.329070518200751e-15, 5.911715561524034e-12, -0.000000000000000e+00, 2.002343535423279e-08
427, 9.285714285720196e+00, 6.500000000000000e+00, 1.841515368758889e+00, 4.666644868275298e+02, -2.415977035704160e+01, 4.136662450835668e+05, 1.417513076555291e+05, 2.681526366290303e+02, 7.729844458478108e-01, 1.349998168147897e+05, -3.108624468950438e-14, -8.867573342286050e-12, -7.275957614183426e-12, -2.281740307807922e-08
428, 8.986175115213364e+00, 6.500000000000000e+00, 1.845486682648136e+00, 4.630612707616277e+02, -2.251414601008467e+01, 4.138177292419896e+05, 1.422343061924838e+05, 2.684873252578575e+02, 7.647676674386608e-01, 1.354598154214132e+05, -2.486899575160351e-14, -9.777068044058979e-12, 7.275957614183426e-12, -1.001171767711639e-08
429, 8.686635944706531e+00, 6.500000000000000e+00, 1.849547543125238e+00, 4.591837768943858e+02, -2.084740187151226e+01, 4.139352298022372e+05, 1.427269522609138e+05, 2.688257325794368e+02, 7.561081277116581e-01, 1.359290021532513e+05, 2.930988785010413e-14, 2.637534635141492e-11, -2.182787284255028e-11, 1.280568540096283e-08
430, 8.387096774199691e+00, 6.500000000000000e+00, 1.853688772460500e+00, 4.550596953560333e+02, -1.915907288902525e+01, 4.140228980840920e+05, 1.432271499672011e+05, 2.691651789892608e+02, 7.470640619638689e-01, 1.364053809211440e+05, -5.151434834260726e-14, -2.069100446533412e-11, -7.275957614183426e-12, -2.165324985980988e-08
431, 8.087557603692858e+00, 6.500000000000000e+00, 1.857948488534313e+00, 4.507056828583102e+02, -1.741858973253508e+01, 4.140933196914669e+05, 1.437380103137480e+05, 2.695059173483266e+02, 7.376501933332357e-01, 1.368919145845219e+05, 3.108624468950438e-14, 3.637978807091713e-11, -1.455191522836685e-11, 2.025626599788666e-08
432, 7.788018433186018e+00, 6.500000000000000e+00, 1.862403374442910e+00, 4.460627446546663e+02, -1.560534698913025e+01, 4.141502914874078e+05, 1.442667383658139e+05, 2.698502400061707e+02, 7.277422052103790e-01, 1.373954651102990e+05, -3.552713678800501e-14, -1.091393642127514e-11, -0.000000000000000e+00, -5.820766091346741e-09
433, 7.488479262679185e+00, 6.500000000000000e+00, 1.867126885192328e+00, 4.410911405766897e+02, -1.374773810265439e+01, 4.142024789767045e+05, 1.448200210650366e+05, 2.701998596621073e+02, 7.172555805155132e-01, 1.379224010143206e+05, -1.687538997430238e-14, -7.844391802791506e-12, 7.275957614183426e-12, -9.313225746154785e-09
434, 7.188940092172352e+00, 6.500000000000000e+00, 1.872096109821475e+00, 4.358966599611824e+02, -1.191094001037157e+01, 4.142709953634667e+05, 1.453945085261856e+05, 2.705516633047338e+02, 7.063883475439159e-01, 1.384695319297007e+05, -2.131628207280301e-14, -1.534772309241816e-11, -7.275957614183426e-12, -1.885928213596344e-08
435, 6.889400921665526e+00, 6.500000000000000e+00, 1.877053207297222e+00, 4.306537234391117e+02, -1.019314489413583e+01, 4.143359035817765e+05, 1.459622495934301e+05, 2.708908338775428e+02, 6.955482134111777e-01, 1.390102377080287e+05, 2.975397705995420e-14, 2.580691216280684e-11, 7.275957614183426e-12, 8.381903171539307e-09
436, 6.589861751158686e+00, 6.500000000000000e+00, 1.881800907123074e+00, 4.255714672721809e+02, -8.606454866597925e+00, 4.143953258726220e+05, 1.465015613745374e+05, 2.712057700006679e+02, 6.851557589489740e-01, 1.395238679757499e+05, 3.197442310920451e-14, -1.750777300912887e-11, -0.000000000000000e+00, 6.402842700481415e-09
437, 6.290322580651853e+00, 6.500000000000000e+00, 1.886333285512755e+00, 4.207450510340079e+02, -7.095651890502205e+00, 4.144661267253410e+05, 1.470117466009566e+05, 2.714963244494043e+02, 6.753540615527571e-01, 1.400097586675777e+05, 3.552713678800501e-15, 1.358557710773312e-11, -0.000000000000000e+00, 1.455191522836685e-08
438, 5.990783410145013e+00, 6.500000000000000e+00, 1.890714980836980e+00, 4.161189369735168e+02, -5.602593222023382e+00, 4.145495979905484e+05, 1.475001706566370e+05, 2.717670516368725e+02, 6.660142612732185e-01, 1.404749244348924e+05, 1.687538997430238e-14, 5.115907697472721e-12, 7.275957614183426e-12, 3.958120942115784e-09
439, 5.691244239638181e+00, 6.500000000000000e+00, 1.895042229961872e+00, 4.115482715785027e+02, -4.097002934534482e+00, 4.146358211125893e+05, 1.479772845887933e+05, 2.720235515960227e+02, 6.568577226707002e-01, 1.409293186559937e+05, 9.769962616701378e-15, 3.183231456205249e-12, 7.275957614183426e-12, 1.001171767711639e-08
440, 5.391705069131348e+00, 6.500000000000000e+00, 1.899214371621338e+00, 4.069261476336655e+02, -2.599242632423048e+00, 4.146771334093705e+05, 1.484325222132872e+05, 2.722609932130708e+02, 6.477522213903423e-01, 1.413628782983688e+05, 7.105427357601002e-15, -4.519051799434237e-12, -1.455191522836685e-11, -2.735760062932968e-09
441, 5.092165898624515e+00, 6.500000000000000e+00, 1.904104962621504e+00, 4.021905987399660e+02, -7.539035682953157e-01, 4.148806847498980e+05, 1.489618401517376e+05, 2.725301084027647e+02, 6.382424749907554e-01, 1.418669906207026e+05, 2.997602166487923e-15, 9.322320693172514e-12, 1.455191522836685e-11, 1.210719347000122e-08
442, 4.792626728117682e+00, 6.500000000000000e+00, 1.911353125532801e+00, 3.985275890588249e+02, 4.458136483732800e-01, 4.159162482652817e+05, 1.497474417526765e+05, 2.729284608085535e+02, 6.295706513844944e-01, 1.426151826215967e+05, -2.450123437469642e-14, 1.092459456231154e-12, -7.275957614183426e-12, -6.637492333538830e-09
443, 4.493087557610849e+00, 6.500000000000000e+00, 1.917445243231346e+00, 3.959170894922582e+02, 2.441415406817057e+00, 4.169033350383985e+05, 1.504107964639414e+05, 2.732664945267753e+02, 6.230852873194279e-01, 1.432469490132775e+05, -3.841371665203042e-14, -1.809041805245215e-11, 7.275957614183426e-12, -1.565786078572273e-08
444, 4.193548387104009e+00, 6.500000000000000e+00, 1.921499112971357e+00, 3.928608924956741e+02, 3.991196236702477e+00, 4.172881101740612e+05, 1.508490789116082e+05, 2.734845644769056e+02, 6.167451835190545e-01, 1.436643608681984e+05, -2.553512956637860e-15, -2.529532139305957e-12, 7.275957614183426e-12, -1.105945557355881e-09
445, 3.894009216597176e+00, 6.500000000000000e+00, 1.926078431015680e+00, 3.897543069532871e+02, 5.586319882556197e+00, 4.178056744796109e+05, 1.513451732508332e+05, 2.737316103097984e+02, 6.101691392788448e-01, 1.441368316674603e+05, 3.175237850427948e-14, 4.945377440890297e-12, -0.000000000000000e+00, 2.305023372173309e-08
446, 3.594470046090336e+00, 6.500000000000000e+00, 1.930504124118949e+00, 3.863230928798678e+02, 7.730213792003959e+00, 4.182334382088297e+05, 1.518253649921083e+05, 2.739705902695265e+02, 6.032065428428829e-01, 1.445941571353413e+05, -4.440892098500626e-14, -1.455191522836685e-11, -7.275957614183426e-12, -1.373700797557831e-08
447, 3.294930875583510e+00, 6.500000000000000e+00, 1.934795308806054e+00, 3.834327989655564e+02, 8.468594049126828e+00, 4.187401152202535e+05, 1.522910858798301e+05, 2.742014852841393e+02, 5.971403063867767e-01, 1.450377008379335e+05, -2.753353101070388e-14, -5.911715561524034e-12, -0.000000000000000e+00, -1.362059265375137e-08
448, 2.995391705076678e+00, 6.500000000000000e+00, 1.938087248465523e+00, 3.809989074878405e+02, 9.220539495834073e+00, 4.190942930294455e+05, 1.526492087253289e+05, 2.743794483393011e+02, 5.921788805869312e-01, 1.453787702145990e+05, 1.376676550535194e-14, 1.330136001342908e-11, -1.455191522836685e-11, 8.381903171539307e-09
449, 2.695852534569845e+00, 6.500000000000000e+00, 1.940925970376980e+00, 3.792468097370810e+02, 9.858093951809902e+00, 4.194771243142385e+05, 1.529602660858503e+05, 2.745364443412768e+02, 5.884516573646956e-01, 1.456750153198575e+05, -5.995204332975845e-14, 1.136868377216160e-12, 7.275957614183426e-12, -1.187436282634735e-08
450, 2.396313364063005e+00, 6.500000000000000e+00, 1.943144921697954e+00, 3.778456139324518e+02, 1.035644255831956e+01, 4.197738412423660e+05, 1.532040390041902e+05, 2.746599700570355e+02, 5.854984336304956e-01, 1.459071800039908e+05, -1.554312234475219e-14, -1.739408617140725e-11, -7.275957614183426e-12, -1.431908458471298e-08
451, 2.096774193556172e+00, 6.500000000000000e+00, 1.944419096760380e+00, 3.766974707994243e+02, 1.054669776461373e+01, 4.198780114820697e+05, 1.533440432481332e+05, 2.747308170350334e+02, 5.832710784077383e-01, 1.460405173791746e+05, 1.154631945610163e-14, -7.730704965069890e-12, 1.455191522836685e-11, 2.793967723846436e-09
452, 1.797235023049332e+00, 6.500000000000000e+00, 1.944643124465711e+00, 3.760120217327930e+02, 1.046335031577722e+01, 4.198017926306832e+05, 1.533684816927608e+05, 2.747429461786143e+02, 5.821270499475321e-01, 1.460637920883437e+05, -8.881784197001252e-16, 1.023181539494544e-11, -7.275957614183426e-12, 1.629814505577087e-09
453, 1.497695852542499e+00, 6.500000000000000e+00, 1.944056008712896e+00, 3.757269807817835e+02, 1.006476786625882e+01, 4.195932297224985e+05, 1.533035476957826e+05, 2.747095627603113e+02, 5.818802780345741e-01, 1.460019501864596e+05, -4.041211809635570e-14, -1.648459146963432e-11, -0.000000000000000e+00, -1.478474587202072e-08
454, 1.198156682035666e+00, 6.500000000000000e+00, 1.942596444265444e+00, 3.759085065154518e+02, 9.406472973706656e+00, 4.192493303606741e+05, 1.531423404202310e+05, 2.746268754772141e+02, 5.826598981944424e-01, 1.458484194478391e+05, -4.796163466380676e-14, -1.250555214937776e-11, 7.275957614183426e-12, -1.688022166490555e-08
455, 8.986175115282009e-01, 6.500000000000000e+00, 1.940579487900048e+00, 3.764513345632418e+02, 8.516055857680549e+00, 4.188314470602319e+05, 1.529196107508035e+05, 2.745124795765679e+02, 5.841960418138502e-01, 1.456362959531462e+05, 4.662936703425657e-14, 1.551825334900059e-11, 7.275957614183426e-12, 1.920852810144424e-08
456, 5.990783410197196e-01, 6.500000000000000e+00, 1.937903279224968e+00, 3.774069989867868e+02, 7.346348707664776e+00, 4.183240394588973e+05, 1.526240302931898e+05, 2.743602344679994e+02, 5.866116525588512e-01, 1.453547907554189e+05, 1.421085471520200e-14, 7.730704965069890e-12, 7.275957614183426e-12, 9.080395102500916e-09
457, 2.995391705101014e-01, 6.500000000000000e+00, 1.934520836703699e+00, 3.788253127105951e+02, 5.864927683712157e+00, 4.177264767117999e+05, 1.522504284901784e+05, 2.741671749287626e+02, 5.900122739675829e-01, 1.449989795144557e+05, 4.551914400963142e-14, 1.512034941697493e-11, -7.275957614183426e-12, 1.175794750452042e-08
458, 0.000000000000000e+00, 6.204545454545454e+00, 1.937198247896614e+00, 3.796857191650432e+02, 7.835068849475793e-01, 4.185676922053018e+05, 1.525435346966532e+05, 2.743153329036157e+02, 5.903060481649914e-01, 1.452781282825269e+05, -1.421085471520200e-14, -0.000000000000000e+00, 1.828953655191867e-12, 3.725290298461914e-09
459, 0.000000000000000e+00, 5.909090909090908e+00, 1.941879041789352e+00, 3.790890633291613e+02, 1.599219486827988e+00, 4.196535810200349e+05, 1.530601937782046e+05, 2.745809666438551e+02, 5.876772586840671e-01, 1.457701845506711e+05, -0.000000000000000e+00, -1.455191522836685e-11, 7.966238779744117e-12, -0.000000000000000e+00
460, 0.000000000000000e+00, 5.613636363636363e+00, 1.946179431962890e+00, 3.784277749486387e+02, 1.125267874139857e+00, 4.206287600661825e+05, 1.535345827880312e+05, 2.748233821723877e+02, 5.850949646300688e-01, 1.462219836076488e+05, 5.684341886080801e-14, 1.455191522836685e-11, -6.078193504066576e-12, 1.117587089538574e-08
461, 0.000000000000000e+00, 5.318181818181818e+00, 1.950186383725221e+00, 3.778836509187333e+02, 1.005737495979002e+00, 4.215543233764479e+05, 1.539772762530436e+05, 2.750494991476934e+02, 5.828130216511719e-01, 1.466435964314702e+05, -0.000000000000000e+00, -1.455191522836685e-11, 4.124478536482457e-13, -0.000000000000000e+00
462, 0.000000000000000e+00, 5.022727272727272e+00, 1.953282334522959e+00, 3.774227247222523e+02, 9.253445908720446e-01, 4.222629620525869e+05, 1.543196057798798e+05, 2.752240796900834e+02, 5.809948319453063e-01, 1.469696245522666e+05, -1.421085471520200e-14, 1.455191522836685e-11, 2.754296790641320e-12, -3.352761268615723e-08
463, 0.000000000000000e+00, 4.727272727272725e+00, 1.955500465240781e+00, 3.769587080994604e+02, 4.344127587372940e-01, 4.227454423306426e+05, 1.545650117551306e+05, 2.753490693467395e+02, 5.794893962802201e-01, 1.472033445286959e+05, 4.263256414560601e-14, -0.000000000000000e+00, -1.491723411461976e-12, 3.725290298461914e-09
464, 0.000000000000000e+00, 4.431818181818178e+00, 1.954657327920362e+00, 3.770383219484590e+02, -6.058606091212774e-01, 4.225437892634960e+05, 1.544719213186794e+05, 2.753019335611622e+02, 5.799118009995257e-01, 1.471146869701710e+05, -0.000000000000000e+00, -1.455191522836685e-11, 4.834077582671625e-12, -2.980232238769531e-08
465, 0.000000000000000e+00, 4.136363636363631e+00, 1.949136644725073e+00, 3.770989090104949e+02, -3.014491289407155e+00, 4.211471642806946e+05, 1.538664896754815e+05, 2.749996269289854e+02, 5.819852363441554e-01, 1.465380854052205e+05, -0.000000000000000e+00, -2.910383045673370e-11, 7.558620396252991e-12, -3.725290298461914e-09
466, 0.000000000000000e+00, 3.840909090909087e+00, 1.920605551182436e+00, 3.809621711256737e+02, -7.643976224961688e+00, 4.146426572857901e+05, 1.507378099149766e+05, 2.734099821861513e+02, 5.985150162803464e-01, 1.435583903952159e+05, -1.421085471520200e-14, -2.910383045673370e-11, 1.102451463452780e-12, -1.117587089538574e-08
467, 0.000000000000000e+00, 3.545454545454543e+00, 1.847990771878496e+00, 3.980781955230154e+02, -9.724825764224853e-01, 4.006168913429648e+05, 1.430965415161294e+05, 2.697489013763259e+02, 6.542461871047779e-01, 1.362809919201233e+05, -0.000000000000000e+00, -0.000000000000000e+00, -3.244848834071945e-12, -1.490116119384766e-08
468, 0.000000000000000e+00, 2.954545454547244e+00, 3.959133008729690e+00, 1.696495929702083e+03, 2.093396312934217e+01, 1.070764975171774e+06, 2.828935139553279e+05, 2.489162463887713e+02, 1.354909612974919e+00, 2.694209656717410e+05, 5.684341886080801e-14, -0.000000000000000e+00, -1.224798040766473e-12, -2.980232238769531e-08
469, 0.000000000000000e+00, 2.659090909094489e+00, 4.096244223392020e+00, 1.717501943710341e+03, 4.252930381332435e+00, 1.101345785669941e+06, 2.965121843209230e+05, 2.521663007984940e+02, 1.317104876850178e+00, 2.823911279246887e+05, -0.000000000000000e+00, -0.000000000000000e+00, 6.527313288792131e-12, -0.000000000000000e+00
470, 0.000000000000000e+00, 2.363636363641733e+00, 4.124552691710285e+00, 1.721559936581421e+03, 8.660588475439676e-01, 1.107705269137469e+06, 2.993686149770117e+05, 2.528481365233530e+02, 1.309382771756334e+00, 2.851115380733446e+05, -0.000000000000000e+00, -1.164153218269348e-10, -1.592226055294878e-12, -0.000000000000000e+00
471, 0.000000000000000e+00, 2.068181818188978e+00, 4.129129497303105e+00, 1.722255761407270e+03, 2.496252907222540e-01, 1.108758589410448e+06, 2.998332034815325e+05, 2.529598335381468e+02, 1.308171004644507e+00, 2.855540033157454e+05, 5.684341886080801e-14, 5.820766091346741e-11, -1.032477537710533e-11, 2.980232238769531e-08
472, 0.000000000000000e+00, 1.772727272736221e+00, 4.130290497284477e+00, 1.722451123536751e+03, 7.033649179447911e-02, 1.109034046599356e+06, 2.999511871535876e+05, 2.529882391698603e+02, 1.307878191370360e+00, 2.856663687177026e+05, -5.684341886080801e-14, 1.164153218269348e-10, -1.983381849208216e-13, -2.980232238769531e-08
473, 0.000000000000000e+00, 1.477272727282455e+00, 4.130638530066560e+00, 1.722510982085277e+03, 1.753393846575275e-02, 1.109117204248308e+06, 2.999865704852110e+05, 2.529967641857184e+02, 1.307791406400050e+00, 2.857000671287725e+05, -0.000000000000000e+00, -5.820766091346741e-11, -5.398179250474800e-12, -0.000000000000000e+00
474, 0.000000000000000e+00, 1.181818181827167e+00, 4.130733933788691e+00, 1.722525691657008e+03, 3.850852525613245e-03, 1.109139293172416e+06, 2.999962704978752e+05, 2.529991013712718e+02, 1.307766328701014e+00, 2.857093052360717e+05, -5.684341886080801e-14, 1.164153218269348e-10, 6.438048528007315e-13, 2.980232238769531e-08
475, 0.000000000000000e+00, 8.863636363703726e-01, 4.130747870441885e+00, 1.722527651659612e+03, -9.742415832152913e-04, 1.109142441291769e+06, 2.999976875068691e+05, 2.529994427998205e+02, 1.307762522078086e+00, 2.857106547684469e+05, -1.705302565824240e-13, -0.000000000000000e+00, 7.959696743591294e-12, -5.960464477539062e-08
476, 0.000000000000000e+00, 5.909090909135815e-01, 4.130693968294148e+00, 1.722523039628280e+03, -1.947629290831139e-03, 1.109131503738855e+06, 2.999922071488089e+05, 2.529981223793912e+02, 1.307779498445603e+00, 2.857054353798181e+05, 5.684341886080801e-14, -5.820766091346741e-11, 3.873851723634286e-12, 5.960464477539062e-08
477, 0.000000000000000e+00, 2.954545454567912e-01, 4.130761746246794e+00, 1.722530316109802e+03, -5.397539397664783e-05, 1.109145873017123e+06, 2.999990983380112e+05, 2.529997827428852e+02, 1.307759273409125e+00, 2.857119984171537e+05, -5.684341886080801e-14, -0.000000000000000e+00, -1.251949334457279e-11, 2.980232238769531e-08
478, 6.480169476298410e+01, 1.013160891976505e+00, 2.336481138904065e+00, 1.084560817342506e+03, 2.439796047435444e-01, 6.290791119904488e+05, 1.509441445673160e+05, 2.250527562966182e+02, 1.543478656820114e+00, 1.437548995879201e+05, 6.343241903961072e-13, 1.005142635790435e-10, 1.323067981128662e-10, 4.884159352513961e-07
479, 6.474558489814925e+01, 7.770763509512976e-01, 2.343972581870999e+00, 1.092757293274970e+03, -5.295622310968627e-02, 6.322212849904182e+05, 1.510000777537232e+05, 2.244166054619448e+02, 1.552368591701656e+00, 1.438081692892603e+05, 5.163855454348720e-13, 1.401501137365813e-11, 2.147385749578200e-10, 8.979957328847377e-07
480, 1.984683315250536e-01, 5.487120478413554e+00, 1.948159859821845e+00, 3.779554268560967e+02, 2.654869356894059e+00, 4.210492825740259e+05, 1.537538371980099e+05, 2.749360682069075e+02, 5.836627870486099e-01, 1.464307973314381e+05, 3.153727279325835e-15, -5.632827537738194e-12, -6.964831489320034e-12, -2.436536306049675e-09
481, 2.544933935895781e-01, 5.723054717350419e+00, 1.944880757381904e+00, 3.783969548428003e+02, 3.352358910840751e+00, 4.202938833032355e+05, 1.533921781844314e+05, 2.747518215418073e+02, 5.855345967944862e-01, 1.460863601756490e+05, -2.210037708394452e-14, 6.465938895416912e-13, -3.722161467933915e-12, -1.547232386656106e-08
482, 2.617501601409294e-01, 7.675590814944826e-01, 4.129236588257899e+00, 1.722270696772095e+03, 1.535652276579723e-01, 1.108782611842870e+06, 2.998440486337523e+05, 2.529624225498075e+02, 1.308141718762859e+00, 2.855643320321452e+05, -1.913920411045211e-14, -5.648814749292796e-13, 2.251896802710207e-12, -7.318612915696576e-08
483, 2.497063871686499e-01, 1.026564776011453e+00, 4.128030202447078e+00, 1.722084201946610e+03, 3.619894348723877e-01, 1.108503279046716e+06, 2.997214457169077e+05, 2.529328851513026e+02, 1.308458738434942e+00, 2.854475673494360e+05, 4.860348234991818e-14, 4.077627124843275e-11, 8.960337246483041e-12, 3.475452103884891e-08
484, 6.473827290238719e+01, 5.732502255344321e+00, 2.111526823327918e+00, 8.230817458025145e+02, -4.401752640906577e-01, 5.356293578153041e+05, 1.500836021825131e+05, 2.476093198885121e+02, 1.235702970242177e+00, 1.429353354119173e+05, -1.585537257042802e-15, 1.109023983758561e-11, 1.718967850006248e-12, 3.727791408891790e-09
485, 6.475029065415605e+01, 5.473730546177380e+00, 2.119236312429211e+00, 8.346954725261087e+02, -5.451273321573340e-02, 5.391961425708208e+05, 1.499267963247988e+05, 2.464507927247678e+02, 1.251511132234973e+00, 1.427859964998084e+05, 4.134572458708297e-14, -3.538289106153059e-11, -2.826324532078555e-12, -2.654462605278241e-08
486, 6.311319879758089e+01, 3.754040884067980e+00, 2.204299141540991e+00, 9.367544155406332e+02, -8.201115012310309e-01, 5.742202516182512e+05, 1.500700949891125e+05, 2.371668422474689e+02, 1.376510577579653e+00, 1.429224714182024e+05, 9.693634783758398e-14, 4.752642723815370e-11, -1.078637873463961e-11, 5.847323336638510e-08
487, 6.338590603808463e+01, 3.679592512540472e+00, 2.209783825042759e+00, 9.432784796079704e+02, -3.687744246175808e-01, 5.765578046173700e+05, 1.500926721257963e+05, 2.366137858960028e+02, 1.384271577289775e+00, 1.429439734531394e+05, 1.645992370180593e-14, 7.310596572551731e-12, -7.095469828008460e-12, -3.916193236364052e-08
488, 6.340016062877481e+01, 3.917029761232028e+00, 2.196093027100111e+00, 9.254993375479082e+02, -6.812707884090894e-01, 5.705093497252594e+05, 1.501970728353335e+05, 2.382544830469893e+02, 1.361934154178033e+00, 1.430434027003177e+05, -5.322478568992040e-14, -3.578470852971805e-12, -3.658301959974519e-12, -4.227968020131811e-08
