"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum_x","Residual_Momentum_y","Residual_Energy"
30, 7.788018433183866e+00, 0.000000000000000e+00, 1.252602852999956e+00, 7.551472969111354e+02, 4.662115614541500e+00, 3.704568813425413e+05, 5.712928351634232e+04, 1.588823761243785e+02, 2.385831915453146e+00, 5.440741287270700e+04, 8.526512829121202e-14, 3.637978807091713e-11, 1.818989403545856e-11, 3.352761268615723e-08
31, 8.087557603690916e+00, 0.000000000000000e+00, 1.236062653957479e+00, 7.468983989785196e+02, 3.495551253525549e+00, 3.658556564140057e+05, 5.607670272700971e+04, 1.580419318875135e+02, 2.397677620189508e+00, 5.340495497810451e+04, 9.947598300641403e-14, 6.548361852765083e-11, 2.182787284255028e-11, 3.352761268615723e-08
32, 8.387096774197788e+00, 0.000000000000000e+00, 1.229890033542658e+00, 7.438040103909844e+02, 2.205326655738475e+00, 3.641308783220362e+05, 5.568507714158428e+04, 1.577258544289157e+02, 2.402115318458518e+00, 5.303197823008029e+04, 8.526512829121202e-14, 3.637978807091713e-11, 1.091393642127514e-11, 3.725290298461914e-09
33, 8.686635944704634e+00, 0.000000000000000e+00, 1.234950132956694e+00, 7.463045145330668e+02, 7.713249448279044e-01, 3.655240577203797e+05, 5.600824434565678e+04, 1.579911947925826e+02, 2.398289425598148e+00, 5.333975651967314e+04, 8.526512829121202e-14, 2.182787284255028e-11, 1.818989403545856e-11, 4.097819328308105e-08
34, 8.986175115211482e+00, 0.000000000000000e+00, 1.252519444988286e+00, 7.549888001414364e+02, -8.394483904774594e-01, 3.703820712865759e+05, 5.713487341726467e+04, 1.589085035706121e+02, 2.385249901293378e+00, 5.441273658787114e+04, 1.421085471520200e-13, 1.164153218269348e-10, 2.910383045673370e-11, 2.980232238769531e-08
35, 9.285714285718328e+00, 0.000000000000000e+00, 1.284288185950168e+00, 7.705711965523318e+02, -2.662749632809562e+00, 3.791542013280762e+05, 5.919223859637502e+04, 1.605582487965996e+02, 2.362042568626119e+00, 5.637213199654767e+04, 5.684341886080801e-14, 1.455191522836685e-11, 3.637978807091713e-12, 3.725290298461914e-08
36, 9.585253456225177e+00, 0.000000000000000e+00, 1.333255914339917e+00, 7.942791393531930e+02, -4.792071096800473e+00, 3.926314497686134e+05, 6.241173738481536e+04, 1.630733897478741e+02, 2.327164841670060e+00, 5.943832131887179e+04, 1.136868377216160e-13, 3.637978807091713e-11, 2.910383045673370e-11, 3.725290298461914e-09
37, 9.884792626732022e+00, 0.000000000000000e+00, 1.403003288131146e+00, 8.274218556978751e+02, -7.266322071858133e+00, 4.117357366573896e+05, 6.709228153653086e+04, 1.665881929189368e+02, 2.279366135588846e+00, 6.389598241574370e+04, 2.131628207280301e-13, 1.236912794411182e-10, 4.729372449219227e-11, 7.823109626770020e-08
38, 1.018433179723887e+01, 0.000000000000000e+00, 1.497517654878608e+00, 8.712058647753760e+02, -1.007105556576556e+01, 4.374577549737014e+05, 7.360184848556058e+04, 1.712170916714151e+02, 2.217968897894142e+00, 7.009556998624820e+04, 1.278976924368180e-13, 8.731149137020111e-11, 5.456968210637569e-11, 5.587935447692871e-08
39, 1.048387096774572e+01, 0.000000000000000e+00, 1.621333556082347e+00, 9.266695176454306e+02, -1.314302786597689e+01, 4.708780346445133e+05, 8.240273325150150e+04, 1.770514921838626e+02, 2.142878473788404e+00, 7.847736500143004e+04, 4.263256414560601e-14, 5.820766091346741e-11, 2.182787284255028e-11, 4.842877388000488e-08
40, 1.078341013825256e+01, 0.000000000000000e+00, 1.780430160216621e+00, 9.948588956652964e+02, -1.640185305204724e+01, 5.133733426516982e+05, 9.413876950351533e+04, 1.841933387193979e+02, 2.054044055818303e+00, 8.965454238430035e+04, 1.136868377216160e-13, 8.731149137020111e-11, 5.820766091346741e-11, 1.490116119384766e-08
41, 1.108294930875941e+01, 0.000000000000000e+00, 1.978097148658614e+00, 1.074961839750882e+03, -1.939587878227945e+01, 5.655232878944926e+05, 1.093374863077136e+05, 1.925536757604769e+02, 1.953850641423472e+00, 1.041295107692511e+05, 2.842170943040401e-14, -4.365574568510056e-11, 1.455191522836685e-11, 1.490116119384766e-08
42, 1.138248847926626e+01, 0.000000000000000e+00, 2.220542507984806e+00, 1.165816046647127e+03, -2.156235852017630e+01, 6.282474189981836e+05, 1.288431276380066e+05, 2.021308082842995e+02, 1.842383798108357e+00, 1.227063120361968e+05, 1.705302565824240e-13, 1.164153218269348e-10, 4.365574568510056e-11, 6.705522537231445e-08
43, 1.168202764977310e+01, 0.000000000000000e+00, 2.478316598153972e+00, 1.254851320185577e+03, -2.090765501676501e+01, 6.940269285883744e+05, 1.505011868904998e+05, 2.115502216470005e+02, 1.736761453026550e+00, 1.433330351338093e+05, 2.415845301584341e-13, 1.018634065985680e-10, 4.365574568510056e-11, 8.195638656616211e-08
44, 1.198156682027995e+01, 0.000000000000000e+00, 2.716740802533746e+00, 1.330853819417771e+03, -1.742514146220745e+01, 7.542734112099695e+05, 1.712975473123463e+05, 2.196510504307014e+02, 1.648936324584972e+00, 1.631390926784251e+05, 5.968558980384842e-13, 2.764863893389702e-10, 1.455191522836685e-10, 1.862645149230957e-07
45, 1.228110599078680e+01, 0.000000000000000e+00, 2.908066869900423e+00, 1.387690990021113e+03, -1.259105583001537e+01, 8.023286743159518e+05, 1.884830148159448e+05, 2.257866065113367e+02, 1.584193848690477e+00, 1.795062045866142e+05, 7.105427357601002e-13, 3.346940502524376e-10, 2.182787284255028e-10, 2.682209014892578e-07
46, 1.258064516129365e+01, 0.000000000000000e+00, 3.038985061301596e+00, 1.424788241765290e+03, -8.416266054366682e+00, 8.352471581963431e+05, 2.004955499053917e+05, 2.298298945323189e+02, 1.542684904537491e+00, 1.909467141956112e+05, 7.958078640513122e-13, 3.492459654808044e-10, 2.255546860396862e-10, 2.533197402954102e-07
47, 1.288018433180049e+01, 0.000000000000000e+00, 3.119768295434129e+00, 1.446952839414159e+03, -5.208107488568374e+00, 8.555987083616299e+05, 2.080179998494514e+05, 2.322784510364720e+02, 1.518034156563450e+00, 1.981109522375728e+05, 9.663381206337363e-13, 4.511093720793724e-10, 2.401066012680531e-10, 2.905726432800293e-07
48, 1.317972350230734e+01, 0.000000000000000e+00, 3.165209022979425e+00, 1.459107959303667e+03, -3.001475099938395e+00, 8.670612323442984e+05, 2.122990931742595e+05, 2.336555435837185e+02, 1.504350589062649e+00, 2.021881839754854e+05, 6.252776074688882e-13, 2.619344741106033e-10, 1.891748979687691e-10, 2.086162567138672e-07
49, 1.347926267281419e+01, 0.000000000000000e+00, 3.188106712627998e+00, 1.465029678402533e+03, -1.599503251230862e+00, 8.728301620054834e+05, 2.144869785188898e+05, 2.343680609748032e+02, 1.497323956430272e+00, 2.042718843037047e+05, 5.684341886080801e-13, 2.764863893389702e-10, 1.964508555829525e-10, 2.160668373107910e-07
50, 1.377880184332104e+01, 0.000000000000000e+00, 3.197260624278556e+00, 1.467183239644035e+03, -7.476142656606732e-01, 8.751148134453782e+05, 2.153914526540090e+05, 2.346825353519829e+02, 1.494228940054841e+00, 2.051332882419134e+05, 6.821210263296962e-13, 3.201421350240707e-10, 2.328306436538696e-10, 2.682209014892578e-07
51, 1.407834101382788e+01, 0.000000000000000e+00, 3.197912464592343e+00, 1.467008190776514e+03, -2.308914229541362e-01, 8.752392366480289e+05, 2.155008232270085e+05, 2.347538411189084e+02, 1.493519074392424e+00, 2.052374506923891e+05, 3.126388037344441e-13, 2.037268131971359e-10, 1.455191522836685e-10, 1.788139343261719e-07
52, 1.437788018433473e+01, 0.000000000000000e+00, 3.192902486369746e+00, 1.465280105435065e+03, 9.881350442472246e-02, 8.739250066899679e+05, 2.150813481484232e+05, 2.346645246752705e+02, 1.494384773120247e+00, 2.048379506175460e+05, 3.126388037344441e-13, 1.164153218269348e-10, 9.458744898438454e-11, 1.117587089538574e-07
53, 1.467741935484158e+01, 0.000000000000000e+00, 3.183715891416449e+00, 1.462402523448300e+03, 3.299800046359532e-01, 8.715508981762931e+05, 2.142728658122818e+05, 2.344570078829130e+02, 1.496415435607884e+00, 2.040679674402684e+05, 1.705302565824240e-13, 8.731149137020111e-11, 4.365574568510056e-11, 9.685754776000977e-08
54, 1.497695852534842e+01, 0.000000000000000e+00, 3.171190344479307e+00, 1.458598789115771e+03, 5.088867074789728e-01, 8.683301804667123e+05, 2.131546526395147e+05, 2.341546849204051e+02, 1.499385455389959e+00, 2.030030025138236e+05, 1.421085471520200e-13, 7.275957614183426e-11, 7.275957614183426e-12, -0.000000000000000e+00
55, 1.527649769585527e+01, 0.000000000000000e+00, 3.155911983522786e+00, 1.454019922369436e+03, 6.562720596140228e-01, 8.644107943008997e+05, 2.117824844893653e+05, 2.337736198306584e+02, 1.503138237816251e+00, 2.016961757041575e+05, -1.989519660128281e-13, -1.018634065985680e-10, -5.093170329928398e-11, -5.215406417846680e-08
56, 1.557603686636212e+01, 0.000000000000000e+00, 3.138394803113992e+00, 1.448795354617600e+03, 7.795476184726212e-01, 8.599214428879331e+05, 2.102053817042159e+05, 2.333278611610475e+02, 1.507534939858329e+00, 2.001941730516343e+05, -1.705302565824240e-13, -1.018634065985680e-10, -5.093170329928398e-11, -1.266598701477051e-07
57, 1.587557603686897e+01, 0.000000000000000e+00, 3.119119893205833e+00, 1.443046825515815e+03, 8.809095520685849e-01, 8.549826442572658e+05, 2.084691799469516e+05, 2.328306415195261e+02, 1.512444766850401e+00, 1.985406475685254e+05, -2.557953848736361e-13, -1.309672370553017e-10, -6.548361852765083e-11, -4.470348358154297e-08
58, 1.617511520737581e+01, 0.000000000000000e+00, 3.098472201176705e+00, 1.436874745326052e+03, 9.632154669682486e-01, 8.496921712182062e+05, 2.066105470559805e+05, 2.322925218229174e+02, 1.517766439293173e+00, 1.967705210056958e+05, -4.547473508864641e-13, -1.746229827404022e-10, -1.018634065985680e-10, -1.564621925354004e-07
59, 1.647465437788266e+01, 0.000000000000000e+00, 3.076598055975659e+00, 1.430321580088154e+03, 1.034880196472769e+00, 8.440903886028307e+05, 2.046437491390280e+05, 2.317170909759260e+02, 1.523474412823533e+00, 1.948973801324077e+05, -5.684341886080801e-13, -3.346940502524376e-10, -1.382431946694851e-10, -1.862645149230957e-07
60, 1.677419354838950e+01, 0.000000000000000e+00, 3.053230114631676e+00, 1.423322500762253e+03, 1.113256524444774e+00, 8.381165139339006e+05, 2.025446404771240e+05, 2.310955399574516e+02, 1.529675403431579e+00, 1.928982290258325e+05, -5.115907697472721e-13, -2.328306436538696e-10, -1.309672370553017e-10, -1.415610313415527e-07
61, 1.707373271889635e+01, 0.000000000000000e+00, 3.027567248317783e+00, 1.415665177439270e+03, 1.224510897797146e+00, 8.315770817448742e+05, 2.002400892616381e+05, 2.304027068548271e+02, 1.536647591889036e+00, 1.907034183444173e+05, -3.979039320256561e-13, -1.746229827404022e-10, -1.091393642127514e-10, -1.713633537292480e-07
62, 1.737327188940320e+01, 0.000000000000000e+00, 2.998309442668958e+00, 1.406986268226323e+03, 1.398424501140848e+00, 8.241516773884116e+05, 1.976121047602517e+05, 2.295976489601109e+02, 1.544831290118642e+00, 1.882005759621446e+05, -4.831690603168681e-13, -2.182787284255028e-10, -1.309672370553017e-10, -1.788139343261719e-07
63, 1.767281105991005e+01, 0.000000000000000e+00, 2.963893802935468e+00, 1.396820700212002e+03, 1.659235979592742e+00, 8.154484563050901e+05, 1.945207637366810e+05, 2.286302402147306e+02, 1.554757457558158e+00, 1.852564416539820e+05, -3.410605131648481e-13, -2.037268131971359e-10, -1.164153218269348e-10, -1.192092895507812e-07
64, 1.797235023041690e+01, 0.000000000000000e+00, 2.922875368872406e+00, 1.384694873862350e+03, 2.016448158336873e+00, 8.050970405917186e+05, 1.908403409145229e+05, 2.274522469746263e+02, 1.566932493097750e+00, 1.817512770614505e+05, -2.842170943040401e-13, -1.309672370553017e-10, -8.731149137020111e-11, -1.266598701477051e-07
65, 1.827188940092374e+01, 0.000000000000000e+00, 2.874309700413381e+00, 1.370231588798476e+03, 2.460198801206153e+00, 7.928444109900903e+05, 1.864948723479517e+05, 2.260287483848608e+02, 1.581722999035283e+00, 1.776127355694778e+05, -3.126388037344441e-13, -7.275957614183426e-11, -1.018634065985680e-10, -8.195638656616211e-08
66, 1.857142857143059e+01, 0.000000000000000e+00, 2.817992156724568e+00, 1.353230017156299e+03, 2.963256916218029e+00, 7.786176523590279e+05, 1.814793280062071e+05, 2.243456885652775e+02, 1.599282462428879e+00, 1.728360266725783e+05, -3.979039320256561e-13, -2.182787284255028e-10, -1.018634065985680e-10, -1.266598701477051e-07
67, 1.887096774193744e+01, 0.000000000000000e+00, 2.754491743066796e+00, 1.333700428936405e+03, 3.487870033082239e+00, 7.625369215319921e+05, 1.758607057001178e+05, 2.224117268285966e+02, 1.619536032392249e+00, 1.674849578096360e+05, -2.842170943040401e-13, -1.455191522836685e-10, -8.003553375601768e-11, -1.341104507446289e-07
68, 1.917050691244429e+01, 0.000000000000000e+00, 2.685009701684093e+00, 1.311853494939279e+03, 3.994132649502499e+00, 7.448845036619493e+05, 1.697624177092131e+05, 2.202551326945292e+02, 1.642213531267554e+00, 1.616770644849649e+05, -3.979039320256561e-13, -1.600710675120354e-10, -1.018634065985680e-10, -1.117587089538574e-07
69, 1.947004608295113e+01, 0.000000000000000e+00, 2.611147699223711e+00, 1.288058777487970e+03, 4.446724486817991e+00, 7.260499676009765e+05, 1.633406044290033e+05, 2.179179803834995e+02, 1.666907318243204e+00, 1.555610518371461e+05, -3.979039320256561e-13, -1.746229827404022e-10, -1.236912794411182e-10, -1.788139343261719e-07
70, 1.976958525345798e+01, 0.000000000000000e+00, 2.534798226820905e+00, 1.262819701702965e+03, 4.838791544833102e+00, 7.064985987580419e+05, 1.567719084564660e+05, 2.154543147886079e+02, 1.693069161282050e+00, 1.493051509109200e+05, -3.410605131648481e-13, -1.600710675120354e-10, -8.731149137020111e-11, -1.117587089538574e-07
71, 2.006912442396483e+01, 0.000000000000000e+00, 2.457832984891702e+00, 1.236695305520455e+03, 5.175823322952257e+00, 6.866975966009155e+05, 1.502245230369968e+05, 2.129211537515216e+02, 1.720108717387735e+00, 1.430695457495208e+05, -3.979039320256561e-13, -1.746229827404022e-10, -9.458744898438454e-11, -1.415610313415527e-07
72, 2.036866359447167e+01, 0.000000000000000e+00, 2.381467293017689e+00, 1.210119771442630e+03, 5.437367415753223e+00, 6.669715767434381e+05, 1.438039959308713e+05, 2.103568593384074e+02, 1.747676051595951e+00, 1.369547580294013e+05, -5.115907697472721e-13, -2.037268131971359e-10, -1.527951098978519e-10, -1.564621925354004e-07
73, 2.066820276497852e+01, 0.000000000000000e+00, 2.307061078559931e+00, 1.183612345969381e+03, 5.589918155860182e+00, 6.476835335706383e+05, 1.376228418993371e+05, 2.078077664874158e+02, 1.775315336678106e+00, 1.310679446660354e+05, -4.831690603168681e-13, -2.182787284255028e-10, -1.091393642127514e-10, -1.862645149230957e-07
74, 2.096774193548537e+01, 0.000000000000000e+00, 2.235530200849846e+00, 1.157594298418934e+03, 5.621204331441721e+00, 6.290970561729200e+05, 1.317517230096544e+05, 2.053081111460775e+02, 1.802723246536060e+00, 1.254764028663376e+05, -6.252776074688882e-13, -3.492459654808044e-10, -1.527951098978519e-10, -2.086162567138672e-07
75, 2.126728110599221e+01, 0.000000000000000e+00, 2.168725643060464e+00, 1.132779182402882e+03, 5.498762760552533e+00, 6.116798533725599e+05, 1.263334215290264e+05, 2.029289410749383e+02, 1.829047236157284e+00, 1.203161157419299e+05, -5.542233338928781e-13, -2.473825588822365e-10, -1.527951098978519e-10, -1.937150955200195e-07
76, 2.156682027649907e+01, 0.000000000000000e+00, 2.107644757929455e+00, 1.109635573987229e+03, 5.252699501304530e+00, 5.956974784491040e+05, 1.214358950013256e+05, 2.007150835851940e+02, 1.853740652181393e+00, 1.156518047631673e+05, -4.689582056016661e-13, -2.764863893389702e-10, -1.382431946694851e-10, -1.341104507446289e-07
77, 2.186635944700591e+01, 0.000000000000000e+00, 2.052887419469366e+00, 1.088506725913486e+03, 4.908139836005141e+00, 5.813186622384490e+05, 1.170928851947729e+05, 1.986990173169465e+02, 1.876392522987240e+00, 1.115156049474028e+05, -5.258016244624741e-13, -2.619344741106033e-10, -1.455191522836685e-10, -1.713633537292480e-07
78, 2.216589861751276e+01, 0.000000000000000e+00, 2.004953298840402e+00, 1.069701033321991e+03, 4.475123464108055e+00, 5.686872250136544e+05, 1.133295552406104e+05, 1.969106784794823e+02, 1.896611917707103e+00, 1.079314811815337e+05, -3.552713678800501e-13, -2.182787284255028e-10, -1.091393642127514e-10, -1.713633537292480e-07
79, 2.246543778801960e+01, 0.000000000000000e+00, 1.964288748854685e+00, 1.053501552408346e+03, 3.958922193420539e+00, 5.579326827973318e+05, 1.101671624921101e+05, 1.953786839625981e+02, 1.914015639577540e+00, 1.049196785639144e+05, -2.842170943040401e-13, -1.455191522836685e-10, -7.275957614183426e-11, -7.450580596923828e-08
80, 2.276497695852645e+01, 0.000000000000000e+00, 1.931293426149562e+00, 1.040162854574097e+03, 3.364554878052513e+00, 5.491711351898720e+05, 1.076243628347379e+05, 1.941300097769401e+02, 1.928235911559431e+00, 1.024979646045123e+05, -3.694822225952521e-13, -2.910383045673370e-10, -1.127773430198431e-10, -1.192092895507812e-07
